market,selection,points,is_main,over,under,price,ts_utc,age_min,flag,over_id,under_id,price_id,player_id,team_id
moneyline,Los Angeles Rams,,True,,,-300,2026-09-21T22:24:49+00:00,55.3,,,,78014-37430-26-38:hard_rock:moneyline:los_angeles_rams,,13AD4FDBEBA8
moneyline,New York Giants,,True,,,250,2026-09-21T22:24:49+00:00,55.3,,,,78014-37430-26-38:hard_rock:moneyline:new_york_giants,,ACC49FC634EE
player_field_goals_made,Harrison Mevis,1.5,True,-145,110,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_field_goals_made:harrison_mevis_over_1_5,78014-37430-26-38:hard_rock:player_field_goals_made:harrison_mevis_under_1_5,,EFB2783B669B,
player_interceptions,Jaxson Dart,0.5,True,110,-140,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_interceptions:jaxson_dart_over_0_5,78014-37430-26-38:hard_rock:player_interceptions:jaxson_dart_under_0_5,,4C8EBE787A8D7560,
player_interceptions,Matthew Stafford,0.5,True,125,-160,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_interceptions:matthew_stafford_over_0_5,78014-37430-26-38:hard_rock:player_interceptions:matthew_stafford_under_0_5,,DD2E6E11452C,
player_kicking_points,Dominic Zvada,6.5,True,-105,,,2026-09-21T22:44:44+00:00,35.4,,78014-37430-26-38:hard_rock:player_kicking_points:dominic_zvada_over_6_5,,,9980ED6481F23092,
player_kicking_points,Harrison Mevis,7.5,True,-140,,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_kicking_points:harrison_mevis_over_7_5,,,EFB2783B669B,
player_longest_passing_completion,Jaxson Dart,34.5,True,-115,-115,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_longest_passing_completion:jaxson_dart_over_34_5,78014-37430-26-38:hard_rock:player_longest_passing_completion:jaxson_dart_under_34_5,,4C8EBE787A8D7560,
player_longest_passing_completion,Matthew Stafford,38.5,True,-110,-120,,2026-09-21T22:46:29+00:00,33.6,,78014-37430-26-38:hard_rock:player_longest_passing_completion:matthew_stafford_over_38_5,78014-37430-26-38:hard_rock:player_longest_passing_completion:matthew_stafford_under_38_5,,DD2E6E11452C,
player_longest_reception,Cam Skattebo,8.5,True,-105,-125,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_longest_reception:cam_skattebo_over_8_5,78014-37430-26-38:hard_rock:player_longest_reception:cam_skattebo_under_8_5,,5BE524D2DCC75E68,
player_longest_reception,Colby Parkinson,14.5,True,-120,-110,,2026-09-21T22:54:14+00:00,25.9,,78014-37430-26-38:hard_rock:player_longest_reception:colby_parkinson_over_14_5,78014-37430-26-38:hard_rock:player_longest_reception:colby_parkinson_under_14_5,,570514936B0A,
player_longest_reception,Darnell Mooney,13.5,True,-115,-115,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_longest_reception:darnell_mooney_over_13_5,78014-37430-26-38:hard_rock:player_longest_reception:darnell_mooney_under_13_5,,92C83622BC0E,
player_longest_reception,Davante Adams,23.5,True,-115,-115,,2026-09-21T23:01:59+00:00,18.1,,78014-37430-26-38:hard_rock:player_longest_reception:davante_adams_over_23_5,78014-37430-26-38:hard_rock:player_longest_reception:davante_adams_under_23_5,,616DA87E3731,
player_longest_reception,Isaiah Likely,18.5,True,-110,-120,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_longest_reception:isaiah_likely_over_18_5,78014-37430-26-38:hard_rock:player_longest_reception:isaiah_likely_under_18_5,,52ED3346AB9C,
player_longest_reception,Konata Mumpfield,11.5,True,-115,-115,,2026-09-21T22:55:15+00:00,24.9,,78014-37430-26-38:hard_rock:player_longest_reception:konata_mumpfield_over_11_5,78014-37430-26-38:hard_rock:player_longest_reception:konata_mumpfield_under_11_5,,08365AC19CE59ADA,
player_longest_reception,Kyren Williams,9.5,True,-115,-115,,2026-09-21T23:02:29+00:00,17.6,,78014-37430-26-38:hard_rock:player_longest_reception:kyren_williams_over_9_5,78014-37430-26-38:hard_rock:player_longest_reception:kyren_williams_under_9_5,,C3619260E06D,
player_longest_reception,Malachi Fields,16.5,True,-110,-120,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_longest_reception:malachi_fields_over_16_5,78014-37430-26-38:hard_rock:player_longest_reception:malachi_fields_under_16_5,,6BAEAE4FEF4BF37C,
player_longest_reception,Malik Nabers,21.5,True,-115,-115,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_longest_reception:malik_nabers_over_21_5,78014-37430-26-38:hard_rock:player_longest_reception:malik_nabers_under_21_5,,8838562B2670,
player_longest_reception,Terrance Ferguson,18.5,True,-115,-115,,2026-09-21T22:54:44+00:00,25.4,,78014-37430-26-38:hard_rock:player_longest_reception:terrance_ferguson_over_18_5,78014-37430-26-38:hard_rock:player_longest_reception:terrance_ferguson_under_18_5,,ED3F438D7ED21C58,
player_longest_rush,Blake Corum,14.5,True,-105,-125,,2026-09-21T23:07:59+00:00,12.1,,78014-37430-26-38:hard_rock:player_longest_rush:blake_corum_over_14_5,78014-37430-26-38:hard_rock:player_longest_rush:blake_corum_under_14_5,,F443223E322F,
player_longest_rush,Cam Skattebo,13.5,True,-115,-115,,2026-09-21T23:18:29+00:00,1.6,,78014-37430-26-38:hard_rock:player_longest_rush:cam_skattebo_over_13_5,78014-37430-26-38:hard_rock:player_longest_rush:cam_skattebo_under_13_5,,5BE524D2DCC75E68,
player_longest_rush,Jaxson Dart,13.5,True,100,-130,,2026-09-21T23:14:14+00:00,5.9,,78014-37430-26-38:hard_rock:player_longest_rush:jaxson_dart_over_13_5,78014-37430-26-38:hard_rock:player_longest_rush:jaxson_dart_under_13_5,,4C8EBE787A8D7560,
player_longest_rush,Kyren Williams,14.5,True,-120,-110,,2026-09-21T22:55:59+00:00,24.1,,78014-37430-26-38:hard_rock:player_longest_rush:kyren_williams_over_14_5,78014-37430-26-38:hard_rock:player_longest_rush:kyren_williams_under_14_5,,C3619260E06D,
player_passing_attempts,Jaxson Dart,29.5,True,-125,-105,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_attempts:jaxson_dart_over_29_5,78014-37430-26-38:hard_rock:player_passing_attempts:jaxson_dart_under_29_5,,4C8EBE787A8D7560,
player_passing_attempts,Matthew Stafford,32.5,True,-115,-115,,2026-09-21T22:51:14+00:00,28.9,,78014-37430-26-38:hard_rock:player_passing_attempts:matthew_stafford_over_32_5,78014-37430-26-38:hard_rock:player_passing_attempts:matthew_stafford_under_32_5,,DD2E6E11452C,
player_passing_completions,Jaxson Dart,19.5,True,-125,-105,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_completions:jaxson_dart_over_19_5,78014-37430-26-38:hard_rock:player_passing_completions:jaxson_dart_under_19_5,,4C8EBE787A8D7560,
player_passing_completions,Matthew Stafford,20.5,True,-135,105,,2026-09-21T23:19:44+00:00,0.4,,78014-37430-26-38:hard_rock:player_passing_completions:matthew_stafford_over_20_5,78014-37430-26-38:hard_rock:player_passing_completions:matthew_stafford_under_20_5,,DD2E6E11452C,
player_passing_touchdowns,Jaxson Dart,1.5,True,165,-230,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_touchdowns:jaxson_dart_over_1_5,78014-37430-26-38:hard_rock:player_passing_touchdowns:jaxson_dart_under_1_5,,4C8EBE787A8D7560,
player_passing_touchdowns,Matthew Stafford,1.5,True,-210,150,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_touchdowns:matthew_stafford_over_1_5,78014-37430-26-38:hard_rock:player_passing_touchdowns:matthew_stafford_under_1_5,,DD2E6E11452C,
player_passing_touchdowns,Jaxson Dart,0.5,False,-325,,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_touchdowns:jaxson_dart_over_0_5,,,4C8EBE787A8D7560,
player_passing_touchdowns,Jaxson Dart,2.5,False,600,,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_touchdowns:jaxson_dart_over_2_5,,,4C8EBE787A8D7560,
player_passing_touchdowns,Jaxson Dart,3.5,False,3000,,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_touchdowns:jaxson_dart_over_3_5,,,4C8EBE787A8D7560,
player_passing_touchdowns,Matthew Stafford,0.5,False,-1800,,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_touchdowns:matthew_stafford_over_0_5,,,DD2E6E11452C,
player_passing_touchdowns,Matthew Stafford,2.5,False,185,,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_touchdowns:matthew_stafford_over_2_5,,,DD2E6E11452C,
player_passing_touchdowns,Matthew Stafford,3.5,False,600,,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_touchdowns:matthew_stafford_over_3_5,,,DD2E6E11452C,
player_passing_yards,Jaxson Dart,217.5,True,-115,-115,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_217_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_217_5,,4C8EBE787A8D7560,
player_passing_yards,Matthew Stafford,241.5,True,-115,-115,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_241_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_241_5,,DD2E6E11452C,
player_passing_yards,Jaxson Dart,97.5,False,,3000,,2026-09-21T22:55:44+00:00,24.4,,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_97_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,107.5,False,,2000,,2026-09-21T22:55:44+00:00,24.4,,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_107_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,117.5,False,-6000,1400,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_117_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_117_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,124.5,False,-4000,1000,,2026-09-21T22:48:44+00:00,31.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_124_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_124_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,127.5,False,-4000,900,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_127_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_127_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,137.5,False,-2000,650,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_137_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_137_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,147.5,False,-1100,525,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_147_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_147_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,149.5,False,-1000,475,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_149_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_149_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,157.5,False,-700,400,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_157_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_157_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,167.5,False,-500,300,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_167_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_167_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,174.5,False,-375,250,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_174_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_174_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,177.5,False,-350,230,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_177_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_177_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,187.5,False,-260,180,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_187_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_187_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,197.5,False,-195,140,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_197_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_197_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,199.5,False,-185,135,,2026-09-21T22:35:00+00:00,45.1,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_199_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_199_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,207.5,False,-150,110,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_207_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_207_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,224.5,False,105,-140,,2026-09-21T22:35:00+00:00,45.1,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_224_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_224_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,227.5,False,110,-155,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_227_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_227_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,237.5,False,140,-200,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_237_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_237_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,247.5,False,175,-260,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_247_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_247_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,249.5,False,185,-275,,2026-09-21T22:35:00+00:00,45.1,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_249_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_249_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,257.5,False,220,-325,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_257_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_257_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,267.5,False,275,-450,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_267_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_267_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,274.5,False,325,-550,,2026-09-21T22:35:00+00:00,45.1,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_274_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_274_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,277.5,False,350,-600,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_277_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_277_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,287.5,False,425,-850,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_287_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_287_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,297.5,False,525,-1200,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_297_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_297_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,299.5,False,575,-1300,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_299_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_299_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,307.5,False,650,-1800,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_307_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_307_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,317.5,False,850,-3000,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_317_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_317_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,324.5,False,1000,-4000,,2026-09-21T22:35:00+00:00,45.1,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_324_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_324_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,327.5,False,1100,-5000,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_327_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_327_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,337.5,False,1400,-6000,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_337_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_337_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,347.5,False,2000,-10000,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_347_5,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_under_347_5,,4C8EBE787A8D7560,
player_passing_yards,Jaxson Dart,357.5,False,2500,,,2026-09-21T22:55:44+00:00,24.4,,78014-37430-26-38:hard_rock:player_passing_yards:jaxson_dart_over_357_5,,,4C8EBE787A8D7560,
player_passing_yards,Matthew Stafford,121.5,False,,3000,,2026-09-21T22:24:49+00:00,55.3,,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_121_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,124.5,False,,2500,,2026-09-21T22:24:49+00:00,55.3,,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_124_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,131.5,False,,2000,,2026-09-21T22:24:49+00:00,55.3,,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_131_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,141.5,False,-6000,1300,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_141_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_141_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,149.5,False,-4000,900,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_149_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_149_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,151.5,False,-4000,900,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_151_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_151_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,161.5,False,-1800,650,,2026-09-21T22:48:44+00:00,31.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_161_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_161_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,171.5,False,-1100,500,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_171_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_171_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,174.5,False,-950,475,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_174_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_174_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,181.5,False,-700,400,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_181_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_181_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,191.5,False,-500,300,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_191_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_191_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,199.5,False,-375,250,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_199_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_199_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,201.5,False,-350,230,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_201_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_201_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,211.5,False,-260,180,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_211_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_211_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,221.5,False,-200,140,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_221_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_221_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,224.5,False,-180,130,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_224_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_224_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,231.5,False,-150,110,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_231_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_231_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,249.5,False,105,-145,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_249_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_249_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,251.5,False,110,-150,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_251_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_251_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,261.5,False,140,-195,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_261_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_261_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,271.5,False,175,-250,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_271_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_271_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,274.5,False,185,-275,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_274_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_274_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,281.5,False,220,-350,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_281_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_281_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,291.5,False,275,-450,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_291_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_291_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,299.5,False,350,-550,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_299_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_299_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,301.5,False,350,-575,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_301_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_301_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,311.5,False,450,-800,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_311_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_311_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,321.5,False,550,-1200,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_321_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_321_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,324.5,False,575,-1300,,2026-09-21T23:04:44+00:00,15.4,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_324_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_324_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,331.5,False,650,-1800,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_331_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_331_5,,DD2E6E11452C,
player_passing_yards,Matthew Stafford,341.5,False,800,-3000,,2026-09-21T22:24:49+00:00,55.3,,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_over_341_5,78014-37430-26-38:hard_rock:player_passing_yards:matthew_stafford_under_341_5,,DD2E6E11452C,
