season,week,team,arm,team_game,actual_team_targets,pred_team_targets,budget_error,budget_crps
2022,13,DAL,Q8_BUDGET_SHRINK,2022-13-DAL,30,35.2207,5.2207,3.60586
2022,13,DEN,BASELINE,2022-13-DEN,21,32.6364,11.6364,6.65487
2022,13,DEN,Q8_BUDGET_SHRINK,2022-13-DEN,21,32.9605,11.9605,6.97431
2022,13,DET,BASELINE,2022-13-DET,39,32.6429,-6.3571,3.66148
2022,13,DET,Q8_BUDGET_SHRINK,2022-13-DET,39,32.9648,-6.0352,3.52891
2022,13,GB,BASELINE,2022-13-GB,30,32.5111,2.5111,2.32396
2022,13,GB,Q8_BUDGET_SHRINK,2022-13-GB,30,32.8786,2.8786,2.38671
2022,13,HOU,BASELINE,2022-13-HOU,37,32.8182,-4.1818,2.71338
2022,13,HOU,Q8_BUDGET_SHRINK,2022-13-HOU,37,33.0795,-3.9205,2.56523
2022,13,IND,BASELINE,2022-13-IND,35,33.4915,-1.5085,1.87475
2022,13,IND,Q8_BUDGET_SHRINK,2022-13-IND,35,33.52,-1.48,1.88447
2022,13,JAX,BASELINE,2022-13-JAX,33,34.5185,1.5185,1.94919
2022,13,JAX,Q8_BUDGET_SHRINK,2022-13-JAX,33,34.192,1.192,1.87479
2022,13,KC,BASELINE,2022-13-KC,23,37.8182,14.8182,10.57193
2022,13,KC,Q8_BUDGET_SHRINK,2022-13-KC,23,36.3508,13.3508,9.41656
2022,13,LA,BASELINE,2022-13-LA,25,34.8182,9.8182,5.92176
2022,13,LA,Q8_BUDGET_SHRINK,2022-13-LA,25,34.388,9.388,5.75905
2022,13,LAC,BASELINE,2022-13-LAC,45,39.6429,-5.3571,3.85073
2022,13,LAC,Q8_BUDGET_SHRINK,2022-13-LAC,45,37.5447,-7.4553,5.27545
2022,13,LV,BASELINE,2022-13-LV,27,34.9091,7.9091,4.47286
2022,13,LV,Q8_BUDGET_SHRINK,2022-13-LV,27,34.4475,7.4475,4.27893
2022,13,MIA,BASELINE,2022-13-MIA,34,34.8182,0.8182,2.05019
2022,13,MIA,Q8_BUDGET_SHRINK,2022-13-MIA,34,34.388,0.388,2.05632
2022,13,MIN,BASELINE,2022-13-MIN,33,36.3636,3.3636,2.43307
2022,13,MIN,Q8_BUDGET_SHRINK,2022-13-MIN,33,35.3992,2.3992,2.14114
2022,13,NE,BASELINE,2022-13-NE,32,28.7045,-3.2955,2.58358
2022,13,NE,Q8_BUDGET_SHRINK,2022-13-NE,32,30.388,-1.612,2.08406
2022,13,NO,BASELINE,2022-13-NO,28,32.0,4.0,2.83524
2022,13,NO,Q8_BUDGET_SHRINK,2022-13-NO,28,32.5441,4.5441,3.0239
2022,13,NYG,BASELINE,2022-13-NYG,28,27.0,-1.0,1.93988
2022,13,NYG,Q8_BUDGET_SHRINK,2022-13-NYG,28,29.2728,1.2728,1.91676
2022,13,NYJ,BASELINE,2022-13-NYJ,55,33.1786,-21.8214,16.16971
2022,13,NYJ,Q8_BUDGET_SHRINK,2022-13-NYJ,55,33.3153,-21.6847,16.20233
2022,13,PHI,BASELINE,2022-13-PHI,38,27.5,-10.5,6.16034
2022,13,PHI,Q8_BUDGET_SHRINK,2022-13-PHI,38,29.5999,-8.4001,4.72341
2022,13,PIT,BASELINE,2022-13-PIT,27,38.25,11.25,7.48662
2022,13,PIT,Q8_BUDGET_SHRINK,2022-13-PIT,27,36.6334,9.6334,6.05414
2022,13,SEA,BASELINE,2022-13-SEA,37,30.8182,-6.1818,3.9292
2022,13,SEA,Q8_BUDGET_SHRINK,2022-13-SEA,37,31.7709,-5.2291,3.41926
2022,13,SF,BASELINE,2022-13-SF,40,31.6364,-8.3636,5.71297
2022,13,SF,Q8_BUDGET_SHRINK,2022-13-SF,40,32.3062,-7.6938,5.16852
2022,13,TB,BASELINE,2022-13-TB,53,41.3636,-11.6364,7.61833
2022,13,TB,Q8_BUDGET_SHRINK,2022-13-TB,53,38.6706,-14.3294,10.17031
2022,13,TEN,BASELINE,2022-13-TEN,25,28.4545,3.4545,2.45988
2022,13,TEN,Q8_BUDGET_SHRINK,2022-13-TEN,25,30.2244,5.2244,3.19526
2022,13,WAS,BASELINE,2022-13-WAS,40,33.1333,-6.8667,3.8297
2022,13,WAS,Q8_BUDGET_SHRINK,2022-13-WAS,40,33.2857,-6.7143,3.78774
2022,14,ARI,BASELINE,2022-14-ARI,41,34.8222,-6.1778,3.8004
2022,14,ARI,Q8_BUDGET_SHRINK,2022-14-ARI,41,34.3907,-6.6093,3.95761
2022,14,BAL,BASELINE,2022-14-BAL,17,29.4444,12.4444,7.77396
2022,14,BAL,Q8_BUDGET_SHRINK,2022-14-BAL,17,30.8721,13.8721,8.84749
2022,14,BUF,BASELINE,2022-14-BUF,27,36.1111,9.1111,5.47799
2022,14,BUF,Q8_BUDGET_SHRINK,2022-14-BUF,27,35.234,8.234,4.85321
2022,14,CAR,BASELINE,2022-14-CAR,20,33.4915,13.4915,8.91831
2022,14,CAR,Q8_BUDGET_SHRINK,2022-14-CAR,20,33.52,13.52,8.94066
2022,14,CIN,BASELINE,2022-14-CIN,32,34.2444,2.2444,2.3699
2022,14,CIN,Q8_BUDGET_SHRINK,2022-14-CIN,32,34.0126,2.0126,2.20617
2022,14,CLE,BASELINE,2022-14-CLE,39,29.7333,-9.2667,5.75341
2022,14,CLE,Q8_BUDGET_SHRINK,2022-14-CLE,39,31.0611,-7.9389,4.73223
2022,14,DAL,BASELINE,2022-14-DAL,39,35.9556,-3.0444,2.46986
2022,14,DAL,Q8_BUDGET_SHRINK,2022-14-DAL,39,35.1322,-3.8678,2.71974
2022,14,DEN,BASELINE,2022-14-DEN,43,31.6667,-11.3333,7.77756
2022,14,DEN,Q8_BUDGET_SHRINK,2022-14-DEN,43,32.3261,-10.6739,7.03722
2022,14,DET,BASELINE,2022-14-DET,35,32.8621,-2.1379,2.31741
2022,14,DET,Q8_BUDGET_SHRINK,2022-14-DET,35,33.1082,-1.8918,2.19711
2022,14,HOU,BASELINE,2022-14-HOU,24,33.1667,9.1667,5.42108
2022,14,HOU,Q8_BUDGET_SHRINK,2022-14-HOU,24,33.3075,9.3075,5.53918
2022,14,JAX,BASELINE,2022-14-JAX,42,34.4643,-7.5357,4.31769
2022,14,JAX,Q8_BUDGET_SHRINK,2022-14-JAX,42,34.1565,-7.8435,4.47332
2022,14,KC,BASELINE,2022-14-KC,42,37.4889,-4.5111,3.35953
2022,14,KC,Q8_BUDGET_SHRINK,2022-14-KC,42,36.1354,-5.8646,4.05978
2022,14,LA,BASELINE,2022-14-LA,34,34.6,0.6,1.82623
2022,14,LA,Q8_BUDGET_SHRINK,2022-14-LA,34,34.2453,0.2453,1.82752
2022,14,LAC,BASELINE,2022-14-LAC,48,39.8276,-8.1724,5.31937
2022,14,LAC,Q8_BUDGET_SHRINK,2022-14-LAC,48,37.6656,-10.3344,6.86193
2022,14,LV,BASELINE,2022-14-LV,19,34.25,15.25,11.04262
2022,14,LV,Q8_BUDGET_SHRINK,2022-14-LV,19,34.0163,15.0163,10.59983
2022,14,MIA,BASELINE,2022-14-MIA,24,34.75,10.75,6.55962
2022,14,MIA,Q8_BUDGET_SHRINK,2022-14-MIA,24,34.3434,10.3434,6.27329
2022,14,MIN,BASELINE,2022-14-MIN,40,36.0833,-3.9167,2.50532
2022,14,MIN,Q8_BUDGET_SHRINK,2022-14-MIN,40,35.2158,-4.7842,2.87051
2022,14,NE,BASELINE,2022-14-NE,32,28.8222,-3.1778,2.36944
2022,14,NE,Q8_BUDGET_SHRINK,2022-14-NE,32,30.465,-1.535,1.98972
2022,14,NYG,BASELINE,2022-14-NYG,32,27.0833,-4.9167,2.86631
2022,14,NYG,Q8_BUDGET_SHRINK,2022-14-NYG,32,29.3273,-2.6727,2.23842
2022,14,NYJ,BASELINE,2022-14-NYJ,44,33.931,-10.069,6.41523
2022,14,NYJ,Q8_BUDGET_SHRINK,2022-14-NYJ,44,33.8076,-10.1924,6.53306
2022,14,PHI,BASELINE,2022-14-PHI,31,27.8621,-3.1379,2.74156
2022,14,PHI,Q8_BUDGET_SHRINK,2022-14-PHI,31,29.8368,-1.1632,2.16415
2022,14,PIT,BASELINE,2022-14-PIT,31,38.0,7.0,3.65646
2022,14,PIT,Q8_BUDGET_SHRINK,2022-14-PIT,31,36.4698,5.4698,2.81131
2022,14,SEA,BASELINE,2022-14-SEA,36,30.9556,-5.0444,3.14458
2022,14,SEA,Q8_BUDGET_SHRINK,2022-14-SEA,36,31.8608,-4.1392,2.75232
2022,14,SF,BASELINE,2022-14-SF,22,31.8222,9.8222,5.86339
2022,14,SF,Q8_BUDGET_SHRINK,2022-14-SF,22,32.4278,10.4278,6.43583
2022,14,TB,BASELINE,2022-14-TB,51,42.3333,-8.6667,5.04553
2022,14,TB,Q8_BUDGET_SHRINK,2022-14-TB,51,39.305,-11.695,7.40705
2022,14,TEN,BASELINE,2022-14-TEN,38,28.3778,-9.6222,6.3183
2022,14,TEN,Q8_BUDGET_SHRINK,2022-14-TEN,38,30.1742,-7.8258,4.92031
2022,15,ARI,BASELINE,2022-15-ARI,35,34.9565,-0.0435,1.80122
2022,15,ARI,Q8_BUDGET_SHRINK,2022-15-ARI,35,34.4785,-0.5215,1.80991
2022,15,ATL,BASELINE,2022-15-ATL,26,28.1333,2.1333,2.34126
2022,15,ATL,Q8_BUDGET_SHRINK,2022-15-ATL,26,30.0143,4.0143,2.78054
2022,15,BAL,BASELINE,2022-15-BAL,28,29.1739,1.1739,1.95513
2022,15,BAL,Q8_BUDGET_SHRINK,2022-15-BAL,28,30.6951,2.6951,2.1548
2022,15,BUF,BASELINE,2022-15-BUF,38,35.913,-2.087,1.999
2022,15,BUF,Q8_BUDGET_SHRINK,2022-15-BUF,38,35.1044,-2.8956,2.14111
2022,15,CAR,BASELINE,2022-15-CAR,19,24.0,5.0,2.8218
2022,15,CAR,Q8_BUDGET_SHRINK,2022-15-CAR,19,27.3099,8.3099,4.52632
2022,15,CHI,BASELINE,2022-15-CHI,21,20.6154,-0.3846,1.88357
2022,15,CHI,Q8_BUDGET_SHRINK,2022-15-CHI,21,25.0955,4.0955,3.16336
2022,15,CIN,BASELINE,2022-15-CIN,38,34.1957,-3.8043,2.16779
2022,15,CIN,Q8_BUDGET_SHRINK,2022-15-CIN,38,33.9807,-4.0193,2.35389
2022,15,CLE,BASELINE,2022-15-CLE,26,29.9348,3.9348,2.52953
2022,15,CLE,Q8_BUDGET_SHRINK,2022-15-CLE,26,31.1929,5.1929,3.02656
2022,15,DAL,BASELINE,2022-15-DAL,30,36.0217,6.0217,3.341
2022,15,DAL,Q8_BUDGET_SHRINK,2022-15-DAL,30,35.1755,5.1755,2.94274
2022,15,DEN,BASELINE,2022-15-DEN,26,32.5385,6.5385,3.41856
2022,15,DEN,Q8_BUDGET_SHRINK,2022-15-DEN,26,32.8964,6.8964,3.51389
2022,15,DET,BASELINE,2022-15-DET,36,32.9667,-3.0333,2.5819
2022,15,DET,Q8_BUDGET_SHRINK,2022-15-DET,36,33.1766,-2.8234,2.46206
2022,15,GB,BASELINE,2022-15-GB,28,32.4565,4.4565,2.64019
2022,15,GB,Q8_BUDGET_SHRINK,2022-15-GB,28,32.8428,4.8428,2.66184
2022,15,HOU,BASELINE,2022-15-HOU,27,32.4615,5.4615,3.55138
2022,15,HOU,Q8_BUDGET_SHRINK,2022-15-HOU,27,32.8461,5.8461,3.64039
2022,15,IND,BASELINE,2022-15-IND,31,33.4915,2.4915,2.13379
2022,15,IND,Q8_BUDGET_SHRINK,2022-15-IND,31,33.52,2.52,2.1899
2022,15,JAX,BASELINE,2022-15-JAX,41,34.7241,-6.2759,3.42925
2022,15,JAX,Q8_BUDGET_SHRINK,2022-15-JAX,41,34.3265,-6.6735,3.54714
2022,15,KC,BASELINE,2022-15-KC,41,37.587,-3.413,2.58157
2022,15,KC,Q8_BUDGET_SHRINK,2022-15-KC,41,36.1996,-4.8004,2.99447
2022,15,LA,BASELINE,2022-15-LA,20,34.587,14.587,10.29261
2022,15,LA,Q8_BUDGET_SHRINK,2022-15-LA,20,34.2367,14.2367,10.02764
2022,15,LAC,BASELINE,2022-15-LAC,38,40.1,2.1,2.08105
2022,15,LAC,Q8_BUDGET_SHRINK,2022-15-LAC,38,37.8438,-0.1562,1.97186
2022,15,LV,BASELINE,2022-15-LV,32,33.0769,1.0769,1.8735
2022,15,LV,Q8_BUDGET_SHRINK,2022-15-LV,32,33.2488,1.2488,1.90631
2022,15,MIA,BASELINE,2022-15-MIA,30,33.9231,3.9231,2.39764
2022,15,MIA,Q8_BUDGET_SHRINK,2022-15-MIA,30,33.8024,3.8024,2.33458
2022,15,MIN,BASELINE,2022-15-MIN,54,36.3846,-17.6154,12.80008
2022,15,MIN,Q8_BUDGET_SHRINK,2022-15-MIN,54,35.4129,-18.5871,13.68091
2022,15,NE,BASELINE,2022-15-NE,30,28.913,-1.087,1.84406
2022,15,NE,Q8_BUDGET_SHRINK,2022-15-NE,30,30.5244,0.5244,1.82285
2022,15,NO,BASELINE,2022-15-NO,19,31.6923,12.6923,8.91223
2022,15,NO,Q8_BUDGET_SHRINK,2022-15-NO,19,32.3428,13.3428,9.62551
2022,15,NYG,BASELINE,2022-15-NYG,30,27.4615,-2.5385,2.26331
2022,15,NYG,Q8_BUDGET_SHRINK,2022-15-NYG,30,29.5747,-0.4253,1.90209
2022,15,NYJ,BASELINE,2022-15-NYJ,34,34.2667,0.2667,1.77216
2022,15,NYJ,Q8_BUDGET_SHRINK,2022-15-NYJ,34,34.0272,0.0272,1.7458
2022,15,PHI,BASELINE,2022-15-PHI,37,27.9667,-9.0333,5.64928
2022,15,PHI,Q8_BUDGET_SHRINK,2022-15-PHI,37,29.9052,-7.0948,4.24004
2022,15,PIT,BASELINE,2022-15-PIT,21,37.8478,16.8478,11.82564
2022,15,PIT,Q8_BUDGET_SHRINK,2022-15-PIT,21,36.3702,15.3702,10.57894
2022,15,SEA,BASELINE,2022-15-SEA,41,31.0652,-9.9348,6.96446
2022,15,SEA,Q8_BUDGET_SHRINK,2022-15-SEA,41,31.9325,-9.0675,6.41087
2022,15,SF,BASELINE,2022-15-SF,26,31.6087,5.6087,3.33594
2022,15,SF,Q8_BUDGET_SHRINK,2022-15-SF,26,32.2881,6.2881,3.81162
2022,15,TB,BASELINE,2022-15-TB,42,43.0,1.0,1.97178
2022,15,TB,Q8_BUDGET_SHRINK,2022-15-TB,42,39.7412,-2.2588,2.18414
2022,15,TEN,BASELINE,2022-15-TEN,26,28.587,2.587,2.08456
2022,15,TEN,Q8_BUDGET_SHRINK,2022-15-TEN,26,30.3111,4.3111,2.54059
2022,15,WAS,BASELINE,2022-15-WAS,27,33.2826,6.2826,3.46789
2022,15,WAS,Q8_BUDGET_SHRINK,2022-15-WAS,27,33.3833,6.3833,3.5052
2022,16,ARI,BASELINE,2022-16-ARI,41,34.9574,-6.0426,3.98343
2022,16,ARI,Q8_BUDGET_SHRINK,2022-16-ARI,41,34.4791,-6.5209,4.19856
2022,16,ATL,BASELINE,2022-16-ATL,31,28.0645,-2.9355,2.55624
2022,16,ATL,Q8_BUDGET_SHRINK,2022-16-ATL,31,29.9692,-1.0308,2.12641
2022,16,BAL,BASELINE,2022-16-BAL,16,29.1489,13.1489,8.68495
2022,16,BAL,Q8_BUDGET_SHRINK,2022-16-BAL,16,30.6788,14.6788,10.00368
2022,16,BUF,BASELINE,2022-16-BUF,25,35.9574,10.9574,6.43641
2022,16,BUF,Q8_BUDGET_SHRINK,2022-16-BUF,25,35.1334,10.1334,6.01775
2022,16,CAR,BASELINE,2022-16-CAR,21,23.4444,2.4444,2.01819
2022,16,CAR,Q8_BUDGET_SHRINK,2022-16-CAR,21,26.9464,5.9464,3.08386
2022,16,CHI,BASELINE,2022-16-CHI,25,20.6429,-4.3571,2.63308
2022,16,CHI,Q8_BUDGET_SHRINK,2022-16-CHI,25,25.1134,0.1134,1.72146
2022,16,CIN,BASELINE,2022-16-CIN,49,34.2766,-14.7234,10.87461
2022,16,CIN,Q8_BUDGET_SHRINK,2022-16-CIN,49,34.0337,-14.9663,11.02041
2022,16,CLE,BASELINE,2022-16-CLE,27,29.8511,2.8511,2.46222
2022,16,CLE,Q8_BUDGET_SHRINK,2022-16-CLE,27,31.1381,4.1381,2.95539
2022,16,DAL,BASELINE,2022-16-DAL,35,35.8936,0.8936,1.87379
2022,16,DAL,Q8_BUDGET_SHRINK,2022-16-DAL,35,35.0916,0.0916,1.81493
2022,16,DEN,BASELINE,2022-16-DEN,34,32.0714,-1.9286,2.04129
2022,16,DEN,Q8_BUDGET_SHRINK,2022-16-DEN,34,32.5909,-1.4091,1.98459
2022,16,DET,BASELINE,2022-16-DET,41,33.0645,-7.9355,5.0939
2022,16,DET,Q8_BUDGET_SHRINK,2022-16-DET,41,33.2406,-7.7594,4.94513
2022,16,GB,BASELINE,2022-16-GB,38,32.3617,-5.6383,3.21203
2022,16,GB,Q8_BUDGET_SHRINK,2022-16-GB,38,32.7808,-5.2192,3.16272
2022,16,HOU,BASELINE,2022-16-HOU,28,32.0714,4.0714,2.43808
2022,16,HOU,Q8_BUDGET_SHRINK,2022-16-HOU,28,32.5909,4.5909,2.48026
2022,16,IND,BASELINE,2022-16-IND,28,33.4915,5.4915,3.24303
2022,16,IND,Q8_BUDGET_SHRINK,2022-16-IND,28,33.52,5.52,3.26006
2022,16,JAX,BASELINE,2022-16-JAX,30,34.9333,4.9333,2.78294
2022,16,JAX,Q8_BUDGET_SHRINK,2022-16-JAX,30,34.4634,4.4634,2.65104
2022,16,KC,BASELINE,2022-16-KC,27,37.6596,10.6596,6.50223
2022,16,KC,Q8_BUDGET_SHRINK,2022-16-KC,27,36.2471,9.2471,5.47778
2022,16,LA,BASELINE,2022-16-LA,28,34.2766,6.2766,3.53105
2022,16,LA,Q8_BUDGET_SHRINK,2022-16-LA,28,34.0337,6.0337,3.43552
2022,16,LAC,BASELINE,2022-16-LAC,30,40.0323,10.0323,5.76765
2022,16,LAC,Q8_BUDGET_SHRINK,2022-16-LAC,30,37.7995,7.7995,4.0838
2022,16,LV,BASELINE,2022-16-LV,30,33.0,3.0,2.55708
2022,16,LV,Q8_BUDGET_SHRINK,2022-16-LV,30,33.1984,3.1984,2.574
2022,16,MIA,BASELINE,2022-16-MIA,24,33.6429,9.6429,5.70734
2022,16,MIA,Q8_BUDGET_SHRINK,2022-16-MIA,24,33.619,9.619,5.63788
2022,16,MIN,BASELINE,2022-16-MIN,47,37.6429,-9.3571,5.81989
2022,16,MIN,Q8_BUDGET_SHRINK,2022-16-MIN,47,36.2361,-10.7639,6.89658
2022,16,NE,BASELINE,2022-16-NE,30,28.9362,-1.0638,1.92813
2022,16,NE,Q8_BUDGET_SHRINK,2022-16-NE,30,30.5396,0.5396,1.85543
2022,16,NO,BASELINE,2022-16-NO,14,30.7857,16.7857,13.1099
2022,16,NO,Q8_BUDGET_SHRINK,2022-16-NO,14,31.7497,17.7497,14.09863
2022,16,NYG,BASELINE,2022-16-NYG,41,27.6429,-13.3571,10.08328
2022,16,NYG,Q8_BUDGET_SHRINK,2022-16-NYG,41,29.6934,-11.3066,8.34602
2022,16,NYJ,BASELINE,2022-16-NYJ,30,34.2581,4.2581,2.81919
2022,16,NYJ,Q8_BUDGET_SHRINK,2022-16-NYJ,30,34.0215,4.0215,2.76711
2022,16,PHI,BASELINE,2022-16-PHI,34,28.2581,-5.7419,3.50157
2022,16,PHI,Q8_BUDGET_SHRINK,2022-16-PHI,34,30.0959,-3.9041,2.66873
2022,16,PIT,BASELINE,2022-16-PIT,36,37.4894,1.4894,1.90351
2022,16,PIT,Q8_BUDGET_SHRINK,2022-16-PIT,36,36.1357,0.1357,1.8792
2022,16,SEA,BASELINE,2022-16-SEA,38,31.2766,-6.7234,4.30104
2022,16,SEA,Q8_BUDGET_SHRINK,2022-16-SEA,38,32.0708,-5.9292,3.90138
2022,16,SF,BASELINE,2022-16-SF,21,31.4894,10.4894,6.26063
2022,16,SF,Q8_BUDGET_SHRINK,2022-16-SF,21,32.21,11.21,6.80702
2022,16,TB,BASELINE,2022-16-TB,48,42.9286,-5.0714,3.01107
2022,16,TB,Q8_BUDGET_SHRINK,2022-16-TB,48,39.6945,-8.3055,4.99341
2022,16,TEN,BASELINE,2022-16-TEN,20,28.5319,8.5319,4.88951
2022,16,TEN,Q8_BUDGET_SHRINK,2022-16-TEN,20,30.2751,10.2751,6.14556
2022,16,WAS,BASELINE,2022-16-WAS,34,33.1489,-0.8511,1.91069
2022,16,WAS,Q8_BUDGET_SHRINK,2022-16-WAS,34,33.2959,-0.7041,1.91636
2022,17,ARI,BASELINE,2022-17-ARI,38,35.1042,-2.8958,1.98872
2022,17,ARI,Q8_BUDGET_SHRINK,2022-17-ARI,38,34.5751,-3.4249,2.19231
2022,17,ATL,BASELINE,2022-17-ATL,25,28.1562,3.1562,2.33505
2022,17,ATL,Q8_BUDGET_SHRINK,2022-17-ATL,25,30.0293,5.0293,3.13546
2022,17,BAL,BASELINE,2022-17-BAL,20,28.875,8.875,5.02488
2022,17,BAL,Q8_BUDGET_SHRINK,2022-17-BAL,20,30.4995,10.4995,6.20609
2022,17,CAR,BASELINE,2022-17-CAR,31,23.2,-7.8,4.59968
2022,17,CAR,Q8_BUDGET_SHRINK,2022-17-CAR,31,26.7865,-4.2135,2.83092
2022,17,CHI,BASELINE,2022-17-CHI,18,20.9333,2.9333,2.40163
2022,17,CHI,Q8_BUDGET_SHRINK,2022-17-CHI,18,25.3035,7.3035,4.58196
2022,17,CLE,BASELINE,2022-17-CLE,15,29.7917,14.7917,10.51117
2022,17,CLE,Q8_BUDGET_SHRINK,2022-17-CLE,15,31.0993,16.0993,11.97048
2022,17,DAL,BASELINE,2022-17-DAL,41,35.875,-5.125,3.14266
2022,17,DAL,Q8_BUDGET_SHRINK,2022-17-DAL,41,35.0795,-5.9205,3.47336
2022,17,DEN,BASELINE,2022-17-DEN,36,33.4915,-2.5085,2.28913
2022,17,DEN,Q8_BUDGET_SHRINK,2022-17-DEN,36,33.52,-2.48,2.30515
2022,17,DET,BASELINE,2022-17-DET,29,33.3125,4.3125,2.71034
2022,17,DET,Q8_BUDGET_SHRINK,2022-17-DET,29,33.4029,4.4029,2.70614
2022,17,GB,BASELINE,2022-17-GB,26,32.4792,6.4792,4.12655
2022,17,GB,Q8_BUDGET_SHRINK,2022-17-GB,26,32.8577,6.8577,4.28841
2022,17,HOU,BASELINE,2022-17-HOU,42,31.8667,-10.1333,6.59394
2022,17,HOU,Q8_BUDGET_SHRINK,2022-17-HOU,42,32.4569,-9.5431,5.98818
2022,17,IND,BASELINE,2022-17-IND,27,33.4915,6.4915,3.86737
2022,17,IND,Q8_BUDGET_SHRINK,2022-17-IND,27,33.52,6.52,3.85448
2022,17,JAX,BASELINE,2022-17-JAX,28,34.7742,6.7742,3.99159
2022,17,JAX,Q8_BUDGET_SHRINK,2022-17-JAX,28,34.3592,6.3592,3.86008
2022,17,KC,BASELINE,2022-17-KC,40,37.4375,-2.5625,2.36673
2022,17,KC,Q8_BUDGET_SHRINK,2022-17-KC,40,36.1018,-3.8982,2.87496
2022,17,LA,BASELINE,2022-17-LA,18,34.1458,16.1458,11.46566
2022,17,LA,Q8_BUDGET_SHRINK,2022-17-LA,18,33.9481,15.9481,10.99147
2022,17,LAC,BASELINE,2022-17-LAC,31,39.7188,8.7188,5.33675
2022,17,LAC,Q8_BUDGET_SHRINK,2022-17-LAC,31,37.5943,6.5943,4.00313
2022,17,LV,BASELINE,2022-17-LV,32,32.8,0.8,1.87866
2022,17,LV,Q8_BUDGET_SHRINK,2022-17-LV,32,33.0676,1.0676,1.86549
2022,17,MIA,BASELINE,2022-17-MIA,40,33.0,-7.0,4.38226
2022,17,MIA,Q8_BUDGET_SHRINK,2022-17-MIA,40,33.1984,-6.8016,4.31838
2022,17,MIN,BASELINE,2022-17-MIN,35,38.2667,3.2667,2.40718
2022,17,MIN,Q8_BUDGET_SHRINK,2022-17-MIN,35,36.6443,1.6443,1.92781
2022,17,NE,BASELINE,2022-17-NE,32,28.9792,-3.0208,2.49583
2022,17,NE,Q8_BUDGET_SHRINK,2022-17-NE,32,30.5677,-1.4323,2.03389
2022,17,NO,BASELINE,2022-17-NO,23,29.6667,6.6667,3.35138
2022,17,NO,Q8_BUDGET_SHRINK,2022-17-NO,23,31.0175,8.0175,4.09826
2022,17,NYG,BASELINE,2022-17-NYG,23,28.5333,5.5333,3.23274
2022,17,NYG,Q8_BUDGET_SHRINK,2022-17-NYG,23,30.276,7.276,4.32071
2022,17,NYJ,BASELINE,2022-17-NYJ,45,34.125,-10.875,7.16478
2022,17,NYJ,Q8_BUDGET_SHRINK,2022-17-NYJ,45,33.9345,-11.0655,7.54805
2022,17,PHI,BASELINE,2022-17-PHI,32,28.4375,-3.5625,2.5627
2022,17,PHI,Q8_BUDGET_SHRINK,2022-17-PHI,32,30.2133,-1.7867,2.13952
2022,17,PIT,BASELINE,2022-17-PIT,27,37.4583,10.4583,6.94019
2022,17,PIT,Q8_BUDGET_SHRINK,2022-17-PIT,27,36.1154,9.1154,5.84152
2022,17,SEA,BASELINE,2022-17-SEA,28,31.4167,3.4167,2.48708
2022,17,SEA,Q8_BUDGET_SHRINK,2022-17-SEA,28,32.1625,4.1625,2.72603
2022,17,SF,BASELINE,2022-17-SF,34,31.2708,-2.7292,2.20617
2022,17,SF,Q8_BUDGET_SHRINK,2022-17-SF,34,32.0671,-1.9329,2.05339
2022,17,TB,BASELINE,2022-17-TB,42,43.2667,1.2667,1.92569
2022,17,TB,Q8_BUDGET_SHRINK,2022-17-TB,42,39.9157,-2.0843,2.36713
2022,17,TEN,BASELINE,2022-17-TEN,38,28.3542,-9.6458,5.88034
2022,17,TEN,Q8_BUDGET_SHRINK,2022-17-TEN,38,30.1588,-7.8412,4.42271
2022,17,WAS,BASELINE,2022-17-WAS,28,33.1667,5.1667,3.21649
2022,17,WAS,Q8_BUDGET_SHRINK,2022-17-WAS,28,33.3075,5.3075,3.2469
2022,18,ARI,BASELINE,2022-18-ARI,27,35.1633,8.1633,4.74129
2022,18,ARI,Q8_BUDGET_SHRINK,2022-18-ARI,27,34.6138,7.6138,4.24546
2022,18,ATL,BASELINE,2022-18-ATL,28,28.0606,0.0606,1.77156
2022,18,ATL,Q8_BUDGET_SHRINK,2022-18-ATL,28,29.9667,1.9667,2.04215
2022,18,BAL,BASELINE,2022-18-BAL,42,28.6939,-13.3061,9.07254
2022,18,BAL,Q8_BUDGET_SHRINK,2022-18-BAL,42,30.381,-11.619,7.52726
2022,18,BUF,BASELINE,2022-18-BUF,31,35.7292,4.7292,2.80375
2022,18,BUF,Q8_BUDGET_SHRINK,2022-18-BUF,31,34.9841,3.9841,2.44241
2022,18,CAR,BASELINE,2022-18-CAR,11,23.9091,12.9091,8.71274
2022,18,CAR,Q8_BUDGET_SHRINK,2022-18-CAR,11,27.2504,16.2504,12.24114
2022,18,CHI,BASELINE,2022-18-CHI,27,20.75,-6.25,4.11939
2022,18,CHI,Q8_BUDGET_SHRINK,2022-18-CHI,27,25.1835,-1.8165,2.13068
2022,18,CIN,BASELINE,2022-18-CIN,40,34.5833,-5.4167,3.36241
2022,18,CIN,Q8_BUDGET_SHRINK,2022-18-CIN,40,34.2344,-5.7656,3.51733
2022,18,CLE,BASELINE,2022-18-CLE,27,29.5102,2.5102,1.99939
2022,18,CLE,Q8_BUDGET_SHRINK,2022-18-CLE,27,30.9151,3.9151,2.34223
2022,18,DAL,BASELINE,2022-18-DAL,36,35.9796,-0.0204,1.82003
2022,18,DAL,Q8_BUDGET_SHRINK,2022-18-DAL,36,35.1479,-0.8521,1.82058
2022,18,DEN,BASELINE,2022-18-DEN,22,33.4915,11.4915,7.30862
