game,market,player,displayed_selection,team,position,line_0452Z,over_0452Z,under_0452Z,line_1635Z,over_1635Z,under_1635Z,selection_price_0452Z,selection_price_1635Z,market_status_1635Z,book_line_timestamp_1635Z,retrieved_0452Z,retrieved_1635Z,delta_status
CAR@ATL,Player Rushing + Receiving Yards,Chuba Hubbard,Chuba Hubbard,CAR,RB,73.5,-115,-115,73.5,-115,-115,,,open_two_sided,2026-09-20T04:41:21.089535Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,UNCHANGED
CAR@ATL,Player Rushing + Receiving Yards,Jonathon Brooks,Jonathon Brooks,CAR,RB,34.5,-115,-115,32.5,-115,-115,,,open_two_sided,2026-09-20T15:25:39.593311Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,CHANGED(line)
CAR@ATL,Player Rushing Attempts,Bijan Robinson,Bijan Robinson,ATL,RB,18.5,-125,-105,18.5,-125,-105,,,open_two_sided,2026-09-20T10:18:36.017281Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,UNCHANGED
CAR@ATL,Player Rushing Attempts,Chuba Hubbard,Chuba Hubbard,CAR,RB,13.5,-110,-120,13.5,-120,-110,,,open_two_sided,2026-09-20T16:35:04.521982Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,"CHANGED(over_price,under_price)"
CAR@ATL,Player Rushing Attempts,Jonathon Brooks,Jonathon Brooks,CAR,RB,6.5,-110,-120,6.5,-110,-120,,,open_two_sided,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,UNCHANGED
CAR@ATL,Player Rushing Yards,Bijan Robinson,Bijan Robinson,ATL,RB,81.5,-115,-115,83.5,-115,-115,,,open_two_sided,2026-09-20T16:24:33.068039Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,CHANGED(line)
CAR@ATL,Player Rushing Yards,Brian Robinson Jr.,Brian Robinson Jr.,ATL,RB,25.5,-115,-115,25.5,-115,-115,,,open_two_sided,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,UNCHANGED
CAR@ATL,Player Rushing Yards,Bryce Young,Bryce Young,CAR,QB,13.5,-115,-115,13.5,-115,-115,,,open_two_sided,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,UNCHANGED
CAR@ATL,Player Rushing Yards,Chuba Hubbard,Chuba Hubbard,CAR,RB,56.5,-115,-115,56.5,-115,-115,,,open_two_sided,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,UNCHANGED
CAR@ATL,Player Rushing Yards,Cooper Rush,Cooper Rush,ATL,QB,0.5,125,-165,0.5,125,-160,,,open_two_sided,2026-09-20T16:24:58.750544Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,CHANGED(under_price)
CAR@ATL,Player Rushing Yards,Jonathon Brooks,Jonathon Brooks,CAR,RB,21.5,-120,-110,22.5,-110,-120,,,open_two_sided,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:08Z,2026-09-20T16:35:34Z,"CHANGED(line,over_price,under_price)"
CAR@ATL,Player Touchdowns,Bijan Robinson,Bijan Robinson,ATL,RB,1.5,250,,1.5,275,,,,open_one_sided_over,2026-09-20T14:26:06.152242Z,2026-09-20T04:52:11Z,2026-09-20T16:35:38Z,CHANGED(over_price)
CAR@ATL,Player Touchdowns,Brian Robinson Jr.,Brian Robinson Jr.,ATL,RB,1.5,2500,,1.5,3000,,,,open_one_sided_over,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:11Z,2026-09-20T16:35:38Z,CHANGED(over_price)
CAR@ATL,Player Touchdowns,Chuba Hubbard,Chuba Hubbard,CAR,RB,1.5,450,,1.5,475,,,,open_one_sided_over,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:11Z,2026-09-20T16:35:38Z,CHANGED(over_price)
CAR@ATL,Player Touchdowns,Drake London,Drake London,ATL,WR,1.5,1300,,1.5,1100,,,,open_one_sided_over,2026-09-20T15:06:51.543370Z,2026-09-20T04:52:11Z,2026-09-20T16:35:38Z,CHANGED(over_price)
CAR@ATL,Player Touchdowns,Jalen Coker,Jalen Coker,CAR,WR,1.5,2000,,1.5,1750,,,,open_one_sided_over,2026-09-20T16:35:04.521982Z,2026-09-20T04:52:11Z,2026-09-20T16:35:38Z,CHANGED(over_price)
CAR@ATL,Player Touchdowns,Jonathon Brooks,Jonathon Brooks,CAR,RB,1.5,2500,,1.5,3000,,,,open_one_sided_over,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:11Z,2026-09-20T16:35:38Z,CHANGED(over_price)
CAR@ATL,Player Touchdowns,Tetairoa McMillan,Tetairoa McMillan,CAR,WR,1.5,1100,,1.5,1100,,,,open_one_sided_over,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:11Z,2026-09-20T16:35:38Z,UNCHANGED
CAR@ATL,Point Spread,,Atlanta Falcons,ATL,,3,,,2.5,,,-115,-105,open_single_selection,2026-09-20T15:56:52.734245Z,2026-09-20T04:52:01Z,2026-09-20T16:35:12Z,"CHANGED(line,selection_price)"
CAR@ATL,Point Spread,,Carolina Panthers,CAR,,-3,,,-2.5,,,-105,-115,open_single_selection,2026-09-20T15:56:52.734245Z,2026-09-20T04:52:01Z,2026-09-20T16:35:12Z,"CHANGED(line,selection_price)"
CAR@ATL,Team Total,,Atlanta Falcons,ATL,,20.5,-105,-125,20.5,-110,-120,,,open_two_sided,2026-09-20T08:37:06.289317Z,2026-09-20T04:52:14Z,2026-09-20T16:35:46Z,"CHANGED(over_price,under_price)"
CAR@ATL,Team Total,,Carolina Panthers,CAR,,22.5,-125,-105,22.5,-120,-110,,,open_two_sided,2026-09-20T16:24:33.068053Z,2026-09-20T04:52:14Z,2026-09-20T16:35:46Z,"CHANGED(over_price,under_price)"
