game,market,player,displayed_selection,team,position,line_0452Z,over_0452Z,under_0452Z,line_1635Z,over_1635Z,under_1635Z,selection_price_0452Z,selection_price_1635Z,market_status_1635Z,book_line_timestamp_1635Z,retrieved_0452Z,retrieved_1635Z,delta_status
CAR@ATL,Total Points,,,,,43.5,-110,-110,43.5,-110,-110,,,open_two_sided,2026-09-18T16:24:07.652298Z,2026-09-20T04:52:01Z,2026-09-20T16:35:12Z,UNCHANGED
CIN@HOU,Moneyline,,Cincinnati Bengals,CIN,,,,,,,,120,130,open_single_selection,2026-09-20T12:26:06.478154Z,2026-09-20T04:52:03Z,2026-09-20T16:35:29Z,CHANGED(selection_price)
CIN@HOU,Moneyline,,Houston Texans,HOU,,,,,,,,-140,-150,open_single_selection,2026-09-20T12:26:06.478154Z,2026-09-20T04:52:03Z,2026-09-20T16:35:29Z,CHANGED(selection_price)
CIN@HOU,Player Field Goals Made,Evan McPherson,Evan McPherson,CIN,PK,1.5,-125,-105,1.5,-125,-105,,,open_two_sided,2026-09-20T08:37:35.829278Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CIN@HOU,Player Field Goals Made,Ka'imi Fairbairn,Ka'imi Fairbairn,HOU,PK,1.5,-170,130,1.5,-175,130,,,open_two_sided,2026-09-20T08:36:36.997295Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,CHANGED(over_price)
CIN@HOU,Player Interceptions,C.J. Stroud,C.J. Stroud,HOU,QB,0.5,-120,-110,0.5,-120,-110,,,open_two_sided,2026-09-19T15:47:06.051067Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,UNCHANGED
CIN@HOU,Player Interceptions,Joe Burrow,Joe Burrow,CIN,QB,0.5,-140,110,0.5,-125,-105,,,open_two_sided,2026-09-20T08:57:06.619179Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Kicking Points,Evan McPherson,Evan McPherson,CIN,PK,6.5,-130,,6.5,-135,,,,open_one_sided_over,2026-09-20T14:53:21.455550Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,CHANGED(over_price)
CIN@HOU,Player Kicking Points,Ka'imi Fairbairn,Ka'imi Fairbairn,HOU,PK,7.5,-135,,7.5,-135,,,,open_one_sided_over,2026-09-19T20:30:06.624677Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CIN@HOU,Player Longest Passing Completion,C.J. Stroud,C.J. Stroud,HOU,QB,35.5,-115,-115,35.5,-115,-115,,,open_two_sided,2026-09-20T08:44:06.947145Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,UNCHANGED
CIN@HOU,Player Longest Passing Completion,Joe Burrow,Joe Burrow,CIN,QB,35.5,-120,-110,35.5,-120,-110,,,open_two_sided,2026-09-20T16:15:31.141418Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,UNCHANGED
CIN@HOU,Player Longest Reception,Andrei Iosivas,Andrei Iosivas,CIN,WR,10.5,-115,-115,10.5,-120,-110,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Longest Reception,Chase Brown,Chase Brown,CIN,RB,9.5,100,-130,9.5,100,-130,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CIN@HOU,Player Longest Reception,David Montgomery,David Montgomery,HOU,RB,8.5,-115,-115,8.5,-120,-110,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Longest Reception,Ja'Marr Chase,Ja'Marr Chase,CIN,WR,23.5,-115,-115,23.5,-120,-110,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Longest Reception,Jaylin Noel,Jaylin Noel,HOU,WR,,,,17.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,,2026-09-20T16:35:47Z,NEW_SINCE_0452Z
CIN@HOU,Player Longest Reception,Kayshon Boutte,Kayshon Boutte,HOU,WR,19.5,-110,-120,19.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Longest Reception,Mike Gesicki,Mike Gesicki,CIN,TE,13.5,-120,-110,13.5,-120,-110,,,open_two_sided,2026-09-20T16:15:59.875239Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CIN@HOU,Player Longest Reception,Tee Higgins,Tee Higgins,CIN,WR,21.5,-120,-110,22.5,-110,-120,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Longest Reception,Woody Marks,Woody Marks,HOU,RB,,,,7.5,-120,-110,,,open_two_sided,2026-09-20T16:35:33.716955Z,,2026-09-20T16:35:47Z,NEW_SINCE_0452Z
CIN@HOU,Player Longest Reception,Xavier Hutchinson,Xavier Hutchinson,HOU,WR,17.5,-115,-115,17.5,-110,-120,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Longest Rush,C.J. Stroud,C.J. Stroud,HOU,QB,8.5,-115,-115,8.5,-115,-115,,,open_two_sided,2026-09-19T04:34:51.760327Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CIN@HOU,Player Longest Rush,Chase Brown,Chase Brown,CIN,RB,13.5,-115,-115,13.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CIN@HOU,Player Longest Rush,David Montgomery,David Montgomery,HOU,RB,14.5,-110,-120,14.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Longest Rush,Joe Burrow,Joe Burrow,CIN,QB,7.5,-110,-120,7.5,-110,-120,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CIN@HOU,Player Longest Rush,Samaje Perine,Samaje Perine,CIN,RB,7.5,-130,100,7.5,-125,-105,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Longest Rush,Woody Marks,Woody Marks,HOU,RB,10.5,-110,-120,10.5,-110,-120,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CIN@HOU,Player Passing Attempts,C.J. Stroud,C.J. Stroud,HOU,QB,30.5,-125,-105,30.5,-125,-105,,,open_two_sided,2026-09-19T20:53:51.451931Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,UNCHANGED
CIN@HOU,Player Passing Attempts,Joe Burrow,Joe Burrow,CIN,QB,35.5,-110,-120,35.5,-115,-115,,,open_two_sided,2026-09-20T13:39:36.135957Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Passing Completions,C.J. Stroud,C.J. Stroud,HOU,QB,19.5,-120,-110,19.5,-125,-105,,,open_two_sided,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Passing Completions,Joe Burrow,Joe Burrow,CIN,QB,23.5,100,-130,23.5,-105,-125,,,open_two_sided,2026-09-20T13:42:06.428071Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Passing Touchdowns,C.J. Stroud,C.J. Stroud,HOU,QB,1.5,105,-130,1.5,105,-135,,,open_two_sided,2026-09-20T08:36:50.825456Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,CHANGED(under_price)
CIN@HOU,Player Passing Touchdowns,Joe Burrow,Joe Burrow,CIN,QB,1.5,-125,-105,1.5,-125,-105,,,open_two_sided,2026-09-20T14:21:06.311057Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,UNCHANGED
CIN@HOU,Player Passing Yards,C.J. Stroud,C.J. Stroud,HOU,QB,219.5,-115,-115,220.5,-115,-115,,,open_two_sided,2026-09-20T15:34:36.857191Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,CHANGED(line)
CIN@HOU,Player Passing Yards,Joe Burrow,Joe Burrow,CIN,QB,245.5,-115,-115,246.5,-115,-115,,,open_two_sided,2026-09-20T15:35:23.746516Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,CHANGED(line)
CIN@HOU,Player Receiving Yards,Andrei Iosivas,Andrei Iosivas,CIN,WR,14.5,-110,-120,14.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receiving Yards,Chase Brown,Chase Brown,CIN,RB,19.5,-115,-115,20.5,-110,-120,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Receiving Yards,Dalton Schultz,Dalton Schultz,HOU,TE,41.5,-115,-115,43.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,CHANGED(line)
CIN@HOU,Player Receiving Yards,David Montgomery,David Montgomery,HOU,RB,11.5,-115,-115,11.5,-120,-110,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receiving Yards,Drew Sample,Drew Sample,CIN,TE,8.5,-120,-110,7.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Receiving Yards,Foster Moreau,Foster Moreau,HOU,TE,7.5,-115,-115,7.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Receiving Yards,Ja'Marr Chase,Ja'Marr Chase,CIN,WR,76.5,-115,-115,78.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,CHANGED(line)
CIN@HOU,Player Receiving Yards,Jaylin Noel,Jaylin Noel,HOU,WR,26.5,-110,-120,25.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Receiving Yards,Kayshon Boutte,Kayshon Boutte,HOU,WR,35.5,-120,-110,36.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Receiving Yards,Mike Gesicki,Mike Gesicki,CIN,TE,24.5,-115,-115,21.5,-120,-110,,,open_two_sided,2026-09-20T16:21:02.761402Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Receiving Yards,Samaje Perine,Samaje Perine,CIN,RB,7.5,-115,-115,7.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Receiving Yards,Tee Higgins,Tee Higgins,CIN,WR,55.5,-115,-115,55.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Receiving Yards,Woody Marks,Woody Marks,HOU,RB,10.5,-115,-115,10.5,-110,-120,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receiving Yards,Xavier Hutchinson,Xavier Hutchinson,HOU,WR,31.5,-115,-115,33.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,CHANGED(line)
CIN@HOU,Player Receptions,Andrei Iosivas,Andrei Iosivas,CIN,WR,1.5,-105,-125,1.5,-105,-125,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Receptions,Chase Brown,Chase Brown,CIN,RB,3.5,-110,-120,3.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receptions,Dalton Schultz,Dalton Schultz,HOU,TE,4.5,-140,110,4.5,-140,110,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Receptions,David Montgomery,David Montgomery,HOU,RB,1.5,-175,130,1.5,-175,135,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,CHANGED(under_price)
CIN@HOU,Player Receptions,Drew Sample,Drew Sample,CIN,TE,1.5,125,-165,1.5,130,-170,,,open_two_sided,2026-09-20T14:31:35.522270Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receptions,Foster Moreau,Foster Moreau,HOU,TE,1.5,145,-200,1.5,145,-195,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,CHANGED(under_price)
CIN@HOU,Player Receptions,Ja'Marr Chase,Ja'Marr Chase,CIN,WR,6.5,-115,-115,6.5,-120,-110,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receptions,Jaylin Noel,Jaylin Noel,HOU,WR,2.5,-110,-120,2.5,-105,-125,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receptions,Kayshon Boutte,Kayshon Boutte,HOU,WR,2.5,-175,130,2.5,-180,135,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receptions,Mike Gesicki,Mike Gesicki,CIN,TE,2.5,100,-130,2.5,120,-150,,,open_two_sided,2026-09-20T16:29:00.523956Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receptions,Samaje Perine,Samaje Perine,CIN,RB,1.5,125,-165,1.5,125,-165,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Receptions,Tee Higgins,Tee Higgins,CIN,WR,4.5,120,-160,3.5,-160,120,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Receptions,Woody Marks,Woody Marks,HOU,RB,1.5,115,-145,1.5,110,-140,,,open_two_sided,2026-09-20T16:09:30.305134Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Receptions,Xavier Hutchinson,Xavier Hutchinson,HOU,WR,2.5,-140,110,2.5,-170,130,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Rushing + Receiving Yards,Chase Brown,Chase Brown,CIN,RB,79.5,-115,-115,78.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,CHANGED(line)
CIN@HOU,Player Rushing + Receiving Yards,David Montgomery,David Montgomery,HOU,RB,77.5,-115,-115,79.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,CHANGED(line)
CIN@HOU,Player Rushing + Receiving Yards,Samaje Perine,Samaje Perine,CIN,RB,,,,27.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.716955Z,,2026-09-20T16:35:36Z,NEW_SINCE_0452Z
CIN@HOU,Player Rushing + Receiving Yards,Woody Marks,Woody Marks,HOU,RB,44.5,-115,-115,44.5,-115,-115,,,open_two_sided,2026-09-19T06:23:04.846096Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Rushing Attempts,Chase Brown,Chase Brown,CIN,RB,14.5,-125,-105,13.5,-130,100,,,open_two_sided,2026-09-20T13:39:20.702661Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Rushing Attempts,David Montgomery,David Montgomery,HOU,RB,15.5,-120,-110,15.5,-120,-110,,,open_two_sided,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Rushing Attempts,Joe Burrow,Joe Burrow,CIN,QB,2.5,-120,-110,2.5,-125,-105,,,open_two_sided,2026-09-20T15:33:05.941924Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Rushing Attempts,Samaje Perine,Samaje Perine,CIN,RB,4.5,-120,-110,4.5,-115,-115,,,open_two_sided,2026-09-20T12:52:06.061390Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(over_price,under_price)"
CIN@HOU,Player Rushing Attempts,Woody Marks,Woody Marks,HOU,RB,7.5,-120,-110,7.5,-120,-110,,,open_two_sided,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Rushing Yards,C.J. Stroud,C.J. Stroud,HOU,QB,11.5,-115,-115,11.5,-115,-115,,,open_two_sided,2026-09-19T22:33:36.441633Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Rushing Yards,Chase Brown,Chase Brown,CIN,RB,55.5,-120,-110,53.5,-115,-115,,,open_two_sided,2026-09-20T16:35:33.717468Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Rushing Yards,David Montgomery,David Montgomery,HOU,RB,62.5,-115,-115,63.5,-115,-115,,,open_two_sided,2026-09-20T13:32:05.903058Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,CHANGED(line)
CIN@HOU,Player Rushing Yards,Joe Burrow,Joe Burrow,CIN,QB,8.5,-120,-110,9.5,-110,-120,,,open_two_sided,2026-09-20T16:14:00.613745Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Rushing Yards,Samaje Perine,Samaje Perine,CIN,RB,17.5,-115,-115,16.5,-120,-110,,,open_two_sided,2026-09-20T16:21:58.054709Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,"CHANGED(line,over_price,under_price)"
CIN@HOU,Player Rushing Yards,Woody Marks,Woody Marks,HOU,RB,29.5,-115,-115,29.5,-115,-115,,,open_two_sided,2026-09-19T13:31:51.102083Z,2026-09-20T04:52:09Z,2026-09-20T16:35:36Z,UNCHANGED
CIN@HOU,Player Touchdowns,Chase Brown,Chase Brown,CIN,RB,1.5,525,,1.5,600,,,,open_one_sided_over,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:13Z,2026-09-20T16:35:44Z,CHANGED(over_price)
CIN@HOU,Player Touchdowns,Dalton Schultz,Dalton Schultz,HOU,TE,1.5,2000,,1.5,2000,,,,open_one_sided_over,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:13Z,2026-09-20T16:35:44Z,UNCHANGED
CIN@HOU,Player Touchdowns,David Montgomery,David Montgomery,HOU,RB,1.5,350,,1.5,350,,,,open_one_sided_over,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:13Z,2026-09-20T16:35:44Z,UNCHANGED
CIN@HOU,Player Touchdowns,Ja'Marr Chase,Ja'Marr Chase,CIN,WR,1.5,600,,1.5,650,,,,open_one_sided_over,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:13Z,2026-09-20T16:35:44Z,CHANGED(over_price)
CIN@HOU,Player Touchdowns,Jaylin Noel,Jaylin Noel,HOU,WR,1.5,3000,,1.5,3000,,,,open_one_sided_over,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:13Z,2026-09-20T16:35:44Z,UNCHANGED
CIN@HOU,Player Touchdowns,Kayshon Boutte,Kayshon Boutte,HOU,WR,1.5,2000,,1.5,2250,,,,open_one_sided_over,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:13Z,2026-09-20T16:35:44Z,CHANGED(over_price)
CIN@HOU,Player Touchdowns,Mike Gesicki,Mike Gesicki,CIN,TE,1.5,3000,,,,,,,NOT_RETURNED,,2026-09-20T04:52:13Z,,REMOVED_SINCE_0452Z
CIN@HOU,Player Touchdowns,Tee Higgins,Tee Higgins,CIN,WR,1.5,1000,,1.5,1000,,,,open_one_sided_over,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:13Z,2026-09-20T16:35:44Z,UNCHANGED
CIN@HOU,Player Touchdowns,Woody Marks,Woody Marks,HOU,RB,1.5,1400,,1.5,1400,,,,open_one_sided_over,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:13Z,2026-09-20T16:35:44Z,UNCHANGED
CIN@HOU,Player Touchdowns,Xavier Hutchinson,Xavier Hutchinson,HOU,WR,1.5,2000,,1.5,2000,,,,open_one_sided_over,2026-09-20T16:35:33.716955Z,2026-09-20T04:52:13Z,2026-09-20T16:35:44Z,UNCHANGED
CIN@HOU,Point Spread,,Cincinnati Bengals,CIN,,2.5,,,3,,,-105,-120,open_single_selection,2026-09-20T16:29:57.276045Z,2026-09-20T04:52:03Z,2026-09-20T16:35:29Z,"CHANGED(line,selection_price)"
CIN@HOU,Point Spread,,Houston Texans,HOU,,-2.5,,,-3,,,-115,100,open_single_selection,2026-09-20T16:29:57.276045Z,2026-09-20T04:52:03Z,2026-09-20T16:35:29Z,"CHANGED(line,selection_price)"
CIN@HOU,Team Total,,Cincinnati Bengals,CIN,,21.5,-115,-115,21.5,-110,-120,,,open_two_sided,2026-09-20T12:31:20.720982Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(over_price,under_price)"
CIN@HOU,Team Total,,Houston Texans,HOU,,23.5,-120,-110,23.5,-120,-110,,,open_two_sided,2026-09-19T08:57:07.982260Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CIN@HOU,Total Points,,,,,45.5,-110,-110,45.5,-110,-110,,,open_two_sided,2026-09-18T08:32:50.374252Z,2026-09-20T04:52:03Z,2026-09-20T16:35:29Z,UNCHANGED
CLE@TB,Moneyline,,Cleveland Browns,CLE,,,,,,,,350,325,open_single_selection,2026-09-20T08:33:46.573442Z,2026-09-20T04:52:03Z,2026-09-20T16:35:29Z,CHANGED(selection_price)
CLE@TB,Moneyline,,Tampa Bay Buccaneers,TB,,,,,,,,-475,-450,open_single_selection,2026-09-20T08:36:38.350075Z,2026-09-20T04:52:03Z,2026-09-20T16:35:29Z,CHANGED(selection_price)
CLE@TB,Player Interceptions,Baker Mayfield,Baker Mayfield,TB,QB,0.5,115,-145,0.5,110,-140,,,open_two_sided,2026-09-20T16:35:04.408863Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,"CHANGED(over_price,under_price)"
CLE@TB,Player Interceptions,Deshaun Watson,Deshaun Watson,CLE,QB,0.5,-145,115,0.5,-145,115,,,open_two_sided,2026-09-19T10:01:46.348943Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,UNCHANGED
CLE@TB,Player Kicking Points,Andre Szmyt,Andre Szmyt,CLE,PK,5.5,-105,,5.5,-105,,,,open_one_sided_over,2026-09-20T08:43:18.747145Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CLE@TB,Player Kicking Points,Chase McLaughlin,Chase McLaughlin,TB,PK,8.5,105,,8.5,105,,,,open_one_sided_over,2026-09-20T16:35:33.561535Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CLE@TB,Player Longest Passing Completion,Baker Mayfield,Baker Mayfield,TB,QB,36.5,-115,-115,36.5,-115,-115,,,open_two_sided,2026-09-20T16:35:04.408863Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,UNCHANGED
CLE@TB,Player Longest Passing Completion,Deshaun Watson,Deshaun Watson,CLE,QB,31.5,-110,-120,31.5,-110,-120,,,open_two_sided,2026-09-20T01:22:45.850089Z,2026-09-20T04:52:06Z,2026-09-20T16:35:32Z,UNCHANGED
CLE@TB,Player Longest Reception,Bucky Irving,Bucky Irving,TB,RB,9.5,-115,-115,10.5,-110,-120,,,open_two_sided,2026-09-20T16:35:04.408863Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(line,over_price,under_price)"
CLE@TB,Player Longest Reception,Cade Otton,Cade Otton,TB,TE,14.5,-120,-110,15.5,-105,-125,,,open_two_sided,2026-09-20T16:35:04.408863Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(line,over_price,under_price)"
CLE@TB,Player Longest Reception,Chris Godwin,Chris Godwin,TB,WR,17.5,-120,-110,17.5,-120,-110,,,open_two_sided,2026-09-19T22:38:15.534065Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CLE@TB,Player Longest Reception,Denzel Boston,Denzel Boston,CLE,WR,17.5,-110,-120,17.5,-110,-120,,,open_two_sided,2026-09-20T16:35:04.408863Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CLE@TB,Player Longest Reception,Emeka Egbuka,Emeka Egbuka,TB,WR,21.5,-120,-110,22.5,-115,-115,,,open_two_sided,2026-09-20T16:35:04.408863Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(line,over_price,under_price)"
CLE@TB,Player Longest Reception,Harold Fannin Jr.,Harold Fannin Jr.,CLE,TE,15.5,-110,-120,15.5,-110,-120,,,open_two_sided,2026-09-20T16:35:04.408863Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,UNCHANGED
CLE@TB,Player Longest Reception,Jalen McMillan,Jalen McMillan,TB,WR,15.5,-110,-120,14.5,-120,-110,,,open_two_sided,2026-09-20T16:35:04.408863Z,2026-09-20T04:52:16Z,2026-09-20T16:35:47Z,"CHANGED(line,over_price,under_price)"
