season,week,game_id,gsis_id,unit,condition,opportunity_error,efficiency_error,combined_error,same_sign_or_offsetting,predicted_attempts,actual_attempts,predicted_ypa,actual_ypa,predicted_yards,actual_yards
2023,1,2023_01_LA_SEA,00-0026498,QB,COMPOSED,-5.25,-1.102971,-82.26704,SAME_SIGN,32.75,38,7.6865,8.78947,251.733,334
2023,1,2023_01_LA_SEA,00-0030565,QB,COMPOSED,10.125,3.135718,156.89318,SAME_SIGN,36.125,26,7.44341,4.30769,268.8932,112
2023,1,2023_01_LV_DEN,00-0029263,QB,COMPOSED,-1.125,2.133787,61.98037,OFFSETTING,31.875,33,7.49742,5.36364,238.9804,177
2023,1,2023_01_LV_DEN,00-0031345,QB,COMPOSED,2.875,0.471421,35.72768,SAME_SIGN,28.875,26,8.16373,7.69231,235.7277,200
2023,1,2023_01_MIA_LAC,00-0036355,QB,COMPOSED,6.0,0.22511,50.41564,SAME_SIGN,39.0,33,7.1645,6.93939,279.4156,229
2023,1,2023_01_MIA_LAC,00-0036212,QB,COMPOSED,-13.75,-2.938158,-234.20632,SAME_SIGN,31.25,45,7.4174,10.35556,231.7937,466
2023,1,2023_01_PHI_NE,00-0036972,QB,COMPOSED,-20.625,1.324172,-72.9816,OFFSETTING,34.375,55,7.06963,5.74545,243.0184,316
2023,1,2023_01_PHI_NE,00-0036389,QB,COMPOSED,-2.0,2.410987,64.43756,OFFSETTING,31.0,33,7.5625,5.15152,234.4376,170
2023,1,2023_01_SF_PIT,00-0038102,QB,COMPOSED,-16.75,1.280619,-50.17807,OFFSETTING,28.25,45,6.43617,5.15556,181.8219,232
2023,1,2023_01_SF_PIT,00-0037834,QB,COMPOSED,-4.71429,0.219075,-30.44315,OFFSETTING,24.2857,29,7.80528,7.58621,189.5569,220
2023,1,2023_01_TB_MIN,00-0029604,QB,COMPOSED,-7.75,-0.272444,-70.46699,SAME_SIGN,36.25,44,7.54574,7.81818,273.533,344
2023,1,2023_01_TB_MIN,00-0034855,QB,COMPOSED,-6.875,2.001678,19.31389,OFFSETTING,27.125,34,7.08991,5.08824,192.3139,173
2023,1,2023_01_TEN_NO,00-0031280,QB,COMPOSED,0.25,-1.704895,-54.37714,OFFSETTING,33.25,33,7.53753,9.24242,250.6229,305
2023,1,2023_01_TEN_NO,00-0029701,QB,COMPOSED,-5.875,1.693703,13.42215,OFFSETTING,28.125,34,7.51723,5.82353,211.4221,198
2023,2,2023_02_BAL_CIN,00-0034796,QB,COMPOSED,-8.125,0.106462,-55.70402,OFFSETTING,24.875,33,7.28828,7.18182,181.296,237
2023,2,2023_02_BAL_CIN,00-0036442,QB,COMPOSED,-2.875,2.152668,66.50339,OFFSETTING,38.125,41,7.5673,5.41463,288.5034,222
2023,2,2023_02_CHI_TB,00-0036945,QB,COMPOSED,-4.25,-0.330556,-39.10368,SAME_SIGN,24.75,29,6.94531,7.27586,171.8963,211
2023,2,2023_02_CHI_TB,00-0034855,QB,COMPOSED,-7.125,-2.282573,-127.7743,SAME_SIGN,26.875,34,7.04096,9.32353,189.2257,317
2023,2,2023_02_CLE_PIT,00-0033537,QB,COMPOSED,-10.375,2.179098,3.60264,OFFSETTING,29.625,40,8.0541,5.875,238.6026,235
2023,2,2023_02_CLE_PIT,00-0038102,QB,COMPOSED,0.125,-1.060088,-31.01015,OFFSETTING,30.125,30,6.33991,7.4,190.9898,222
2023,2,2023_02_GB_ATL,00-0038122,QB,COMPOSED,-5.4,-0.714974,-59.01206,SAME_SIGN,26.6,32,6.69128,7.40625,177.9879,237
2023,2,2023_02_GB_ATL,00-0036264,QB,COMPOSED,-12.125,1.568377,-53.04214,OFFSETTING,12.875,25,7.60838,6.04,97.9579,151
2023,2,2023_02_IND_HOU,00-0039163,QB,COMPOSED,-2.0,-1.551425,-83.77795,SAME_SIGN,43.0,45,6.98191,8.53333,300.2221,384
2023,2,2023_02_IND_HOU,00-0035289,QB,COMPOSED,-5.75,-0.226724,-46.66098,SAME_SIGN,17.25,23,7.20806,7.43478,124.339,171
2023,2,2023_02_IND_HOU,00-0039164,QB,COMPOSED,27.0,1.461732,205.28409,SAME_SIGN,37.0,10,7.06173,5.6,261.2841,56
2023,2,2023_02_KC_JAX,00-0034775,QB,COMPOSED,0.0,11.380272,11.38027,ZERO_COMPONENT,1.0,1,10.38027,-1.0,10.3803,-1
2023,2,2023_02_KC_JAX,00-0036971,QB,COMPOSED,-7.125,1.344447,8.00654,OFFSETTING,33.875,41,6.61274,5.26829,224.0065,216
2023,2,2023_02_KC_JAX,00-0033873,QB,COMPOSED,-5.0,0.2887,-26.80193,OFFSETTING,36.0,41,7.72772,7.43902,278.1981,305
2023,2,2023_02_LAC_TEN,00-0036355,QB,COMPOSED,-2.625,-0.100877,-23.03452,SAME_SIGN,39.375,42,7.16103,7.2619,281.9655,305
2023,2,2023_02_LAC_TEN,00-0029701,QB,COMPOSED,5.25,-2.771403,-27.25104,OFFSETTING,29.25,24,7.4786,10.25,218.749,246
2023,2,2023_02_LV_BUF,00-0034857,QB,COMPOSED,-3.625,-0.044005,-28.31325,SAME_SIGN,33.375,37,7.3614,7.40541,245.6868,274
2023,2,2023_02_LV_BUF,00-0031345,QB,COMPOSED,4.375,0.44361,46.31139,SAME_SIGN,28.375,24,8.15194,7.70833,231.3114,185
2023,2,2023_02_MIA_NE,00-0036212,QB,COMPOSED,2.375,-0.776574,-5.42909,OFFSETTING,32.375,30,7.52343,8.3,243.5709,249
2023,2,2023_02_MIA_NE,00-0036972,QB,COMPOSED,-4.125,1.506871,34.38524,OFFSETTING,37.875,42,7.00687,5.5,265.3852,231
2023,2,2023_02_MIN_PHI,00-0029604,QB,COMPOSED,-5.125,-0.720791,-70.41848,SAME_SIGN,38.875,44,7.55194,8.27273,293.5815,364
2023,2,2023_02_MIN_PHI,00-0036389,QB,COMPOSED,8.75,-0.896214,44.96911,OFFSETTING,31.75,23,7.49509,8.3913,237.9691,193
2023,2,2023_02_NO_CAR,00-0039150,QB,COMPOSED,4.0,2.124748,98.74042,SAME_SIGN,38.0,34,6.62475,4.5,251.7404,153
2023,2,2023_02_NO_CAR,00-0031280,QB,COMPOSED,-3.125,1.235207,20.81577,OFFSETTING,32.875,36,7.56854,6.33333,248.8158,228
2023,2,2023_02_NO_CAR,00-0033357,QB,COMPOSED,0.5,-0.17727,3.73409,OFFSETTING,1.5,1,7.82273,8.0,11.7341,8
2023,2,2023_02_NYG_ARI,00-0033949,QB,COMPOSED,-5.25,-1.049003,-65.62474,SAME_SIGN,25.75,31,6.30584,7.35484,162.3753,228
2023,2,2023_02_NYG_ARI,00-0035710,QB,COMPOSED,-4.5,-1.980084,-103.39326,SAME_SIGN,32.5,37,6.69559,8.67568,217.6067,321
2023,2,2023_02_NYJ_DAL,00-0033077,QB,COMPOSED,-4.75,0.765527,-6.42124,OFFSETTING,33.25,38,7.47605,6.71053,248.5788,255
2023,2,2023_02_NYJ_DAL,00-0037013,QB,COMPOSED,-0.25,0.017351,-1.18782,OFFSETTING,25.75,26,6.55581,6.53846,168.8122,170
2023,2,2023_02_SEA_DET,00-0033106,QB,COMPOSED,1.75,-2.078427,-60.23218,OFFSETTING,36.75,35,7.15014,9.22857,262.7678,323
2023,2,2023_02_SEA_DET,00-0030565,QB,COMPOSED,-4.875,-0.85597,-70.04096,SAME_SIGN,35.125,40,7.34403,8.2,257.959,328
2023,2,2023_02_SF_LA,00-0026498,QB,COMPOSED,-21.0,2.02732,-52.48732,OFFSETTING,33.0,54,7.71251,5.68519,254.5127,307
2023,2,2023_02_SF_LA,00-0037834,QB,COMPOSED,-0.125,-0.45983,-12.46828,SAME_SIGN,24.875,25,7.78017,8.24,193.5317,206
2023,2,2023_02_WAS_DEN,00-0029263,QB,COMPOSED,-1.25,-2.171446,-78.80321,SAME_SIGN,30.75,32,7.45355,9.625,229.1968,308
2023,2,2023_02_WAS_DEN,00-0037077,QB,COMPOSED,-14.0,-0.313061,-115.15986,SAME_SIGN,25.0,39,7.35361,7.66667,183.8401,299
2023,3,2023_03_ATL_DET,00-0038122,QB,COMPOSED,-10.5,1.493235,-14.47551,OFFSETTING,27.5,38,6.78271,5.28947,186.5245,201
2023,3,2023_03_ATL_DET,00-0033106,QB,COMPOSED,3.5,-0.174019,19.42104,OFFSETTING,36.5,33,7.18962,7.36364,262.421,243
2023,3,2023_03_BUF_WAS,00-0034857,QB,COMPOSED,2.625,0.549709,36.91649,SAME_SIGN,34.625,32,7.36221,6.8125,254.9165,218
2023,3,2023_03_BUF_WAS,00-0037077,QB,COMPOSED,0.66667,1.547346,49.81264,SAME_SIGN,29.6667,29,7.40941,5.86207,219.8126,170
2023,3,2023_03_CAR_SEA,00-0027973,QB,COMPOSED,-34.5,0.72225,-197.75987,OFFSETTING,23.5,58,6.94639,6.22414,163.2401,361
2023,3,2023_03_CAR_SEA,00-0030565,QB,COMPOSED,-1.5,-0.616248,-33.87681,SAME_SIGN,35.5,37,7.38375,8.0,262.1232,296
2023,3,2023_03_CHI_KC,00-0036945,QB,COMPOSED,2.75,2.458583,73.22492,SAME_SIGN,24.75,22,6.95858,4.5,172.2249,99
2023,3,2023_03_CHI_KC,00-0027948,QB,COMPOSED,-0.625,0.792517,-0.40774,OFFSETTING,4.375,5,6.99252,6.2,30.5923,31
2023,3,2023_03_CHI_KC,00-0033873,QB,COMPOSED,2.875,-0.520274,5.03215,OFFSETTING,35.875,33,7.72215,8.24242,277.0322,272
2023,3,2023_03_DAL_ARI,00-0033949,QB,COMPOSED,4.8,-2.132585,-15.91691,OFFSETTING,26.8,22,6.45832,8.59091,173.0831,189
2023,3,2023_03_DAL_ARI,00-0033077,QB,COMPOSED,-5.75,1.230639,6.35563,OFFSETTING,34.25,40,7.45564,6.225,255.3556,249
2023,3,2023_03_DEN_MIA,00-0029263,QB,COMPOSED,-7.125,-0.55664,-74.56127,SAME_SIGN,30.875,38,7.49599,8.05263,231.4387,306
2023,3,2023_03_DEN_MIA,00-0034401,QB,COMPOSED,36.5,-26.417007,205.69524,OFFSETTING,38.5,2,7.08299,33.5,272.6952,67
2023,3,2023_03_DEN_MIA,00-0036212,QB,COMPOSED,6.375,-4.342918,-64.83754,OFFSETTING,32.375,26,7.5417,11.88462,244.1625,309
2023,3,2023_03_HOU_JAX,00-0039163,QB,COMPOSED,14.0,-2.081849,39.06532,OFFSETTING,44.0,30,7.25148,9.33333,319.0653,280
2023,3,2023_03_HOU_JAX,00-0033936,QB,COMPOSED,10.25,2.811605,80.56716,SAME_SIGN,12.25,2,7.3116,4.5,89.5672,9
2023,3,2023_03_HOU_JAX,00-0036971,QB,COMPOSED,-5.75,-0.401141,-53.84533,SAME_SIGN,34.25,40,6.57386,6.975,225.1547,279
2023,3,2023_03_IND_BAL,00-0034796,QB,COMPOSED,-6.0,0.769352,-19.86297,OFFSETTING,25.0,31,7.28548,6.51613,182.137,202
2023,3,2023_03_IND_BAL,00-0035289,QB,COMPOSED,-24.125,2.057469,-83.57087,OFFSETTING,19.875,44,7.21656,5.15909,143.4291,227
2023,3,2023_03_LAC_MIN,00-0030279,QB,COMPOSED,0.0,-44.816909,-44.81691,ZERO_COMPONENT,1.0,1,4.18309,49.0,4.1831,49
2023,3,2023_03_LAC_MIN,00-0036355,QB,COMPOSED,-8.375,-1.454061,-128.33066,SAME_SIGN,38.625,47,7.16296,8.61702,276.6693,405
2023,3,2023_03_LAC_MIN,00-0029604,QB,COMPOSED,-10.25,0.228094,-66.16825,OFFSETTING,39.75,50,7.56809,7.34,300.8318,367
2023,3,2023_03_LA_CIN,00-0036442,QB,COMPOSED,-9.625,2.120938,29.4561,OFFSETTING,38.375,48,7.51677,5.39583,288.4561,259
2023,3,2023_03_LA_CIN,00-0026498,QB,COMPOSED,3.625,-0.505283,11.04327,OFFSETTING,36.625,33,7.64623,8.15152,280.0433,269
2023,3,2023_03_NE_NYJ,00-0036972,QB,COMPOSED,9.375,0.023057,65.86327,SAME_SIGN,38.375,29,6.95409,6.93103,266.8633,201
2023,3,2023_03_NE_NYJ,00-0037013,QB,COMPOSED,-8.25,2.069172,18.34322,OFFSETTING,26.75,35,6.55489,4.48571,175.3432,157
2023,3,2023_03_NO_GB,00-0036264,QB,COMPOSED,-33.25,1.637577,-172.13069,OFFSETTING,11.75,45,7.39313,5.75556,86.8693,259
2023,3,2023_03_NO_GB,00-0031280,QB,COMPOSED,14.5,1.822278,142.19624,SAME_SIGN,32.5,18,7.5445,5.72222,245.1962,103
2023,3,2023_03_NO_GB,00-0031503,QB,COMPOSED,13.125,1.032462,112.92203,SAME_SIGN,29.125,16,7.34496,6.3125,213.922,101
2023,3,2023_03_NYG_SF,00-0028118,QB,COMPOSED,14.875,6.745681,107.08768,SAME_SIGN,15.875,1,6.74568,0.0,107.0877,0
2023,3,2023_03_NYG_SF,00-0035710,QB,COMPOSED,-1.5,2.594143,75.48824,OFFSETTING,31.5,33,6.74566,4.15152,212.4882,137
2023,3,2023_03_NYG_SF,00-0037834,QB,COMPOSED,-10.125,-0.562758,-99.95521,SAME_SIGN,26.875,37,7.81562,8.37838,210.0448,310
2023,3,2023_03_PHI_TB,00-0036389,QB,COMPOSED,-5.625,0.025763,-41.30318,OFFSETTING,31.375,37,7.51225,7.48649,235.6968,277
2023,3,2023_03_PHI_TB,00-0034855,QB,COMPOSED,2.625,1.480207,57.1113,SAME_SIGN,28.625,26,7.09559,5.61538,203.1113,146
2023,3,2023_03_PIT_LV,00-0031345,QB,COMPOSED,-18.75,0.942133,-110.26902,OFFSETTING,26.25,45,8.14213,7.2,213.731,324
2023,3,2023_03_PIT_LV,00-0038102,QB,COMPOSED,0.625,-1.999426,-51.98805,OFFSETTING,28.625,28,6.39343,8.39286,183.012,235
2023,3,2023_03_TEN_CLE,00-0033537,QB,COMPOSED,-3.375,-0.799926,-53.25462,SAME_SIGN,29.625,33,7.95765,8.75758,235.7454,289
2023,3,2023_03_TEN_CLE,00-0029701,QB,COMPOSED,4.75,3.362526,119.79516,SAME_SIGN,29.75,25,7.52253,4.16,223.7952,104
2023,4,2023_04_ARI_SF,00-0033949,QB,COMPOSED,-15.0,0.164749,-92.66775,OFFSETTING,26.0,41,6.62816,6.46341,172.3322,265
2023,4,2023_04_ARI_SF,00-0037834,QB,COMPOSED,5.875,-5.610151,-71.6002,OFFSETTING,26.875,21,7.86604,13.47619,211.3998,283
2023,4,2023_04_ATL_JAX,00-0038122,QB,COMPOSED,-2.0,0.453654,0.8334,OFFSETTING,29.0,31,6.61494,6.16129,191.8334,191
2023,4,2023_04_ATL_JAX,00-0036971,QB,COMPOSED,5.25,-0.314774,25.12923,OFFSETTING,35.25,30,6.58523,6.9,232.1292,207
2023,4,2023_04_BAL_CLE,00-0034796,QB,COMPOSED,7.875,-2.522612,9.29691,OFFSETTING,26.875,19,7.26686,9.78947,195.2969,186
2023,4,2023_04_BAL_CLE,00-0038583,QB,COMPOSED,-8.54777,3.959297,79.96151,OFFSETTING,27.4522,36,7.32041,3.36111,200.9615,121
2023,4,2023_04_CIN_TEN,00-0036442,QB,COMPOSED,9.75,1.96003,131.5362,SAME_SIGN,39.75,30,7.46003,5.5,296.5362,165
2023,4,2023_04_CIN_TEN,00-0029701,QB,COMPOSED,3.375,-2.131991,-28.09523,OFFSETTING,28.375,25,7.46801,9.6,211.9048,240
2023,4,2023_04_CIN_TEN,00-0032764,QB,COMPOSED,0.5,3.880272,6.82041,SAME_SIGN,1.5,1,5.88027,2.0,8.8204,2
2023,4,2023_04_DEN_CHI,00-0036945,QB,COMPOSED,-10.0,-2.683175,-162.79365,SAME_SIGN,25.0,35,6.88825,9.57143,172.2063,335
2023,4,2023_04_DEN_CHI,00-0029263,QB,COMPOSED,3.25,-0.455725,11.64253,OFFSETTING,31.25,28,7.50856,7.96429,234.6425,223
2023,4,2023_04_DET_GB,00-0033106,QB,COMPOSED,7.5,-0.307334,45.33963,OFFSETTING,35.5,28,7.19267,7.5,255.3396,210
2023,4,2023_04_DET_GB,00-0036264,QB,COMPOSED,-20.125,0.440868,-126.36441,OFFSETTING,16.875,37,7.08952,6.64865,119.6356,246
2023,4,2023_04_KC_NYJ,00-0033873,QB,COMPOSED,6.625,0.963483,80.11674,SAME_SIGN,36.625,30,7.73015,6.76667,283.1167,203
2023,4,2023_04_KC_NYJ,00-0037013,QB,COMPOSED,-11.125,0.185809,-64.70839,OFFSETTING,27.875,39,6.46786,6.28205,180.2916,245
2023,4,2023_04_LA_IND,00-0039164,QB,COMPOSED,-3.5,-0.548412,-38.8136,SAME_SIGN,23.5,27,6.859,7.40741,161.1864,200
2023,4,2023_04_LA_IND,00-0026498,QB,COMPOSED,-5.25,-0.318904,-52.95068,SAME_SIGN,34.75,40,7.6561,7.975,266.0493,319
2023,4,2023_04_LV_LAC,00-0036355,QB,COMPOSED,14.625,0.234998,110.84243,SAME_SIGN,38.625,24,7.19333,6.95833,277.8424,167
2023,4,2023_04_LV_LAC,00-0038579,QB,COMPOSED,-11.54777,1.217844,-37.03849,OFFSETTING,27.4522,39,7.32041,6.10256,200.9615,238
2023,4,2023_04_MIA_BUF,00-0034857,QB,COMPOSED,8.375,-5.44639,-74.57325,OFFSETTING,33.375,25,7.35361,12.8,245.4267,320
2023,4,2023_04_MIA_BUF,00-0036212,QB,COMPOSED,-4.375,-0.20477,-40.74667,SAME_SIGN,31.625,36,7.62856,7.83333,241.2533,282
2023,4,2023_04_MIN_CAR,00-0039150,QB,COMPOSED,4.0,-0.110468,21.52314,OFFSETTING,36.0,32,6.26453,6.375,225.5231,204
2023,4,2023_04_MIN_CAR,00-0029604,QB,COMPOSED,22.625,0.246477,175.77933,SAME_SIGN,41.625,19,7.56227,7.31579,314.7793,139
2023,4,2023_04_NE_DAL,00-0029692,QB,COMPOSED,26.45223,7.320408,200.96151,SAME_SIGN,27.4522,1,7.32041,0.0,200.9615,0
2023,4,2023_04_NE_DAL,00-0033077,QB,COMPOSED,1.5,-0.25443,2.48245,OFFSETTING,35.5,34,7.42204,7.67647,263.4825,261
2023,4,2023_04_NE_DAL,00-0033662,QB,COMPOSED,16.625,-2.888021,112.46061,OFFSETTING,18.625,2,7.11198,10.0,132.4606,20
2023,4,2023_04_NE_DAL,00-0036972,QB,COMPOSED,16.5,-0.189427,110.75364,OFFSETTING,37.5,21,6.95343,7.14286,260.7536,150
2023,4,2023_04_NE_DAL,00-0038108,QB,COMPOSED,14.0,1.571436,124.8097,SAME_SIGN,23.0,9,7.90477,6.33333,181.8097,57
2023,4,2023_04_PIT_HOU,00-0035250,QB,COMPOSED,26.45223,1.320408,194.96151,SAME_SIGN,27.4522,1,7.32041,6.0,200.9615,6
2023,4,2023_04_PIT_HOU,00-0039163,QB,COMPOSED,11.33333,-3.454924,-12.03653,OFFSETTING,39.3333,28,7.47365,10.92857,293.9635,306
2023,4,2023_04_PIT_HOU,00-0033869,QB,COMPOSED,17.625,3.364238,139.56589,SAME_SIGN,22.625,5,6.96424,3.6,157.5659,18
2023,4,2023_04_PIT_HOU,00-0038102,QB,COMPOSED,5.5,1.526627,70.76974,SAME_SIGN,28.5,23,6.48315,4.95652,184.7697,114
2023,4,2023_04_SEA_NYG,00-0035710,QB,COMPOSED,-2.375,0.718183,8.53239,OFFSETTING,31.625,34,6.68877,5.97059,211.5324,203
2023,4,2023_04_SEA_NYG,00-0030565,QB,COMPOSED,15.25,1.909044,151.1688,SAME_SIGN,35.25,20,7.40904,5.5,261.1688,110
2023,4,2023_04_SEA_NYG,00-0035704,QB,COMPOSED,18.75,-3.68987,105.55071,OFFSETTING,24.75,6,6.81013,10.5,168.5507,63
2023,4,2023_04_TB_NO,00-0031280,QB,COMPOSED,-6.875,4.09466,99.75365,OFFSETTING,30.125,37,7.52709,3.43243,226.7536,127
2023,4,2023_04_TB_NO,00-0031503,QB,COMPOSED,27.5,7.303283,208.14356,SAME_SIGN,28.5,1,7.30328,0.0,208.1436,0
2023,4,2023_04_TB_NO,00-0033357,QB,COMPOSED,0.5,-5.174999,-1.2625,OFFSETTING,1.5,1,7.825,13.0,11.7375,13
2023,4,2023_04_TB_NO,00-0033921,QB,COMPOSED,26.45223,7.320408,200.96151,SAME_SIGN,27.4522,1,7.32041,0.0,200.9615,0
2023,4,2023_04_TB_NO,00-0034855,QB,COMPOSED,-5.25,-0.385579,-49.83617,SAME_SIGN,27.75,33,7.06897,7.45455,196.1638,246
2023,4,2023_04_WAS_PHI,00-0036389,QB,COMPOSED,-4.125,-1.110289,-72.06495,SAME_SIGN,32.875,37,7.51133,8.62162,246.935,319
2023,4,2023_04_WAS_PHI,00-0037077,QB,COMPOSED,-11.5,0.146356,-77.02397,OFFSETTING,29.5,41,7.21953,7.07317,212.976,290
2023,5,2023_05_BAL_PIT,00-0034796,QB,COMPOSED,-13.375,1.093213,-56.14542,OFFSETTING,24.625,38,7.30374,6.21053,179.8546,236
2023,5,2023_05_BAL_PIT,00-0038102,QB,COMPOSED,-5.125,-0.362231,-44.88506,SAME_SIGN,27.875,33,6.42565,6.78788,179.1149,224
2023,5,2023_05_CAR_DET,00-0039150,QB,COMPOSED,-6.33333,0.231503,-30.12905,OFFSETTING,34.6667,41,6.25589,6.02439,216.8709,247
2023,5,2023_05_CAR_DET,00-0033106,QB,COMPOSED,6.125,-1.231423,9.60268,OFFSETTING,34.125,28,7.19715,8.42857,245.6027,236
2023,5,2023_05_CHI_WAS,00-0036945,QB,COMPOSED,-2.25,-2.718532,-94.60005,SAME_SIGN,26.75,29,7.00561,9.72414,187.4,282
2023,5,2023_05_CHI_WAS,00-0037077,QB,COMPOSED,-20.2,-0.259736,-158.98267,SAME_SIGN,31.8,52,7.2018,7.46154,229.0173,388
2023,5,2023_05_CIN_ARI,00-0033949,QB,COMPOSED,-3.85714,1.438011,20.4608,OFFSETTING,28.1429,32,6.62551,5.1875,186.4608,166
2023,5,2023_05_CIN_ARI,00-0036442,QB,COMPOSED,-6.375,0.536589,-22.66973,OFFSETTING,39.625,46,7.42789,6.8913,294.3303,317
2023,5,2023_05_DAL_SF,00-0033077,QB,COMPOSED,10.875,1.052826,106.04543,SAME_SIGN,34.875,24,7.42783,6.375,259.0454,153
2023,5,2023_05_DAL_SF,00-0033662,QB,COMPOSED,13.125,3.13018,99.84398,SAME_SIGN,15.125,2,7.13018,4.0,107.844,8
2023,5,2023_05_DAL_SF,00-0034869,QB,COMPOSED,24.625,5.579494,167.59954,SAME_SIGN,25.625,1,6.57949,1.0,168.5995,1
2023,5,2023_05_DAL_SF,00-0037834,QB,COMPOSED,2.875,-2.32496,-32.29579,OFFSETTING,26.875,24,8.17504,10.5,219.7042,252
2023,5,2023_05_GB_LV,00-0036264,QB,COMPOSED,-10.75,0.971961,-46.50642,OFFSETTING,19.25,30,7.03863,6.06667,135.4936,182
2023,5,2023_05_GB_LV,00-0031345,QB,COMPOSED,-2.75,1.168601,12.7777,OFFSETTING,27.25,30,8.10193,6.93333,220.7777,208
2023,5,2023_05_HOU_ATL,00-0037238,QB,COMPOSED,26.45223,-14.679592,178.96151,OFFSETTING,27.4522,1,7.32041,22.0,200.9615,22
2023,5,2023_05_HOU_ATL,00-0038122,QB,COMPOSED,-8.75,-2.081006,-136.62602,SAME_SIGN,29.25,38,6.57689,8.65789,192.374,329
2023,5,2023_05_HOU_ATL,00-0039163,QB,COMPOSED,1.5,0.696603,36.09745,SAME_SIGN,36.5,35,7.81089,7.11429,285.0975,249
2023,5,2023_05_JAX_BUF,00-0034857,QB,COMPOSED,-8.625,-1.336636,-118.79494,SAME_SIGN,32.375,41,7.41946,8.7561,240.2051,359
2023,5,2023_05_JAX_BUF,00-0036971,QB,COMPOSED,-3.375,-1.922164,-93.36586,SAME_SIGN,33.625,37,6.59135,8.51351,221.6341,315
2023,5,2023_05_KC_MIN,00-0033873,QB,COMPOSED,-4.875,0.692124,-9.93603,OFFSETTING,35.125,40,7.71712,7.025,271.064,281
2023,5,2023_05_KC_MIN,00-0029604,QB,COMPOSED,-7.25,1.386188,8.95393,OFFSETTING,38.75,46,7.5601,6.17391,292.9539,284
2023,5,2023_05_NO_NE,00-0036972,QB,COMPOSED,13.75,1.956262,138.68636,SAME_SIGN,35.75,22,6.95626,5.0,248.6864,110
2023,5,2023_05_NO_NE,00-0038108,QB,COMPOSED,11.2,5.418531,136.83211,SAME_SIGN,20.2,9,7.86298,2.44444,158.8321,22
2023,5,2023_05_NO_NE,00-0031280,QB,COMPOSED,4.25,0.40908,42.28812,SAME_SIGN,30.25,26,7.44754,7.03846,225.2881,183
2023,5,2023_05_NYG_MIA,00-0036212,QB,COMPOSED,2.75,-2.986747,-65.62232,OFFSETTING,31.75,29,7.63394,10.62069,242.3777,308
2023,5,2023_05_NYG_MIA,00-0028118,QB,COMPOSED,2.625,-0.461329,12.06556,OFFSETTING,14.625,12,6.70534,7.16667,98.0656,86
2023,5,2023_05_NYG_MIA,00-0035710,QB,COMPOSED,12.25,0.722988,96.20385,SAME_SIGN,32.25,20,6.67299,5.95,215.2039,119
2023,5,2023_05_NYJ_DEN,00-0029263,QB,COMPOSED,2.0,0.982756,44.51486,SAME_SIGN,32.0,30,7.51609,6.53333,240.5149,196
2023,5,2023_05_NYJ_DEN,00-0037013,QB,COMPOSED,1.625,-1.192765,-20.51263,OFFSETTING,27.625,26,6.46108,7.65385,178.4874,199
2023,5,2023_05_PHI_LA,00-0026498,QB,COMPOSED,-2.5,1.663353,42.38569,OFFSETTING,34.5,37,7.66335,6.0,264.3857,222
2023,5,2023_05_PHI_LA,00-0036389,QB,COMPOSED,-4.0,-0.430422,-46.52907,SAME_SIGN,34.0,38,7.54326,7.97368,256.4709,303
2023,5,2023_05_TEN_IND,00-0035289,QB,COMPOSED,8.25,-3.994088,2.47082,OFFSETTING,22.25,14,7.07734,11.07143,157.4708,155
2023,5,2023_05_TEN_IND,00-0039164,QB,COMPOSED,12.66667,-1.209445,73.61147,OFFSETTING,24.6667,12,6.95722,8.16667,171.6115,98
2023,5,2023_05_TEN_IND,00-0029701,QB,COMPOSED,-4.875,-0.4979,-53.00345,SAME_SIGN,28.125,33,7.5021,8.0,210.9966,264
2023,5,2023_05_TEN_IND,00-0032764,QB,COMPOSED,0.33333,5.361662,7.14888,SAME_SIGN,1.3333,1,5.36166,0.0,7.1489,0
2023,6,2023_06_ARI_LA,00-0033949,QB,COMPOSED,-12.375,0.763742,-49.06777,OFFSETTING,28.625,41,6.49545,5.73171,185.9322,235
2023,6,2023_06_ARI_LA,00-0026498,QB,COMPOSED,13.0,-2.644122,41.00118,OFFSETTING,35.0,22,7.62861,10.27273,267.0012,226
2023,6,2023_06_BAL_TEN,00-0034796,QB,COMPOSED,-3.375,-0.160643,-29.36462,SAME_SIGN,26.625,30,7.27269,7.43333,193.6354,223
2023,6,2023_06_BAL_TEN,00-0029701,QB,COMPOSED,12.0,2.762348,134.34573,SAME_SIGN,28.0,16,7.51235,4.75,210.3457,76
2023,6,2023_06_BAL_TEN,00-0038128,QB,COMPOSED,5.16667,-9.157083,-16.63034,OFFSETTING,10.1667,5,5.64292,14.8,57.3697,74
2023,6,2023_06_CAR_MIA,00-0028872,QB,COMPOSED,0.0,-0.743673,-0.74367,ZERO_COMPONENT,1.0,1,6.25633,7.0,6.2563,7
2023,6,2023_06_CAR_MIA,00-0039150,QB,COMPOSED,-1.75,0.535885,9.4324,OFFSETTING,36.25,38,6.24641,5.71053,226.4324,217
2023,6,2023_06_CAR_MIA,00-0034401,QB,COMPOSED,33.75,7.192384,249.93534,SAME_SIGN,34.75,1,7.19238,0.0,249.9353,0
2023,6,2023_06_CAR_MIA,00-0036212,QB,COMPOSED,0.25,-0.754252,-21.45748,OFFSETTING,31.25,31,7.69736,8.45161,240.5425,262
