player,team,position,role,metric,mean,median,q10,q25,q50,q75,q90,sd,p_opportunity_ge_1,forecast_stage,model_health,data_completeness,upstream_blockers,n_draws,written_at,run_id
CeeDee Lamb,DAL,WR,WR1,receiving/receptions,4.6486,4.0,0.0,2.0,4.0,7.0,9.0,3.3922,0.8714,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
CeeDee Lamb,DAL,WR,WR1,receiving/targets,6.8066,7.0,0.0,4.0,7.0,10.0,13.0,4.6596,0.8714,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Malik Nabers,NYG,WR,WR1,receiving/receptions,3.3595,3.0,0.0,2.0,3.0,5.0,7.0,2.3635,0.9339,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Malik Nabers,NYG,WR,WR1,receiving/targets,5.3751,5.0,1.0,3.0,5.0,7.0,10.0,3.2969,0.9339,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Darnell Mooney,NYG,WR,WR3,receiving/receptions,1.7239,1.0,0.0,0.0,1.0,3.0,4.0,1.6467,0.8326,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Darnell Mooney,NYG,WR,WR3,receiving/targets,2.9941,3.0,0.0,1.0,3.0,4.0,6.0,2.4515,0.8326,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
George Pickens,DAL,WR,WR2,receiving/receptions,3.5881,3.0,0.0,0.0,3.0,6.0,8.0,3.1823,0.7619,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
George Pickens,DAL,WR,WR2,receiving/targets,5.7524,6.0,0.0,1.0,6.0,9.0,12.0,4.7573,0.7619,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Ryan Flournoy,DAL,WR,WR3,receiving/receptions,3.3034,3.0,0.0,1.0,3.0,5.0,7.0,2.9092,0.8171,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Ryan Flournoy,DAL,WR,WR3,receiving/targets,4.6835,4.0,0.0,2.0,4.0,7.0,10.0,3.8939,0.8171,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
KaVontae Turpin,DAL,WR,WR4,receiving/receptions,0.9203,0.0,0.0,0.0,0.0,1.0,3.0,1.6775,0.3967,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
KaVontae Turpin,DAL,WR,WR4,receiving/targets,1.4606,0.0,0.0,0.0,0.0,2.0,5.0,2.4923,0.3967,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Camden Brown,DAL,WR,WR6,receiving/receptions,1.5955,1.0,0.0,0.0,1.0,2.0,4.0,2.0353,0.6573,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Camden Brown,DAL,WR,WR6,receiving/targets,2.5266,2.0,0.0,0.0,2.0,4.0,7.0,2.983,0.6573,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Odell Beckham Jr.,NYG,WR,WR4,receiving/receptions,0.7401,0.0,0.0,0.0,0.0,1.0,2.0,1.1016,0.56,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Odell Beckham Jr.,NYG,WR,WR4,receiving/targets,1.3689,1.0,0.0,0.0,1.0,2.0,4.0,1.7368,0.56,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Malachi Fields,NYG,WR,WR2,receiving/receptions,0.8367,0.0,0.0,0.0,0.0,1.0,2.0,1.2518,0.5426,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Malachi Fields,NYG,WR,WR2,receiving/targets,1.3313,1.0,0.0,0.0,1.0,2.0,4.0,1.7721,0.5426,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Jonathan Mingo,DAL,WR,WR5,receiving/receptions,0.582,0.0,0.0,0.0,0.0,1.0,2.0,1.1911,0.3575,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Jonathan Mingo,DAL,WR,WR5,receiving/targets,1.2012,0.0,0.0,0.0,0.0,2.0,4.0,2.2038,0.3575,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Braxton Berrios,NYG,WR,WR6,receiving/receptions,0.761,0.0,0.0,0.0,0.0,1.0,2.0,1.209,0.4849,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Braxton Berrios,NYG,WR,WR6,receiving/targets,1.1347,0.0,0.0,0.0,0.0,2.0,3.0,1.6309,0.4849,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Parris Campbell,DAL,WR,,receiving/receptions,0.2818,0.0,0.0,0.0,0.0,0.0,0.0,1.0603,0.1091,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Parris Campbell,DAL,WR,,receiving/targets,0.4146,0.0,0.0,0.0,0.0,0.0,1.0,1.4849,0.1091,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Dalen Cambre,NYG,WR,WR5,receiving/receptions,0.2112,0.0,0.0,0.0,0.0,0.0,1.0,0.675,0.1532,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Dalen Cambre,NYG,WR,WR5,receiving/targets,0.337,0.0,0.0,0.0,0.0,0.0,1.0,0.9812,0.1532,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Darius Slayton,NYG,WR,,receiving/receptions,0.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.5874,0.0621,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Darius Slayton,NYG,WR,,receiving/targets,0.2111,0.0,0.0,0.0,0.0,0.0,0.0,0.9573,0.0621,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Theo Johnson,NYG,TE,TE2,receiving/receptions,2.2095,2.0,0.0,1.0,2.0,3.0,5.0,1.7821,0.9054,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Theo Johnson,NYG,TE,TE2,receiving/targets,3.4789,3.0,1.0,2.0,3.0,5.0,7.0,2.4247,0.9054,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Jake Ferguson,DAL,TE,TE1,receiving/receptions,2.9266,2.0,0.0,1.0,2.0,4.0,6.0,2.595,0.8224,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Jake Ferguson,DAL,TE,TE1,receiving/targets,3.9926,4.0,0.0,1.0,4.0,6.0,9.0,3.3465,0.8224,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Isaiah Likely,NYG,TE,TE1,receiving/receptions,1.3779,1.0,0.0,0.0,1.0,2.0,3.0,1.5078,0.7294,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Isaiah Likely,NYG,TE,TE1,receiving/targets,1.9955,2.0,0.0,0.0,2.0,3.0,5.0,1.9373,0.7294,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Brevyn Spann-Ford,DAL,TE,TE2,receiving/receptions,0.9229,0.0,0.0,0.0,0.0,1.0,3.0,1.5293,0.4662,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Brevyn Spann-Ford,DAL,TE,TE2,receiving/targets,1.3779,0.0,0.0,0.0,0.0,2.0,4.0,2.136,0.4662,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Luke Schoonmaker,DAL,TE,TE3,receiving/receptions,0.4604,0.0,0.0,0.0,0.0,0.0,2.0,1.1286,0.2481,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Luke Schoonmaker,DAL,TE,TE3,receiving/targets,0.7056,0.0,0.0,0.0,0.0,0.0,3.0,1.6261,0.2481,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Thomas Fidone II,NYG,TE,TE4,receiving/receptions,0.3285,0.0,0.0,0.0,0.0,0.0,1.0,0.812,0.2376,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Thomas Fidone II,NYG,TE,TE4,receiving/targets,0.4637,0.0,0.0,0.0,0.0,0.0,2.0,1.0522,0.2376,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Chris Manhertz,NYG,TE,,receiving/receptions,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.1846,0.004,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
Chris Manhertz,NYG,TE,,receiving/targets,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.2259,0.004,PRE_INACTIVES,CLEAN,PARTIAL_PLAYER_COVERAGE,,8000,2026-09-13T23:12:33Z,3dddf9f62c9260b0
