player,team,opponent,hrb_market_name,line,over_odds,under_odds,sportsbook,retrieval_timestamp_utc,source_url
Kalif Raymond,CHI,CAR,Receptions,1.5,-115,-115,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Colston Loveland,CHI,CAR,Receptions,4.5,-130,+100,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Kyle Monangai,CHI,CAR,Receptions,1.5,+175,-250,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Tetairoa McMillan,CAR,CHI,Receptions,4.5,-120,-110,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Jalen Coker,CAR,CHI,Receptions,3.5,-130,+100,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Xavier Legette,CAR,CHI,Receptions,2.5,+140,-190,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Tommy Tremble,CAR,CHI,Receptions,1.5,+110,-145,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Darren Waller,CAR,CHI,Receptions,1.5,-180,+135,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Chuba Hubbard,CAR,CHI,Receptions,1.5,-155,+120,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Jonathon Brooks,CAR,CHI,Receptions,1.5,-115,-115,Hard Rock Bet,2026-09-13T16:03:19.026Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Bryce Young,CAR,CHI,Passing Yards,210.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:36.801Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Caleb Williams,CHI,CAR,Passing Yards,226.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:36.801Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Bryce Young,CAR,CHI,Rushing Yards,13.5,-120,-110,Hard Rock Bet,2026-09-13T16:05:47.732Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Caleb Williams,CHI,CAR,Rushing Yards,19.5,-120,-110,Hard Rock Bet,2026-09-13T16:05:47.732Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Chuba Hubbard,CAR,CHI,Rushing Yards,50.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:47.732Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
D'Andre Swift,CHI,CAR,Rushing Yards,60.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:47.732Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Jonathon Brooks,CAR,CHI,Rushing Yards,26.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:47.732Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Kyle Monangai,CHI,CAR,Rushing Yards,31.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:47.732Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Chuba Hubbard,CAR,CHI,Receiving Yards,9.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Cole Kmet,CHI,CAR,Receiving Yards,13.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Colston Loveland,CHI,CAR,Receiving Yards,54.5,-120,-110,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
D'Andre Swift,CHI,CAR,Receiving Yards,13.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Darren Waller,CAR,CHI,Receiving Yards,16.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Jalen Coker,CAR,CHI,Receiving Yards,41.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Jonathon Brooks,CAR,CHI,Receiving Yards,9.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Kalif Raymond,CHI,CAR,Receiving Yards,14.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Kyle Monangai,CHI,CAR,Receiving Yards,5.5,-120,-110,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Luther Burden III,CHI,CAR,Receiving Yards,58.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Rome Odunze,CHI,CAR,Receiving Yards,39.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Tetairoa McMillan,CAR,CHI,Receiving Yards,62.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Tommy Tremble,CAR,CHI,Receiving Yards,11.5,-110,-120,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Xavier Legette,CAR,CHI,Receiving Yards,18.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.765Z,https://app.hardrock.bet/competition/nfl/4833624282137493756?tab=player-props
Deshaun Watson,CLE,JAX,Passing TDs,0.5,-180,+135,Hard Rock Bet,2026-09-13T16:02:32.877Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Trevor Lawrence,JAX,CLE,Passing TDs,1.5,-110,-120,Hard Rock Bet,2026-09-13T16:02:32.877Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Deshaun Watson,CLE,JAX,Interceptions,0.5,-150,+115,Hard Rock Bet,2026-09-13T16:02:32.877Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Trevor Lawrence,JAX,CLE,Interceptions,0.5,+105,-135,Hard Rock Bet,2026-09-13T16:02:32.877Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Deshaun Watson,CLE,JAX,Pass Completions,18.5,-115,-115,Hard Rock Bet,2026-09-13T16:02:32.877Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Trevor Lawrence,JAX,CLE,Pass Completions,20.5,-110,-120,Hard Rock Bet,2026-09-13T16:02:32.877Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Deshaun Watson,CLE,JAX,Pass Attempts,30.5,-115,-115,Hard Rock Bet,2026-09-13T16:02:32.877Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Trevor Lawrence,JAX,CLE,Pass Attempts,31.5,-120,-110,Hard Rock Bet,2026-09-13T16:02:32.877Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Quinshon Judkins,CLE,JAX,Rushing Attempts,15.5,-115,-115,Hard Rock Bet,2026-09-13T16:02:49.841Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Deshaun Watson,CLE,JAX,Rushing Attempts,4.5,+110,-145,Hard Rock Bet,2026-09-13T16:02:49.841Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Chris Rodriguez Jr.,JAX,CLE,Rushing Attempts,9.5,-115,-115,Hard Rock Bet,2026-09-13T16:02:49.841Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Trevor Lawrence,JAX,CLE,Rushing Attempts,4.5,-125,-105,Hard Rock Bet,2026-09-13T16:02:49.841Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Bhayshul Tuten,JAX,CLE,Rushing Attempts,11.5,-125,-105,Hard Rock Bet,2026-09-13T16:02:49.841Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Quinshon Judkins,CLE,JAX,Receptions,1.5,-135,+105,Hard Rock Bet,2026-09-13T16:03:16.087Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Harold Fannin Jr.,CLE,JAX,Receptions,3.5,-165,+125,Hard Rock Bet,2026-09-13T16:03:16.087Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Denzel Boston,CLE,JAX,Receptions,2.5,+110,-140,Hard Rock Bet,2026-09-13T16:03:16.087Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Jerry Jeudy,CLE,JAX,Receptions,2.5,-165,+125,Hard Rock Bet,2026-09-13T16:03:16.087Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Jakobi Meyers,JAX,CLE,Receptions,3.5,-115,-115,Hard Rock Bet,2026-09-13T16:03:16.087Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Bhayshul Tuten,JAX,CLE,Receptions,1.5,-155,+120,Hard Rock Bet,2026-09-13T16:03:16.087Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Brian Thomas Jr.,JAX,CLE,Receptions,2.5,-170,+130,Hard Rock Bet,2026-09-13T16:03:16.087Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Brenton Strange,JAX,CLE,Receptions,3.5,+100,-130,Hard Rock Bet,2026-09-13T16:03:16.087Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Parker Washington,JAX,CLE,Receptions,4.5,+115,-150,Hard Rock Bet,2026-09-13T16:03:16.087Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Deshaun Watson,CLE,JAX,Passing Yards,178.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:33.641Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Trevor Lawrence,JAX,CLE,Passing Yards,228.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:33.641Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Bhayshul Tuten,JAX,CLE,Rushing Yards,44.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:44.246Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Chris Rodriguez Jr.,JAX,CLE,Rushing Yards,37.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:44.246Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Deshaun Watson,CLE,JAX,Rushing Yards,16.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:44.246Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Quinshon Judkins,CLE,JAX,Rushing Yards,56.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:44.246Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Trevor Lawrence,JAX,CLE,Rushing Yards,17.5,-110,-120,Hard Rock Bet,2026-09-13T16:05:44.246Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Bhayshul Tuten,JAX,CLE,Receiving Yards,11.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Brenton Strange,JAX,CLE,Receiving Yards,35.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Brian Thomas Jr.,JAX,CLE,Receiving Yards,39.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Denzel Boston,CLE,JAX,Receiving Yards,24.5,-120,-110,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Dylan Sampson,CLE,JAX,Receiving Yards,8.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Harold Fannin Jr.,CLE,JAX,Receiving Yards,37.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Jakobi Meyers,JAX,CLE,Receiving Yards,37.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Jerry Jeudy,CLE,JAX,Receiving Yards,29.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Parker Washington,JAX,CLE,Receiving Yards,54.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Quinshon Judkins,CLE,JAX,Receiving Yards,9.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:56.926Z,https://app.hardrock.bet/competition/nfl/1080225836445073717?tab=player-props
Tyler Shough,NO,DET,Passing TDs,1.5,+125,-165,Hard Rock Bet,2026-09-13T16:02:33.996Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jared Goff,DET,NO,Passing TDs,1.5,-210,+155,Hard Rock Bet,2026-09-13T16:02:33.996Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Tyler Shough,NO,DET,Interceptions,0.5,-120,-110,Hard Rock Bet,2026-09-13T16:02:33.996Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jared Goff,DET,NO,Interceptions,0.5,+120,-155,Hard Rock Bet,2026-09-13T16:02:33.996Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Tyler Shough,NO,DET,Pass Completions,21.5,-115,-115,Hard Rock Bet,2026-09-13T16:02:33.996Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jared Goff,DET,NO,Pass Completions,22.5,-125,-105,Hard Rock Bet,2026-09-13T16:02:33.996Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Tyler Shough,NO,DET,Pass Attempts,33.5,-120,-110,Hard Rock Bet,2026-09-13T16:02:33.996Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jared Goff,DET,NO,Pass Attempts,33.5,-115,-115,Hard Rock Bet,2026-09-13T16:02:33.996Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Tyler Shough,NO,DET,Rushing Attempts,4.5,-105,-125,Hard Rock Bet,2026-09-13T16:02:49.482Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Travis Etienne Jr.,NO,DET,Rushing Attempts,14.5,-130,+100,Hard Rock Bet,2026-09-13T16:02:49.482Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jahmyr Gibbs,DET,NO,Rushing Attempts,18.5,-120,-110,Hard Rock Bet,2026-09-13T16:02:49.482Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Juwan Johnson,NO,DET,Receptions,4.5,+120,-155,Hard Rock Bet,2026-09-13T16:03:16.052Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Travis Etienne Jr.,NO,DET,Receptions,2.5,-135,+105,Hard Rock Bet,2026-09-13T16:03:16.052Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Chris Olave,NO,DET,Receptions,6.5,+110,-140,Hard Rock Bet,2026-09-13T16:03:16.052Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Devaughn Vele,NO,DET,Receptions,3.5,-105,-125,Hard Rock Bet,2026-09-13T16:03:16.052Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Amon-Ra St. Brown,DET,NO,Receptions,6.5,-115,-115,Hard Rock Bet,2026-09-13T16:03:16.052Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jahmyr Gibbs,DET,NO,Receptions,4.5,+115,-150,Hard Rock Bet,2026-09-13T16:03:16.052Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jameson Williams,DET,NO,Receptions,3.5,-145,+110,Hard Rock Bet,2026-09-13T16:03:16.052Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Isaac TeSlaa,DET,NO,Receptions,1.5,+100,-130,Hard Rock Bet,2026-09-13T16:03:16.052Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Sam LaPorta,DET,NO,Receptions,4.5,+120,-150,Hard Rock Bet,2026-09-13T16:03:16.052Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jared Goff,DET,NO,Passing Yards,257.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:39.264Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Tyler Shough,NO,DET,Passing Yards,241.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:39.264Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jahmyr Gibbs,DET,NO,Rushing Yards,86.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:49.495Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jared Goff,DET,NO,Rushing Yards,0.5,+135,-180,Hard Rock Bet,2026-09-13T16:05:49.495Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Travis Etienne Jr.,NO,DET,Rushing Yards,57.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:49.495Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Tyler Shough,NO,DET,Rushing Yards,19.5,-110,-120,Hard Rock Bet,2026-09-13T16:05:49.495Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Amon-Ra St. Brown,DET,NO,Receiving Yards,78.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.452Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Chris Olave,NO,DET,Receiving Yards,77.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.452Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Devaughn Vele,NO,DET,Receiving Yards,40.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.452Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Isaac TeSlaa,DET,NO,Receiving Yards,17.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.452Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jahmyr Gibbs,DET,NO,Receiving Yards,30.5,-120,-110,Hard Rock Bet,2026-09-13T16:06:01.452Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Jameson Williams,DET,NO,Receiving Yards,58.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.452Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Juwan Johnson,NO,DET,Receiving Yards,43.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.452Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Sam LaPorta,DET,NO,Receiving Yards,44.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:01.452Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Travis Etienne Jr.,NO,DET,Receiving Yards,15.5,-120,-110,Hard Rock Bet,2026-09-13T16:06:01.452Z,https://app.hardrock.bet/competition/nfl/7565409299858587961?tab=player-props
Geno Smith,NYJ,TEN,Passing TDs,0.5,-260,+180,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Cam Ward,TEN,NYJ,Passing TDs,1.5,+180,-260,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Geno Smith,NYJ,TEN,Interceptions,0.5,-125,-105,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Cam Ward,TEN,NYJ,Interceptions,0.5,+100,-130,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Geno Smith,NYJ,TEN,Pass Completions,19.5,-105,-125,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Cam Ward,TEN,NYJ,Pass Completions,19.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Geno Smith,NYJ,TEN,Pass Attempts,30.5,-110,-120,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Cam Ward,TEN,NYJ,Pass Attempts,31.5,-125,-105,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Breece Hall,NYJ,TEN,Rushing Attempts,16.5,-105,-125,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Braelon Allen,NYJ,TEN,Rushing Attempts,4.5,-135,+110,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Tyjae Spears,TEN,NYJ,Rushing Attempts,7.5,+100,-130,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Tony Pollard,TEN,NYJ,Rushing Attempts,13.5,-110,-120,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Kenyon Sadiq,NYJ,TEN,Receptions,1.5,-110,-120,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Omar Cooper Jr.,NYJ,TEN,Receptions,1.5,-110,-120,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Adonai Mitchell,NYJ,TEN,Receptions,2.5,-125,-105,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Mason Taylor,NYJ,TEN,Receptions,2.5,+100,-130,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Breece Hall,NYJ,TEN,Receptions,2.5,-140,+110,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Garrett Wilson,NYJ,TEN,Receptions,5.5,-120,-110,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Wan'Dale Robinson,NYJ,TEN,Receptions,4.5,-105,-125,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Calvin Ridley,TEN,NYJ,Receptions,1.5,-165,+125,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Carnell Tate,NYJ,TEN,Receptions,3.5,+110,-140,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Tony Pollard,TEN,NYJ,Receptions,1.5,-120,-110,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Gunnar Helm,TEN,NYJ,Receptions,2.5,+115,-145,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Tyjae Spears,TEN,NYJ,Receptions,2.5,-115,-115,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Elic Ayomanor,TEN,NYJ,Receptions,0.5,-210,+155,Hard Rock Bet,2026-09-13T16:03:27.087Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Cam Ward,TEN,NYJ,Passing Yards,201.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Geno Smith,NYJ,TEN,Passing Yards,210.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:38.445Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Braelon Allen,NYJ,TEN,Rushing Yards,19.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Breece Hall,NYJ,TEN,Rushing Yards,64.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Cam Ward,TEN,NYJ,Rushing Yards,9.5,-120,-110,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Geno Smith,NYJ,TEN,Rushing Yards,6.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Tony Pollard,TEN,NYJ,Rushing Yards,49.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Tyjae Spears,TEN,NYJ,Rushing Yards,25.5,-120,-110,Hard Rock Bet,2026-09-13T16:05:50.678Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Adonai Mitchell,NYJ,TEN,Receiving Yards,33.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Breece Hall,NYJ,TEN,Receiving Yards,21.5,-110,-120,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Calvin Ridley,TEN,NYJ,Receiving Yards,27.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Carnell Tate,NYJ,TEN,Receiving Yards,38.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Elic Ayomanor,TEN,NYJ,Receiving Yards,9.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Garrett Wilson,NYJ,TEN,Receiving Yards,62.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Gunnar Helm,TEN,NYJ,Receiving Yards,20.5,-120,-110,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
