slate,game_id,player,team,market,metric,model_mean,model_median,hardrock_line,over_odds,under_odds,model_p_over_exact_line,model_p_under_exact_line,hardrock_novig_p_over,hardrock_novig_p_under,selected_side,probability_gap_pp,actual,result,model_written_at,hardrock_retrieved_at,data_status,stratum,refusal_reason
425,2026_01_MIA_LV,Jack Bech,LV,Receptions,,,,1.5,-150,+115,,,,,,,,,,2026-09-13T18:12:58.406Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_MIA_LV,Jalen Nailor,LV,Receptions,,,,3.5,+120,-160,,,,,,,,,,2026-09-13T18:12:58.406Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_MIA_LV,Ashton Jeanty,LV,Receptions,,,,3.5,+110,-140,,,,,,,,,,2026-09-13T18:12:58.406Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_MIA_LV,Michael Mayer,LV,Receptions,,,,4.5,-120,-110,,,,,,,,,,2026-09-13T18:12:58.406Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jalen Hurts,PHI,Passing Yards,,,,214.5,-115,-115,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jayden Daniels,WAS,Passing Yards,,,,203.5,-115,-115,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jayden Daniels,WAS,Passing TDs,,,,0.5,-250,+175,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jalen Hurts,PHI,Passing TDs,,,,1.5,+110,-140,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jayden Daniels,WAS,Interceptions,,,,0.5,+110,-140,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jalen Hurts,PHI,Interceptions,,,,0.5,+115,-150,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jayden Daniels,WAS,Pass Completions,,,,18.5,-115,-115,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jalen Hurts,PHI,Pass Completions,,,,18.5,-125,-105,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jayden Daniels,WAS,Pass Attempts,,,,29.5,-115,-115,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jalen Hurts,PHI,Pass Attempts,,,,28.5,-110,-120,,,,,,,,,,2026-09-13T18:12:05.810Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jacory Croskey-Merritt,WAS,Rushing Yards,,,,40.5,-115,-115,,,,,,,,,,2026-09-13T18:12:43.627Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jalen Hurts,PHI,Rushing Yards,,,,29.5,-115,-115,,,,,,,,,,2026-09-13T18:12:43.627Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jayden Daniels,WAS,Rushing Yards,,,,36.5,-110,-120,,,,,,,,,,2026-09-13T18:12:43.627Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Rachaad White,WAS,Rushing Yards,,,,22.5,-115,-115,,,,,,,,,,2026-09-13T18:12:43.627Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Saquon Barkley,PHI,Rushing Yards,,,,77.5,-120,-110,,,,,,,,,,2026-09-13T18:12:43.627Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Tank Bigsby,PHI,Rushing Yards,,,,18.5,-115,-115,,,,,,,,,,2026-09-13T18:12:43.627Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jacory Croskey-Merritt,WAS,Rushing Attempts,,,,11.5,-105,-125,,,,,,,,,,2026-09-13T18:12:32.540Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jayden Daniels,WAS,Rushing Attempts,,,,7.5,-120,-110,,,,,,,,,,2026-09-13T18:12:32.540Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Rachaad White,WAS,Rushing Attempts,,,,5.5,-130,+105,,,,,,,,,,2026-09-13T18:12:32.540Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Saquon Barkley,PHI,Rushing Attempts,,,,17.5,-130,+100,,,,,,,,,,2026-09-13T18:12:32.540Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jalen Hurts,PHI,Rushing Attempts,,,,6.5,-125,-105,,,,,,,,,,2026-09-13T18:12:32.540Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Chig Okonkwo,WAS,Receiving Yards,,,,25.5,-115,-115,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Dallas Goedert,PHI,Receiving Yards,,,,38.5,-115,-115,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,DeVonta Smith,PHI,Receiving Yards,,,,66.5,-115,-115,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Dontayvion Wicks,PHI,Receiving Yards,,,,28.5,-115,-115,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Hollywood Brown,PHI,Receiving Yards,,,,9.5,-120,-110,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jacory Croskey-Merritt,WAS,Receiving Yards,,,,6.5,-115,-115,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Makai Lemon,PHI,Receiving Yards,,,,23.5,-120,-110,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Rachaad White,WAS,Receiving Yards,,,,14.5,-115,-115,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Saquon Barkley,PHI,Receiving Yards,,,,15.5,-115,-115,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Stefon Diggs,WAS,Receiving Yards,,,,41.5,-120,-110,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Terry McLaurin,WAS,Receiving Yards,,,,51.5,-115,-115,,,,,,,,,,2026-09-13T18:12:56.498Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Chig Okonkwo,WAS,Receptions,,,,2.5,-160,+120,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Stefon Diggs,WAS,Receptions,,,,3.5,-150,+115,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Rachaad White,WAS,Receptions,,,,2.5,+130,-170,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Terry McLaurin,WAS,Receptions,,,,3.5,-165,+125,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Jacory Croskey-Merritt,WAS,Receptions,,,,1.5,+155,-210,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Dallas Goedert,PHI,Receptions,,,,3.5,-130,+100,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Saquon Barkley,PHI,Receptions,,,,2.5,-105,-125,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Dontayvion Wicks,PHI,Receptions,,,,2.5,-120,-110,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Makai Lemon,PHI,Receptions,,,,2.5,+125,-160,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,DeVonta Smith,PHI,Receptions,,,,5.5,+110,-140,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
425,2026_01_WAS_PHI,Hollywood Brown,PHI,Receptions,,,,1.5,+175,-250,,,,,,,,,,2026-09-13T18:13:06.230Z,REFUSED,REFUSED,REFUSED:OUTCOME_NOT_PUBLISHED
