slate,game_id,player,team,market,metric,model_mean,model_median,hardrock_line,over_odds,under_odds,model_p_over_exact_line,model_p_under_exact_line,hardrock_novig_p_over,hardrock_novig_p_under,selected_side,probability_gap_pp,actual,actual_basis,absence_class,result,model_written_at,hardrock_retrieved_at,data_status,stratum,refusal_reason
1PM,2026_01_ATL_PIT,Cooper Rush,ATL,Passing TDs,qb/ptd,0.127,0.0,0.5,-220,+155,0.111,0.889,0.636776,0.363224,UNDER,52.5776,1.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:34.264Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_ATL_PIT,Cooper Rush,ATL,Passing Yards,qb/pyds,23.8489,12.3452,177.5,-115,-115,0.0,1.0,0.5,0.5,UNDER,50.0,143.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:05:34.269Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_ATL_PIT,DK Metcalf,PIT,Receiving Yards,receiving/receiving_yards,62.768,56.5,49.5,-115,-115,0.558,0.442,0.5,0.5,OVER,5.8,40.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:06:00.505Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,DK Metcalf,PIT,Receptions,receiving/receptions,4.483,4.0,3.5,-145,+110,0.595,0.405,0.55414,0.44586,OVER,4.086,4.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:14.915Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Darnell Washington,PIT,Receiving Yards,receiving/receiving_yards,14.323,0.0,16.5,-115,-115,0.289,0.711,0.5,0.5,UNDER,21.1,18.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:06:00.505Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Darnell Washington,PIT,Receptions,receiving/receptions,1.302,0.0,1.5,-170,+130,0.332,0.668,0.591528,0.408472,UNDER,25.9528,2.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:03:14.915Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Drake London,ATL,Receiving Yards,receiving/receiving_yards,57.436,50.0,54.5,-115,-115,0.464,0.536,0.5,0.5,UNDER,3.6,29.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:06:00.505Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Drake London,ATL,Receptions,receiving/receptions,4.487,4.0,4.5,-155,+120,0.463,0.537,0.572148,0.427852,UNDER,10.9148,2.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:14.915Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Jahan Dotson,ATL,Receiving Yards,receiving/receiving_yards,20.477,10.0,13.5,-120,-110,0.449,0.551,0.510121,0.489879,UNDER,6.1121,19.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:06:00.505Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Jahan Dotson,ATL,Receptions,receiving/receptions,1.578,1.0,1.5,-115,-115,0.417,0.583,0.5,0.5,UNDER,8.3,1.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:14.915Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Jaylen Warren,PIT,Receiving Yards,receiving/receiving_yards,13.65,7.0,18.5,-120,-110,0.294,0.706,0.510121,0.489879,UNDER,21.6121,27.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:06:00.505Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Jaylen Warren,PIT,Receptions,receiving/receptions,1.845,1.0,2.5,-135,+105,0.324,0.676,0.540791,0.459209,UNDER,21.6791,5.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:03:14.915Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Jaylen Warren,PIT,Rushing Attempts,rushing/carries,6.8652,6.8843,10.5,-130,+100,0.213,0.787,0.530612,0.469388,UNDER,31.7612,10.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:49.229Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Jaylen Warren,PIT,Rushing Yards,,,,43.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:47.475Z,REFUSED,REFUSED,REFUSED:MARKET_NOT_MAPPED | NOT_MODELLED: this engine has no non-quarterback rushing-yards metric. Carries are not yards.
1PM,2026_01_ATL_PIT,Kyle Pitts Sr.,ATL,Receiving Yards,,,,38.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:00.505Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_ATL_PIT,Kyle Pitts Sr.,ATL,Receptions,,,,4.5,+115,-150,,,,,,,,,,,,2026-09-13T16:03:14.915Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_ATL_PIT,Michael Pittman Jr.,PIT,Receiving Yards,,,,37.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:00.505Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_ATL_PIT,Michael Pittman Jr.,PIT,Receptions,,,,3.5,-145,+110,,,,,,,,,,,,2026-09-13T16:03:14.915Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_ATL_PIT,Pat Freiermuth,PIT,Receiving Yards,receiving/receiving_yards,25.831,19.0,27.5,-115,-115,0.374,0.626,0.5,0.5,UNDER,12.6,46.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:06:00.505Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Pat Freiermuth,PIT,Receptions,receiving/receptions,2.596,2.0,2.5,-150,+115,0.427,0.573,0.563319,0.436681,UNDER,13.6319,5.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:03:14.915Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Rico Dowdle,PIT,Receiving Yards,receiving/receiving_yards,20.564,15.0,10.5,-120,-110,0.577,0.423,0.510121,0.489879,OVER,6.6879,6.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:06:00.505Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Rico Dowdle,PIT,Receptions,receiving/receptions,2.885,2.0,1.5,-155,+120,0.638,0.362,0.572148,0.427852,OVER,6.5852,2.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:14.915Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Rico Dowdle,PIT,Rushing Attempts,rushing/carries,7.4085,7.2081,11.5,-125,-105,0.182,0.818,0.520305,0.479695,UNDER,33.8305,8.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:49.229Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Rico Dowdle,PIT,Rushing Yards,,,,45.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:47.475Z,REFUSED,REFUSED,REFUSED:MARKET_NOT_MAPPED | NOT_MODELLED: this engine has no non-quarterback rushing-yards metric. Carries are not yards.
1PM,2026_01_ATL_PIT,Roman Wilson,PIT,Receiving Yards,receiving/receiving_yards,12.58,0.0,11.5,-120,-110,0.283,0.717,0.510121,0.489879,UNDER,22.7121,26.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:06:00.505Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_ATL_PIT,Roman Wilson,PIT,Receptions,receiving/receptions,0.921,0.0,1.5,+115,-150,0.231,0.769,0.436681,0.563319,UNDER,20.5681,3.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:03:14.915Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Alec Pierce,IND,Receiving Yards,receiving/receiving_yards,44.632,34.0,29.5,-115,-115,0.538,0.462,0.5,0.5,OVER,3.8,61.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Alec Pierce,IND,Receptions,receiving/receptions,2.43,2.0,2.5,+110,-140,0.402,0.598,0.449438,0.550562,UNDER,4.7438,4.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Daniel Jones,IND,Interceptions,qb/int,0.261,0.0,0.5,-115,-115,0.208,0.792,0.5,0.5,UNDER,29.2,1.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.302Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Daniel Jones,IND,Pass Attempts,qb/att,12.882,9.0,31.5,-125,-105,0.103,0.897,0.520305,0.479695,UNDER,41.7305,31.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.302Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Daniel Jones,IND,Pass Completions,qb/cmp,7.903,5.0,22.5,-115,-115,0.057,0.943,0.5,0.5,UNDER,44.3,19.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.302Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Daniel Jones,IND,Passing TDs,qb/ptd,0.549,0.0,1.5,+120,-160,0.149,0.851,0.424837,0.575163,UNDER,27.5837,1.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.302Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Daniel Jones,IND,Passing Yards,qb/pyds,91.9856,60.4118,229.5,-115,-115,0.123,0.877,0.5,0.5,UNDER,37.7,166.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:05:35.566Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Daniel Jones,IND,Rushing Attempts,,,,3.5,-110,-120,,,,,,,,,,,,2026-09-13T16:02:51.236Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/rush_opp has no exact realised match
1PM,2026_01_BAL_IND,Daniel Jones,IND,Rushing Yards,,,,10.5,-120,-110,,,,,,,,,,,,2026-09-13T16:05:46.012Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/ryds has no exact realised match
1PM,2026_01_BAL_IND,Derrick Henry,BAL,Receiving Yards,receiving/receiving_yards,9.203,0.0,6.5,-120,-110,0.357,0.643,0.510121,0.489879,UNDER,15.3121,19.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Derrick Henry,BAL,Receptions,receiving/receptions,0.996,0.0,1.5,+175,-250,0.245,0.755,0.337349,0.662651,UNDER,9.2349,1.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Derrick Henry,BAL,Rushing Attempts,rushing/carries,13.2823,12.9845,17.5,-125,-105,0.226,0.774,0.520305,0.479695,UNDER,29.4305,24.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:51.236Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Derrick Henry,BAL,Rushing Yards,,,,78.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:46.012Z,REFUSED,REFUSED,REFUSED:MARKET_NOT_MAPPED | NOT_MODELLED: this engine has no non-quarterback rushing-yards metric. Carries are not yards.
1PM,2026_01_BAL_IND,Ja'Kobi Lane,IND,Receiving Yards,,,,19.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:00.382Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BAL_IND,Ja'Kobi Lane,IND,Receptions,,,,1.5,-130,+100,,,,,,,,,,,,2026-09-13T16:03:17.405Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BAL_IND,Jonathan Taylor,IND,Receiving Yards,receiving/receiving_yards,18.096,10.0,18.5,-115,-115,0.361,0.639,0.5,0.5,UNDER,13.9,23.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Jonathan Taylor,IND,Receptions,receiving/receptions,2.162,2.0,2.5,-120,-110,0.354,0.646,0.510121,0.489879,UNDER,15.6121,3.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Jonathan Taylor,IND,Rushing Attempts,rushing/carries,13.4524,12.9734,18.5,+100,-130,0.212,0.788,0.469388,0.530612,UNDER,25.7388,19.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:51.236Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Jonathan Taylor,IND,Rushing Yards,,,,77.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:46.012Z,REFUSED,REFUSED,REFUSED:MARKET_NOT_MAPPED | NOT_MODELLED: this engine has no non-quarterback rushing-yards metric. Carries are not yards.
1PM,2026_01_BAL_IND,Josh Downs,IND,Receiving Yards,receiving/receiving_yards,29.368,22.0,45.5,-115,-115,0.226,0.774,0.5,0.5,UNDER,27.4,37.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Josh Downs,IND,Receptions,receiving/receptions,2.677,2.0,4.5,+115,-145,0.189,0.811,0.440054,0.559946,UNDER,25.1054,2.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Justice Hill,BAL,Receiving Yards,receiving/receiving_yards,13.744,8.0,10.5,-115,-115,0.443,0.557,0.5,0.5,UNDER,5.7,10.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Justice Hill,BAL,Receptions,receiving/receptions,1.799,1.0,1.5,-200,+145,0.471,0.529,0.620253,0.379747,UNDER,14.9253,1.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Justice Hill,BAL,Rushing Yards,,,,8.5,-110,-120,,,,,,,,,,,,2026-09-13T16:05:46.012Z,REFUSED,REFUSED,REFUSED:MARKET_NOT_MAPPED | NOT_MODELLED: this engine has no non-quarterback rushing-yards metric. Carries are not yards.
1PM,2026_01_BAL_IND,Keenan Allen,IND,Receiving Yards,receiving/receiving_yards,35.532,28.0,27.5,-115,-115,0.509,0.491,0.5,0.5,OVER,0.9,32.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Keenan Allen,IND,Receptions,receiving/receptions,3.337,3.0,3.5,+110,-145,0.422,0.578,0.44586,0.55414,UNDER,2.386,6.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Lamar Jackson,BAL,Interceptions,qb/int,0.586,0.0,0.5,+110,-145,0.435,0.565,0.44586,0.55414,UNDER,1.086,0.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.302Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Lamar Jackson,BAL,Pass Attempts,qb/att,27.611,29.0,27.5,-120,-110,0.559,0.441,0.510121,0.489879,OVER,4.8879,25.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.302Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Lamar Jackson,BAL,Pass Completions,qb/cmp,18.014,19.0,18.5,+110,-140,0.512,0.488,0.449438,0.550562,OVER,6.2562,17.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.302Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Lamar Jackson,BAL,Passing TDs,qb/ptd,1.266,1.0,1.5,+100,-130,0.365,0.635,0.469388,0.530612,UNDER,10.4388,1.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.302Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Lamar Jackson,BAL,Passing Yards,qb/pyds,215.9886,219.0,219.5,-115,-115,0.499,0.501,0.5,0.5,UNDER,0.1,324.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:05:35.566Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BAL_IND,Lamar Jackson,BAL,Rushing Attempts,,,,6.5,-110,-120,,,,,,,,,,,,2026-09-13T16:02:51.236Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/rush_opp has no exact realised match
1PM,2026_01_BAL_IND,Lamar Jackson,BAL,Rushing Yards,,,,38.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:46.012Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/ryds has no exact realised match
1PM,2026_01_BAL_IND,Mark Andrews,BAL,Receiving Yards,receiving/receiving_yards,38.561,33.0,32.5,-115,-115,0.501,0.499,0.5,0.5,OVER,0.1,49.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Mark Andrews,BAL,Receptions,receiving/receptions,3.272,3.0,3.5,+110,-140,0.429,0.571,0.449438,0.550562,UNDER,2.0438,4.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Rashod Bateman,BAL,Receiving Yards,receiving/receiving_yards,14.864,0.0,25.5,-115,-115,0.224,0.776,0.5,0.5,UNDER,27.6,0.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Rashod Bateman,BAL,Receptions,receiving/receptions,1.136,0.0,1.5,-190,+145,0.308,0.692,0.616148,0.383852,UNDER,30.8148,0.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Tyler Warren,IND,Receiving Yards,receiving/receiving_yards,40.559,34.0,47.5,-115,-115,0.336,0.664,0.5,0.5,UNDER,16.4,13.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Tyler Warren,IND,Receptions,receiving/receptions,3.753,3.0,4.5,-145,+115,0.335,0.665,0.559946,0.440054,UNDER,22.4946,3.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Zay Flowers,BAL,Receiving Yards,receiving/receiving_yards,82.829,75.0,64.5,-115,-115,0.578,0.422,0.5,0.5,OVER,7.8,150.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:06:00.382Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BAL_IND,Zay Flowers,BAL,Receptions,receiving/receptions,6.181,6.0,4.5,-160,+120,0.675,0.325,0.575163,0.424837,OVER,9.9837,5.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:03:17.405Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_BUF_HOU,C.J. Stroud,HOU,Interceptions,qb/int,0.504,0.0,0.5,-125,-105,0.403,0.597,0.520305,0.479695,UNDER,11.7305,0.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T16:07:31.584827Z,2026-09-13T16:03:47.396Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,C.J. Stroud,HOU,Pass Attempts,qb/att,30.082,31.0,31.5,-115,-115,0.468,0.532,0.5,0.5,UNDER,3.2,38.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T16:07:31.584827Z,2026-09-13T16:03:47.396Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,C.J. Stroud,HOU,Pass Completions,qb/cmp,19.387,20.0,19.5,-130,+100,0.537,0.463,0.530612,0.469388,OVER,0.6388,26.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T16:07:31.584827Z,2026-09-13T16:03:47.396Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,C.J. Stroud,HOU,Passing TDs,qb/ptd,1.327,1.0,1.5,+120,-155,0.383,0.617,0.427852,0.572148,UNDER,4.4852,2.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T16:07:31.584827Z,2026-09-13T16:03:47.396Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,C.J. Stroud,HOU,Passing Yards,qb/pyds,227.9053,226.237,222.5,-115,-115,0.522,0.478,0.5,0.5,OVER,2.2,274.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T16:07:31.584827Z,2026-09-13T16:05:43.391Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,C.J. Stroud,HOU,Rushing Yards,,,,10.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.938Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/ryds has no exact realised match
1PM,2026_01_BUF_HOU,DJ Moore,BUF,Receiving Yards,,,,48.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,DJ Moore,BUF,Receptions,,,,3.5,-145,+110,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Dalton Kincaid,BUF,Receiving Yards,,,,39.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Dalton Kincaid,BUF,Receptions,,,,3.5,-110,-120,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Dalton Schultz,HOU,Receiving Yards,,,,34.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Dalton Schultz,HOU,Receptions,,,,3.5,-120,-110,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,David Montgomery,HOU,Receiving Yards,,,,10.5,-120,-110,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,David Montgomery,HOU,Receptions,,,,1.5,-130,+100,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,David Montgomery,HOU,Rushing Attempts,,,,13.5,-120,-110,,,,,,,,,,,,2026-09-13T16:04:03.436Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,David Montgomery,HOU,Rushing Yards,,,,55.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.938Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Dawson Knox,BUF,Receiving Yards,,,,13.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Dawson Knox,BUF,Receptions,,,,1.5,+100,-130,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
