slate,game_id,player,team,market,metric,model_mean,model_median,hardrock_line,over_odds,under_odds,model_p_over_exact_line,model_p_under_exact_line,hardrock_novig_p_over,hardrock_novig_p_under,selected_side,probability_gap_pp,actual,actual_basis,absence_class,result,model_written_at,hardrock_retrieved_at,data_status,stratum,refusal_reason
1PM,2026_01_CLE_JAX,Jerry Jeudy,CLE,Receptions,,,,2.5,-165,+125,,,,,,,,,,,,2026-09-13T16:03:16.087Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Parker Washington,JAX,Receiving Yards,,,,54.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Parker Washington,JAX,Receptions,,,,4.5,+115,-150,,,,,,,,,,,,2026-09-13T16:03:16.087Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Quinshon Judkins,CLE,Receiving Yards,,,,9.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Quinshon Judkins,CLE,Receptions,,,,1.5,-135,+105,,,,,,,,,,,,2026-09-13T16:03:16.087Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Quinshon Judkins,CLE,Rushing Attempts,,,,15.5,-115,-115,,,,,,,,,,,,2026-09-13T16:02:49.841Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Quinshon Judkins,CLE,Rushing Yards,,,,56.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:44.246Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Trevor Lawrence,JAX,Interceptions,qb/int,0.667,0.0,0.5,+105,-135,0.48,0.52,0.459209,0.540791,OVER,2.0791,0.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.877Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Trevor Lawrence,JAX,Pass Attempts,qb/att,29.071,30.0,31.5,-120,-110,0.435,0.565,0.510121,0.489879,UNDER,7.5121,23.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.877Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Trevor Lawrence,JAX,Pass Completions,qb/cmp,18.43,19.0,20.5,-110,-120,0.408,0.592,0.489879,0.510121,UNDER,8.1879,18.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.877Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Trevor Lawrence,JAX,Passing TDs,qb/ptd,1.105,1.0,1.5,-110,-120,0.306,0.694,0.489879,0.510121,UNDER,18.3879,4.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.877Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Trevor Lawrence,JAX,Passing Yards,qb/pyds,202.5161,206.1026,228.5,-115,-115,0.387,0.613,0.5,0.5,UNDER,11.3,245.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:05:33.641Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Trevor Lawrence,JAX,Rushing Attempts,,,,4.5,-125,-105,,,,,,,,,,,,2026-09-13T16:02:49.841Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/rush_opp has no exact realised match
1PM,2026_01_CLE_JAX,Trevor Lawrence,JAX,Rushing Yards,,,,17.5,-110,-120,,,,,,,,,,,,2026-09-13T16:05:44.246Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/ryds has no exact realised match
1PM,2026_01_NO_DET,Amon-Ra St. Brown,DET,Receiving Yards,receiving/receiving_yards,75.894,69.0,78.5,-115,-115,0.415,0.585,0.5,0.5,UNDER,8.5,67.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T16:13:33.450638Z,2026-09-13T16:06:01.452Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_NO_DET,Amon-Ra St. Brown,DET,Receptions,receiving/receptions,6.535,6.0,6.5,-115,-115,0.465,0.535,0.5,0.5,UNDER,3.5,10.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T16:13:33.450638Z,2026-09-13T16:03:16.052Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_NO_DET,Chris Olave,NO,Receiving Yards,receiving/receiving_yards,59.364,53.0,77.5,-115,-115,0.31,0.69,0.5,0.5,UNDER,19.0,182.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T16:13:33.450638Z,2026-09-13T16:06:01.452Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
1PM,2026_01_NO_DET,Chris Olave,NO,Receptions,receiving/receptions,4.598,4.0,6.5,+110,-140,0.269,0.731,0.449438,0.550562,UNDER,18.0438,10.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T16:13:33.450638Z,2026-09-13T16:03:16.052Z,PARTIAL_PLAYER_COVERAGE,CLEAN,
