season,game_id,team,starter,established_incumbent,team_dropbacks,starter_share,pid,dropbacks,share,classification,entry_qtr,entry_secs_remaining,margin_at_entry,starter_returned
2024,2024_20_WAS_DET,DET,00-0033106,True,45,0.9333,00-0035685,1,0.0222,PLANNED_ROTATION_OR_PACKAGE,3.0,1406.0,10.0,True
2024,2024_20_WAS_DET,DET,00-0033106,True,45,0.9333,00-0037240,1,0.0222,PLANNED_ROTATION_OR_PACKAGE,4.0,733.0,10.0,True
2021,2021_01_GB_NO,GB,00-0023459,False,37,0.7838,00-0036264,8,0.2162,BLOWOUT_RELIEF,4.0,556.0,35.0,False
2021,2021_17_MIN_GB,GB,00-0023459,True,42,0.9048,00-0036264,4,0.0952,BLOWOUT_RELIEF,4.0,320.0,27.0,False
2021,2021_18_GB_DET,GB,00-0023459,True,39,0.5385,00-0036264,18,0.4615,REPLACEMENT_NO_RETURN,3.0,1730.0,4.0,False
2022,2022_01_GB_MIN,GB,00-0023459,False,43,0.8837,00-0036264,5,0.1163,REPLACEMENT_NO_RETURN,4.0,62.0,16.0,False
2022,2022_06_NYJ_GB,GB,00-0023459,True,49,0.9184,00-0036264,4,0.0816,BLOWOUT_RELIEF,4.0,154.0,17.0,False
2022,2022_12_GB_PHI,GB,00-0023459,True,28,0.6786,00-0036264,9,0.3214,REPLACEMENT_NO_RETURN,4.0,630.0,14.0,False
2022,2022_17_MIN_GB,GB,00-0023459,True,28,0.8929,00-0036264,3,0.1071,BLOWOUT_RELIEF,4.0,375.0,31.0,False
2023,2023_07_GB_DEN,GB,00-0036264,True,32,0.9688,00-0038393,1,0.0312,PLANNED_ROTATION_OR_PACKAGE,3.0,1615.0,9.0,True
2023,2023_17_GB_MIN,GB,00-0036264,True,34,0.9706,00-0038391,1,0.0294,BLOWOUT_RELIEF,4.0,108.0,23.0,False
2024,2024_01_GB_PHI,GB,00-0036264,False,37,0.9459,00-0038128,2,0.0541,REPLACEMENT_NO_RETURN,4.0,6.0,5.0,False
2024,2024_08_GB_JAX,GB,00-0036264,True,28,0.7857,00-0038128,6,0.2143,REPLACEMENT_NO_RETURN,3.0,1020.0,4.0,False
2024,2024_16_NO_GB,GB,00-0036264,True,30,0.9333,00-0038128,2,0.0667,BLOWOUT_RELIEF,4.0,258.0,27.0,False
2024,2024_18_CHI_GB,GB,00-0036264,True,28,0.4286,00-0038128,16,0.5714,REPLACEMENT_NO_RETURN,2.0,2509.0,11.0,False
2021,2021_02_HOU_CLE,HOU,00-0028118,True,30,0.3667,00-0036898,19,0.6333,REPLACEMENT_NO_RETURN,3.0,1735.0,0.0,False
2021,2021_08_LA_HOU,HOU,00-0036898,True,44,0.9773,00-0030288,1,0.0227,PLANNED_ROTATION_OR_PACKAGE,2.0,2129.0,17.0,True
2021,2021_09_HOU_MIA,HOU,00-0028118,False,49,0.9796,00-0026035,1,0.0204,PLANNED_ROTATION_OR_PACKAGE,2.0,2130.0,4.0,True
2021,2021_13_IND_HOU,HOU,00-0028118,True,31,0.4839,00-0036898,16,0.5161,REPLACEMENT_NO_RETURN,3.0,1097.0,21.0,False
2022,2022_08_TEN_HOU,HOU,00-0036898,True,33,0.9697,00-0030288,1,0.0303,PLANNED_ROTATION_OR_PACKAGE,2.0,2511.0,0.0,True
2022,2022_14_HOU_DAL,HOU,00-0036898,False,27,0.7778,00-0032436,6,0.2222,PLANNED_ROTATION_OR_PACKAGE,1.0,3203.0,7.0,True
2022,2022_15_KC_HOU,HOU,00-0032436,False,30,0.1667,00-0036898,24,0.8,UNCLASSIFIED,1.0,3502.0,0.0,True
2022,2022_15_KC_HOU,HOU,00-0032436,False,30,0.1667,00-0032208,1,0.0333,PLANNED_ROTATION_OR_PACKAGE,2.0,2436.0,0.0,True
2022,2022_16_HOU_TEN,HOU,00-0036898,False,33,0.8788,00-0032436,4,0.1212,PLANNED_ROTATION_OR_PACKAGE,1.0,3075.0,7.0,True
2022,2022_17_JAX_HOU,HOU,00-0036898,True,46,0.8913,00-0032436,5,0.1087,PLANNED_ROTATION_OR_PACKAGE,2.0,2224.0,21.0,True
2022,2022_18_HOU_IND,HOU,00-0036898,True,41,0.9512,00-0032436,2,0.0488,PLANNED_ROTATION_OR_PACKAGE,1.0,2812.0,3.0,True
2023,2023_04_PIT_HOU,HOU,00-0039163,True,31,0.9677,00-0035250,1,0.0323,PLANNED_ROTATION_OR_PACKAGE,4.0,654.0,10.0,True
2023,2023_11_ARI_HOU,HOU,00-0039163,True,42,0.9524,00-0036898,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,3.0,1656.0,11.0,True
2023,2023_11_ARI_HOU,HOU,00-0039163,True,42,0.9524,00-0038977,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,4.0,339.0,5.0,True
2023,2023_13_DEN_HOU,HOU,00-0039163,True,33,0.9697,00-0036898,1,0.0303,PLANNED_ROTATION_OR_PACKAGE,4.0,425.0,5.0,True
2023,2023_14_HOU_NYJ,HOU,00-0039163,True,33,0.8182,00-0036898,6,0.1818,BLOWOUT_RELIEF,4.0,384.0,18.0,False
2023,2023_15_HOU_TEN,HOU,00-0028986,False,40,0.975,00-0036898,1,0.025,PLANNED_ROTATION_OR_PACKAGE,4.0,4.0,0.0,True
2023,2023_16_CLE_HOU,HOU,00-0028986,True,52,0.3846,00-0036898,32,0.6154,UNCLASSIFIED,1.0,3029.0,7.0,True
2023,2023_19_CLE_HOU,HOU,00-0039163,True,22,0.9545,00-0036898,1,0.0455,BLOWOUT_RELIEF,4.0,473.0,31.0,False
2024,2024_03_HOU_MIN,HOU,00-0039163,True,49,0.7143,00-0031588,1,0.0204,PLANNED_ROTATION_OR_PACKAGE,2.0,2525.0,14.0,True
2024,2024_03_HOU_MIN,HOU,00-0039163,True,49,0.7143,00-0036898,13,0.2653,BLOWOUT_RELIEF,4.0,279.0,27.0,False
2024,2024_06_HOU_NE,HOU,00-0039163,True,34,0.9706,00-0036898,1,0.0294,BLOWOUT_RELIEF,4.0,223.0,20.0,False
2024,2024_09_HOU_NYJ,HOU,00-0039163,True,39,0.9744,00-0033897,1,0.0256,PLANNED_ROTATION_OR_PACKAGE,4.0,547.0,4.0,True
2024,2024_17_BAL_HOU,HOU,00-0039163,True,37,0.973,00-0036898,1,0.027,BLOWOUT_RELIEF,4.0,132.0,29.0,False
2024,2024_18_HOU_TEN,HOU,00-0039163,True,29,0.2069,00-0036898,23,0.7931,REPLACEMENT_NO_RETURN,1.0,3033.0,7.0,False
2021,2021_02_LA_IND,IND,00-0032950,True,39,0.8718,00-0036226,5,0.1282,REPLACEMENT_NO_RETURN,4.0,143.0,3.0,False
2022,2022_17_IND_NYG,IND,00-0029567,True,29,0.4828,00-0036879,15,0.5172,REPLACEMENT_NO_RETURN,3.0,1754.0,21.0,False
2023,2023_01_JAX_IND,IND,00-0039164,False,43,0.9535,00-0035289,2,0.0465,REPLACEMENT_NO_RETURN,4.0,59.0,10.0,False
2023,2023_02_IND_HOU,IND,00-0039164,True,33,0.303,00-0035289,23,0.697,REPLACEMENT_NO_RETURN,2.0,2565.0,7.0,False
2023,2023_05_TEN_IND,IND,00-0039164,True,27,0.4815,00-0035289,14,0.5185,REPLACEMENT_NO_RETURN,2.0,2012.0,4.0,False
2024,2024_04_PIT_IND,IND,00-0039164,True,32,0.125,00-0026158,28,0.875,REPLACEMENT_NO_RETURN,1.0,3026.0,7.0,False
2024,2024_05_IND_JAX,IND,00-0026158,False,49,0.9796,00-0039890,1,0.0204,PLANNED_ROTATION_OR_PACKAGE,2.0,1971.0,3.0,True
2021,2021_09_BUF_JAX,JAX,00-0036971,True,30,0.9333,00-0033936,2,0.0667,PLANNED_ROTATION_OR_PACKAGE,2.0,1920.0,0.0,True
2022,2022_07_NYG_JAX,JAX,00-0036971,True,44,0.9773,00-0034775,1,0.0227,PLANNED_ROTATION_OR_PACKAGE,4.0,28.0,6.0,True
2022,2022_13_JAX_DET,JAX,00-0036971,True,36,0.9167,00-0033936,3,0.0833,BLOWOUT_RELIEF,4.0,120.0,26.0,False
2022,2022_17_JAX_HOU,JAX,00-0036971,True,31,0.7097,00-0033936,9,0.2903,REPLACEMENT_NO_RETURN,3.0,1173.0,25.0,False
2023,2023_02_KC_JAX,JAX,00-0036971,True,46,0.9783,00-0034775,1,0.0217,PLANNED_ROTATION_OR_PACKAGE,2.0,2150.0,3.0,True
2023,2023_03_HOU_JAX,JAX,00-0036971,True,42,0.9524,00-0033936,2,0.0476,BLOWOUT_RELIEF,4.0,120.0,20.0,False
2023,2023_07_JAX_NO,JAX,00-0036971,True,30,0.9667,00-0034437,1,0.0333,PLANNED_ROTATION_OR_PACKAGE,2.0,1893.0,8.0,True
2023,2023_10_SF_JAX,JAX,00-0036971,True,37,0.9189,00-0034775,1,0.027,PLANNED_ROTATION_OR_PACKAGE,2.0,2613.0,10.0,True
2023,2023_10_SF_JAX,JAX,00-0036971,True,37,0.9189,00-0033936,2,0.0541,BLOWOUT_RELIEF,4.0,139.0,31.0,False
2023,2023_13_CIN_JAX,JAX,00-0036971,True,43,0.7209,00-0033936,12,0.2791,REPLACEMENT_NO_RETURN,4.0,120.0,3.0,False
2023,2023_16_JAX_TB,JAX,00-0036971,True,48,0.6667,00-0033936,16,0.3333,BLOWOUT_RELIEF,4.0,812.0,24.0,False
2024,2024_03_JAX_BUF,JAX,00-0036971,True,51,0.8235,00-0036972,9,0.1765,BLOWOUT_RELIEF,4.0,391.0,30.0,False
2024,2024_06_JAX_CHI,JAX,00-0036971,True,40,0.95,00-0036972,2,0.05,BLOWOUT_RELIEF,4.0,168.0,19.0,False
2024,2024_13_HOU_JAX,JAX,00-0036971,False,42,0.2381,00-0036972,32,0.7619,REPLACEMENT_NO_RETURN,2.0,1865.0,6.0,False
2021,2021_07_KC_TEN,KC,00-0033873,True,55,0.7091,00-0026197,16,0.2909,BLOWOUT_RELIEF,4.0,264.0,24.0,False
2021,2021_10_KC_LV,KC,00-0033873,True,51,0.9804,00-0035889,1,0.0196,PLANNED_ROTATION_OR_PACKAGE,4.0,893.0,13.0,True
2021,2021_19_PIT_KC,KC,00-0033873,True,43,0.9767,00-0030506,1,0.0233,BLOWOUT_RELIEF,4.0,858.0,21.0,True
2022,2022_03_KC_IND,KC,00-0033873,True,37,0.973,00-0035889,1,0.027,PLANNED_ROTATION_OR_PACKAGE,4.0,814.0,4.0,True
2022,2022_07_KC_SF,KC,00-0033873,True,37,0.9459,00-0026197,2,0.0541,BLOWOUT_RELIEF,4.0,240.0,21.0,False
2022,2022_20_JAX_KC,KC,00-0033873,True,37,0.8108,00-0026197,7,0.1892,PLANNED_ROTATION_OR_PACKAGE,2.0,2399.0,3.0,True
2023,2023_03_CHI_KC,KC,00-0033873,True,38,0.8684,00-0027948,5,0.1316,REPLACEMENT_NO_RETURN,3.0,1107.0,41.0,False
2023,2023_06_DEN_KC,KC,00-0033873,True,43,0.9767,00-0036913,1,0.0233,PLANNED_ROTATION_OR_PACKAGE,3.0,1591.0,13.0,True
2023,2023_15_KC_NE,KC,00-0033873,True,41,0.9756,00-0031376,1,0.0244,PLANNED_ROTATION_OR_PACKAGE,1.0,2794.0,0.0,True
2023,2023_16_LV_KC,KC,00-0033873,True,49,0.9796,00-0035889,1,0.0204,PLANNED_ROTATION_OR_PACKAGE,2.0,1963.0,10.0,True
2024,2024_15_KC_CLE,KC,00-0033873,True,40,0.95,00-0032950,2,0.05,REPLACEMENT_NO_RETURN,4.0,278.0,14.0,False
2024,2024_18_KC_DEN,KC,00-0032950,False,22,0.9545,00-0037324,1,0.0455,BLOWOUT_RELIEF,4.0,540.0,38.0,False
2021,2021_06_LA_NYG,LA,00-0026498,True,32,0.9375,00-0034899,2,0.0625,BLOWOUT_RELIEF,4.0,600.0,35.0,False
2021,2021_08_LA_HOU,LA,00-0026498,True,35,0.9143,00-0034899,3,0.0857,BLOWOUT_RELIEF,4.0,802.0,38.0,False
2021,2021_10_LA_SF,LA,00-0026498,True,44,0.9773,00-0028872,1,0.0227,PLANNED_ROTATION_OR_PACKAGE,2.0,1818.0,14.0,True
2021,2021_12_LA_GB,LA,00-0026498,True,41,0.9756,00-0033908,1,0.0244,PLANNED_ROTATION_OR_PACKAGE,2.0,2293.0,6.0,True
2021,2021_19_ARI_LA,LA,00-0026498,True,19,0.9474,00-0031235,1,0.0526,PLANNED_ROTATION_OR_PACKAGE,3.0,1632.0,21.0,True
2021,2021_22_LA_CIN,LA,00-0026498,True,43,0.9767,00-0033908,1,0.0233,PLANNED_ROTATION_OR_PACKAGE,3.0,1268.0,7.0,True
2022,2022_05_DAL_LA,LA,00-0026498,True,49,0.9592,00-0032943,1,0.0204,PLANNED_ROTATION_OR_PACKAGE,2.0,1949.0,6.0,True
2022,2022_05_DAL_LA,LA,00-0026498,True,49,0.9592,00-0033908,1,0.0204,PLANNED_ROTATION_OR_PACKAGE,3.0,930.0,9.0,True
2022,2022_10_ARI_LA,LA,00-0034899,False,40,0.975,00-0035939,1,0.025,PLANNED_ROTATION_OR_PACKAGE,2.0,2576.0,0.0,True
2022,2022_11_LA_NO,LA,00-0026498,False,32,0.5938,00-0035939,13,0.4062,REPLACEMENT_NO_RETURN,3.0,1005.0,10.0,False
2022,2022_12_LA_KC,LA,00-0035939,False,27,0.963,00-0032943,1,0.037,PLANNED_ROTATION_OR_PACKAGE,2.0,2161.0,7.0,True
2023,2023_08_LA_DAL,LA,00-0026498,True,34,0.6765,00-0034955,11,0.3235,REPLACEMENT_NO_RETURN,3.0,905.0,19.0,False
2024,2024_03_SF_LA,LA,00-0026498,True,29,0.9655,00-0036849,1,0.0345,PLANNED_ROTATION_OR_PACKAGE,4.0,642.0,10.0,True
2021,2021_04_LV_LAC,LAC,00-0036355,True,41,0.9756,00-0031543,1,0.0244,PLANNED_ROTATION_OR_PACKAGE,1.0,2823.0,7.0,True
2021,2021_15_KC_LAC,LAC,00-0036355,True,39,0.9744,00-0030279,1,0.0256,PLANNED_ROTATION_OR_PACKAGE,4.0,823.0,1.0,True
2022,2022_10_LAC_SF,LAC,00-0036355,True,40,0.925,00-0026544,3,0.075,PLANNED_ROTATION_OR_PACKAGE,2.0,1830.0,3.0,True
2022,2022_17_LA_LAC,LAC,00-0036355,True,31,0.9032,00-0026544,3,0.0968,BLOWOUT_RELIEF,4.0,630.0,21.0,False
2022,2022_18_LAC_DEN,LAC,00-0036355,True,45,0.8444,00-0026544,7,0.1556,REPLACEMENT_NO_RETURN,4.0,507.0,11.0,False
2023,2023_03_LAC_MIN,LAC,00-0036355,True,49,0.9796,00-0030279,1,0.0204,PLANNED_ROTATION_OR_PACKAGE,3.0,1261.0,4.0,True
2023,2023_14_DEN_LAC,LAC,00-0036355,True,48,0.4375,00-0030279,1,0.0208,PLANNED_ROTATION_OR_PACKAGE,2.0,2092.0,7.0,True
2023,2023_14_DEN_LAC,LAC,00-0036355,True,48,0.4375,00-0035282,26,0.5417,REPLACEMENT_NO_RETURN,2.0,1912.0,7.0,False
2024,2024_03_LAC_PIT,LAC,00-0036355,True,25,0.8,00-0031800,5,0.2,REPLACEMENT_NO_RETURN,4.0,771.0,3.0,False
2024,2024_13_LAC_ATL,LAC,00-0036355,True,29,0.9655,00-0034162,1,0.0345,PLANNED_ROTATION_OR_PACKAGE,4.0,849.0,4.0,True
2024,2024_15_TB_LAC,LAC,00-0036355,True,37,0.973,00-0031800,1,0.027,BLOWOUT_RELIEF,4.0,166.0,23.0,False
2024,2024_17_LAC_NE,LAC,00-0036355,True,40,0.95,00-0031800,2,0.05,BLOWOUT_RELIEF,4.0,389.0,30.0,False
2021,2021_17_LV_IND,LV,00-0031280,True,34,0.9706,00-0032268,1,0.0294,PLANNED_ROTATION_OR_PACKAGE,3.0,1067.0,4.0,True
2021,2021_18_LAC_LV,LV,00-0031280,True,40,0.975,00-0032268,1,0.025,PLANNED_ROTATION_OR_PACKAGE,3.0,1432.0,3.0,True
2022,2022_01_LV_LAC,LV,00-0031280,False,43,0.9767,00-0031381,1,0.0233,PLANNED_ROTATION_OR_PACKAGE,3.0,1087.0,14.0,True
2022,2022_03_LV_TEN,LV,00-0031280,True,46,0.9783,00-0033555,1,0.0217,PLANNED_ROTATION_OR_PACKAGE,3.0,1600.0,14.0,True
2022,2022_08_LV_NO,LV,00-0031280,True,43,0.6744,00-0035264,14,0.3256,BLOWOUT_RELIEF,4.0,213.0,24.0,False
2023,2023_05_GB_LV,LV,00-0031345,False,35,0.9714,00-0035700,1,0.0286,PLANNED_ROTATION_OR_PACKAGE,2.0,2484.0,3.0,True
2023,2023_06_NE_LV,LV,00-0031345,True,32,0.6875,00-0026625,10,0.3125,REPLACEMENT_NO_RETURN,3.0,1436.0,3.0,False
2023,2023_07_LV_CHI,LV,00-0026625,False,46,0.7174,00-0038579,13,0.2826,BLOWOUT_RELIEF,4.0,333.0,24.0,False
2023,2023_12_KC_LV,LV,00-0038579,True,35,0.9714,00-0034960,1,0.0286,PLANNED_ROTATION_OR_PACKAGE,4.0,591.0,11.0,True
2023,2023_15_LAC_LV,LV,00-0038579,True,37,0.9459,00-0034960,2,0.0541,PLANNED_ROTATION_OR_PACKAGE,2.0,2113.0,28.0,True
2023,2023_18_DEN_LV,LV,00-0038579,True,35,0.9429,00-0031345,2,0.0571,PLANNED_ROTATION_OR_PACKAGE,3.0,1495.0,10.0,True
2024,2024_03_CAR_LV,LV,00-0035289,True,43,0.6977,00-0038579,13,0.3023,BLOWOUT_RELIEF,4.0,287.0,21.0,False
2024,2024_05_LV_DEN,LV,00-0035289,True,40,0.475,00-0038579,21,0.525,REPLACEMENT_NO_RETURN,3.0,946.0,10.0,False
2024,2024_07_LV_LA,LV,00-0038579,True,46,0.2174,00-0035289,36,0.7826,REPLACEMENT_NO_RETURN,1.0,2769.0,0.0,False
2024,2024_09_LV_CIN,LV,00-0035289,True,38,0.4737,00-0038122,20,0.5263,REPLACEMENT_NO_RETURN,3.0,1202.0,21.0,False
2024,2024_12_DEN_LV,LV,00-0035289,True,58,0.7759,00-0035190,1,0.0172,PLANNED_ROTATION_OR_PACKAGE,2.0,2313.0,1.0,True
2024,2024_12_DEN_LV,LV,00-0035289,True,58,0.7759,00-0038122,12,0.2069,REPLACEMENT_NO_RETURN,4.0,148.0,7.0,False
2024,2024_14_LV_TB,LV,00-0038579,True,39,0.5128,00-0038122,19,0.4872,REPLACEMENT_NO_RETURN,4.0,767.0,4.0,False
2024,2024_15_ATL_LV,LV,00-0038122,False,43,0.9767,00-0034960,1,0.0233,PLANNED_ROTATION_OR_PACKAGE,1.0,3343.0,0.0,True
2024,2024_18_LAC_LV,LV,00-0038579,True,36,0.9444,00-0038122,2,0.0556,PLANNED_ROTATION_OR_PACKAGE,4.0,747.0,14.0,True
2021,2021_02_BUF_MIA,MIA,00-0036212,True,50,0.12,00-0033119,44,0.88,REPLACEMENT_NO_RETURN,1.0,3122.0,14.0,False
2021,2021_06_MIA_JAX,MIA,00-0036212,False,48,0.9792,00-0033119,1,0.0208,PLANNED_ROTATION_OR_PACKAGE,1.0,2815.0,4.0,True
2021,2021_10_BAL_MIA,MIA,00-0033119,True,40,0.625,00-0030669,1,0.025,PLANNED_ROTATION_OR_PACKAGE,2.0,2653.0,3.0,True
2021,2021_10_BAL_MIA,MIA,00-0033119,True,40,0.625,00-0036212,14,0.35,REPLACEMENT_NO_RETURN,3.0,1570.0,3.0,False
2021,2021_11_MIA_NYJ,MIA,00-0036212,False,34,0.9706,00-0030669,1,0.0294,PLANNED_ROTATION_OR_PACKAGE,4.0,629.0,0.0,True
2021,2021_16_MIA_NO,MIA,00-0036212,True,29,0.9655,00-0033119,1,0.0345,PLANNED_ROTATION_OR_PACKAGE,2.0,2584.0,10.0,True
2021,2021_17_MIA_TEN,MIA,00-0036212,True,43,0.9767,00-0034829,1,0.0233,PLANNED_ROTATION_OR_PACKAGE,4.0,847.0,14.0,True
2022,2022_03_BUF_MIA,MIA,00-0036212,True,22,0.8636,00-0031237,3,0.1364,PLANNED_ROTATION_OR_PACKAGE,2.0,1920.0,0.0,True
2022,2022_04_MIA_CIN,MIA,00-0036212,True,38,0.3947,00-0031237,23,0.6053,REPLACEMENT_NO_RETURN,2.0,2115.0,1.0,False
2022,2022_05_MIA_NYJ,MIA,00-0031237,False,36,0.0278,00-0037327,35,0.9722,REPLACEMENT_NO_RETURN,1.0,3250.0,2.0,False
2022,2022_06_MIN_MIA,MIA,00-0037327,False,53,0.2642,00-0031237,39,0.7358,REPLACEMENT_NO_RETURN,2.0,2452.0,0.0,False
2022,2022_10_CLE_MIA,MIA,00-0036212,True,34,0.9412,00-0034418,1,0.0294,PLANNED_ROTATION_OR_PACKAGE,2.0,2565.0,0.0,True
2022,2022_10_CLE_MIA,MIA,00-0036212,True,34,0.9412,00-0037327,1,0.0294,BLOWOUT_RELIEF,4.0,123.0,22.0,False
2022,2022_12_HOU_MIA,MIA,00-0036212,True,46,0.8696,00-0037327,6,0.1304,REPLACEMENT_NO_RETURN,3.0,1027.0,24.0,False
2022,2022_13_MIA_SF,MIA,00-0036212,True,37,0.973,00-0037327,1,0.027,REPLACEMENT_NO_RETURN,4.0,113.0,16.0,False
2022,2022_17_MIA_NE,MIA,00-0031237,False,42,0.4762,00-0037327,22,0.5238,REPLACEMENT_NO_RETURN,3.0,1071.0,2.0,False
2023,2023_03_DEN_MIA,MIA,00-0036212,True,28,0.9286,00-0034401,2,0.0714,BLOWOUT_RELIEF,4.0,763.0,43.0,False
2023,2023_06_CAR_MIA,MIA,00-0036212,True,32,0.9688,00-0034401,1,0.0312,BLOWOUT_RELIEF,4.0,277.0,21.0,False
2023,2023_07_MIA_PHI,MIA,00-0036212,True,36,0.9722,00-0034418,1,0.0278,PLANNED_ROTATION_OR_PACKAGE,2.0,1959.0,14.0,True
2023,2023_13_MIA_WAS,MIA,00-0036212,True,25,0.96,00-0034401,1,0.04,BLOWOUT_RELIEF,4.0,158.0,23.0,False
2023,2023_15_NYJ_MIA,MIA,00-0036212,True,29,0.931,00-0034401,2,0.069,BLOWOUT_RELIEF,4.0,475.0,30.0,False
2023,2023_18_BUF_MIA,MIA,00-0036212,True,28,0.9643,00-0039040,1,0.0357,PLANNED_ROTATION_OR_PACKAGE,1.0,2710.0,0.0,True
2024,2024_02_BUF_MIA,MIA,00-0036212,True,41,0.6341,00-0037327,15,0.3659,REPLACEMENT_NO_RETURN,3.0,1068.0,21.0,False
2024,2024_03_MIA_SEA,MIA,00-0037327,False,38,0.6316,00-0034177,14,0.3684,REPLACEMENT_NO_RETURN,3.0,1382.0,14.0,False
2024,2024_07_MIA_IND,MIA,00-0035993,True,28,0.5357,00-0034177,13,0.4643,REPLACEMENT_NO_RETURN,3.0,1123.0,0.0,False
2021,2021_01_MIN_CIN,MIN,00-0029604,False,53,0.9811,00-0036322,1,0.0189,PLANNED_ROTATION_OR_PACKAGE,2.0,2436.0,0.0,True
2021,2021_08_DAL_MIN,MIN,00-0029604,True,37,0.973,00-0036322,1,0.027,PLANNED_ROTATION_OR_PACKAGE,1.0,3470.0,0.0,True
2021,2021_12_MIN_SF,MIN,00-0029604,True,34,0.9706,00-0036322,1,0.0294,PLANNED_ROTATION_OR_PACKAGE,3.0,1456.0,14.0,True
2021,2021_13_MIN_DET,MIN,00-0029604,True,44,0.9773,00-0036322,1,0.0227,PLANNED_ROTATION_OR_PACKAGE,1.0,2967.0,3.0,True
2021,2021_17_MIN_GB,MIN,00-0032245,False,41,0.9268,00-0036946,3,0.0732,BLOWOUT_RELIEF,4.0,517.0,27.0,True
2022,2022_04_MIN_NO,MIN,00-0029604,True,42,0.9762,00-0037500,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,3.0,1020.0,2.0,True
2022,2022_05_CHI_MIN,MIN,00-0029604,True,43,0.9767,00-0036322,1,0.0233,PLANNED_ROTATION_OR_PACKAGE,2.0,2375.0,11.0,True
2022,2022_09_MIN_WAS,MIN,00-0029604,True,43,0.9767,00-0033319,1,0.0233,PLANNED_ROTATION_OR_PACKAGE,4.0,726.0,10.0,True
2022,2022_11_DAL_MIN,MIN,00-0029604,True,37,0.8108,00-0033319,7,0.1892,BLOWOUT_RELIEF,4.0,578.0,37.0,False
2022,2022_12_NE_MIN,MIN,00-0029604,True,39,0.9744,00-0036322,1,0.0256,PLANNED_ROTATION_OR_PACKAGE,1.0,3456.0,0.0,True
2022,2022_14_MIN_DET,MIN,00-0029604,True,45,0.9778,00-0033893,1,0.0222,PLANNED_ROTATION_OR_PACKAGE,2.0,1866.0,7.0,True
2022,2022_15_IND_MIN,MIN,00-0029604,True,62,0.9839,00-0037500,1,0.0161,PLANNED_ROTATION_OR_PACKAGE,2.0,2466.0,20.0,True
2022,2022_17_MIN_GB,MIN,00-0029604,True,37,0.8919,00-0033319,4,0.1081,BLOWOUT_RELIEF,4.0,193.0,31.0,False
2022,2022_18_MIN_CHI,MIN,00-0029604,True,33,0.6061,00-0033319,13,0.3939,REPLACEMENT_NO_RETURN,3.0,1800.0,10.0,False
2022,2022_19_NYG_MIN,MIN,00-0029604,True,40,0.975,00-0036322,1,0.025,PLANNED_ROTATION_OR_PACKAGE,1.0,2942.0,0.0,True
2023,2023_08_MIN_GB,MIN,00-0029604,True,38,0.8684,00-0038598,5,0.1316,REPLACEMENT_NO_RETURN,4.0,397.0,14.0,False
2023,2023_09_MIN_ATL,MIN,00-0038598,False,40,0.15,00-0033949,33,0.825,REPLACEMENT_NO_RETURN,2.0,2655.0,0.0,False
2023,2023_09_MIN_ATL,MIN,00-0038598,False,40,0.15,00-0036414,1,0.025,REPLACEMENT_NO_RETURN,2.0,1890.0,8.0,False
2023,2023_14_MIN_LV,MIN,00-0033949,True,41,0.6829,00-0033319,13,0.3171,REPLACEMENT_NO_RETURN,4.0,550.0,0.0,False
2023,2023_15_MIN_CIN,MIN,00-0033319,False,37,0.973,00-0036322,1,0.027,PLANNED_ROTATION_OR_PACKAGE,2.0,2229.0,4.0,True
2023,2023_17_GB_MIN,MIN,00-0038598,False,36,0.3611,00-0033319,23,0.6389,REPLACEMENT_NO_RETURN,3.0,1793.0,20.0,False
2024,2024_02_SF_MIN,MIN,00-0034869,True,30,0.9667,00-0037276,1,0.0333,PLANNED_ROTATION_OR_PACKAGE,4.0,227.0,6.0,True
2024,2024_05_NYJ_MIN,MIN,00-0034869,True,36,0.9722,00-0033319,1,0.0278,PLANNED_ROTATION_OR_PACKAGE,1.0,2947.0,3.0,True
2024,2024_09_IND_MIN,MIN,00-0034869,True,39,0.9744,00-0036322,1,0.0256,PLANNED_ROTATION_OR_PACKAGE,2.0,2513.0,0.0,True
2024,2024_12_MIN_CHI,MIN,00-0034869,True,38,0.9737,00-0033319,1,0.0263,PLANNED_ROTATION_OR_PACKAGE,4.0,392.0,8.0,True
2021,2021_04_TB_NE,NE,00-0036972,True,46,0.9565,00-0034960,2,0.0435,PLANNED_ROTATION_OR_PACKAGE,2.0,1959.0,4.0,True
2021,2021_07_NYJ_NE,NE,00-0036972,True,42,0.881,00-0033307,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,1.0,3469.0,0.0,True
2021,2021_07_NYJ_NE,NE,00-0036972,True,42,0.881,00-0026625,4,0.0952,BLOWOUT_RELIEF,4.0,402.0,34.0,False
2021,2021_10_CLE_NE,NE,00-0036972,True,28,0.8929,00-0026625,3,0.1071,BLOWOUT_RELIEF,4.0,458.0,31.0,False
2021,2021_17_JAX_NE,NE,00-0036972,True,34,0.8824,00-0026625,4,0.1176,BLOWOUT_RELIEF,4.0,615.0,41.0,False
2022,2022_04_NE_GB,NE,00-0026625,False,25,0.28,00-0038108,18,0.72,REPLACEMENT_NO_RETURN,1.0,2779.0,3.0,False
