season,game_id,team,starter,established_incumbent,team_dropbacks,starter_share,pid,dropbacks,share,classification,entry_qtr,entry_secs_remaining,margin_at_entry,starter_returned
2022,2022_07_CHI_NE,NE,00-0036972,False,29,0.2069,00-0038108,23,0.7931,REPLACEMENT_NO_RETURN,2.0,2515.0,10.0,False
2023,2023_04_NE_DAL,NE,00-0036972,True,32,0.6875,00-0038108,10,0.3125,REPLACEMENT_NO_RETURN,3.0,1084.0,28.0,False
2023,2023_05_NO_NE,NE,00-0036972,True,33,0.7273,00-0038108,9,0.2727,BLOWOUT_RELIEF,4.0,708.0,31.0,False
2023,2023_06_NE_LV,NE,00-0036972,True,37,0.973,00-0038911,1,0.027,PLANNED_ROTATION_OR_PACKAGE,4.0,507.0,9.0,True
2023,2023_10_IND_NE,NE,00-0036972,True,32,0.7812,00-0038108,7,0.2188,REPLACEMENT_NO_RETURN,4.0,112.0,4.0,False
2023,2023_12_NE_NYG,NE,00-0036972,True,37,0.5946,00-0038108,15,0.4054,REPLACEMENT_NO_RETURN,3.0,1766.0,7.0,False
2024,2024_03_NE_NYJ,NE,00-0033119,True,33,0.697,00-0039851,10,0.303,BLOWOUT_RELIEF,4.0,264.0,21.0,False
2024,2024_08_NYJ_NE,NE,00-0039851,True,32,0.2188,00-0033119,25,0.7812,REPLACEMENT_NO_RETURN,2.0,2259.0,6.0,False
2024,2024_12_NE_MIA,NE,00-0039851,True,42,0.9762,00-0033307,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,3.0,1397.0,24.0,True
2024,2024_17_LAC_NE,NE,00-0039851,True,28,0.9286,00-0033119,2,0.0714,PLANNED_ROTATION_OR_PACKAGE,1.0,2834.0,7.0,True
2024,2024_18_BUF_NE,NE,00-0039851,True,31,0.0645,00-0039398,29,0.9355,REPLACEMENT_NO_RETURN,1.0,3403.0,0.0,False
2021,2021_01_GB_NO,NO,00-0031503,False,21,0.9524,00-0033357,1,0.0476,PLANNED_ROTATION_OR_PACKAGE,2.0,2700.0,3.0,True
2021,2021_04_NYG_NO,NO,00-0031503,True,26,0.8846,00-0033357,3,0.1154,PLANNED_ROTATION_OR_PACKAGE,2.0,2036.0,7.0,True
2021,2021_08_TB_NO,NO,00-0031503,True,40,0.25,00-0032156,30,0.75,REPLACEMENT_NO_RETURN,2.0,2541.0,0.0,False
2021,2021_09_ATL_NO,NO,00-0032156,False,44,0.9545,00-0033357,2,0.0455,PLANNED_ROTATION_OR_PACKAGE,4.0,741.0,11.0,True
2021,2021_10_NO_TEN,NO,00-0032156,True,40,0.95,00-0033357,2,0.05,PLANNED_ROTATION_OR_PACKAGE,2.0,2218.0,0.0,True
2021,2021_12_BUF_NO,NO,00-0032156,True,32,0.9688,00-0035859,1,0.0312,PLANNED_ROTATION_OR_PACKAGE,2.0,1911.0,10.0,True
2021,2021_18_NO_ATL,NO,00-0033357,True,25,0.36,00-0032156,16,0.64,REPLACEMENT_NO_RETURN,2.0,2161.0,1.0,False
2022,2022_05_SEA_NO,NO,00-0027973,True,26,0.9615,00-0033357,1,0.0385,PLANNED_ROTATION_OR_PACKAGE,3.0,941.0,5.0,True
2022,2022_06_CIN_NO,NO,00-0027973,True,37,0.8919,00-0033357,4,0.1081,PLANNED_ROTATION_OR_PACKAGE,1.0,3379.0,0.0,True
2022,2022_07_NO_ARI,NO,00-0027973,True,49,0.9592,00-0033357,2,0.0408,PLANNED_ROTATION_OR_PACKAGE,1.0,3122.0,4.0,True
2022,2022_08_LV_NO,NO,00-0027973,True,31,0.9677,00-0033357,1,0.0323,PLANNED_ROTATION_OR_PACKAGE,1.0,2959.0,0.0,True
2022,2022_09_BAL_NO,NO,00-0027973,True,34,0.9706,00-0033357,1,0.0294,PLANNED_ROTATION_OR_PACKAGE,3.0,1332.0,14.0,True
2022,2022_10_NO_PIT,NO,00-0027973,True,30,0.9667,00-0033357,1,0.0333,PLANNED_ROTATION_OR_PACKAGE,1.0,2887.0,7.0,True
2022,2022_11_LA_NO,NO,00-0027973,True,32,0.875,00-0033357,4,0.125,PLANNED_ROTATION_OR_PACKAGE,1.0,3046.0,0.0,True
2022,2022_12_NO_SF,NO,00-0027973,True,31,0.9677,00-0033357,1,0.0323,PLANNED_ROTATION_OR_PACKAGE,2.0,2425.0,3.0,True
2022,2022_13_NO_TB,NO,00-0027973,True,31,0.9677,00-0033357,1,0.0323,PLANNED_ROTATION_OR_PACKAGE,3.0,1304.0,7.0,True
2022,2022_15_ATL_NO,NO,00-0027973,True,21,0.9048,00-0033357,2,0.0952,PLANNED_ROTATION_OR_PACKAGE,1.0,3207.0,7.0,True
2022,2022_17_NO_PHI,NO,00-0027973,True,31,0.9032,00-0033357,3,0.0968,PLANNED_ROTATION_OR_PACKAGE,1.0,3306.0,0.0,True
2023,2023_02_NO_CAR,NO,00-0031280,True,41,0.9756,00-0033357,1,0.0244,PLANNED_ROTATION_OR_PACKAGE,3.0,1195.0,0.0,True
2023,2023_03_NO_GB,NO,00-0031280,True,38,0.5526,00-0031503,17,0.4474,REPLACEMENT_NO_RETURN,3.0,1432.0,17.0,False
2023,2023_04_TB_NO,NO,00-0031280,True,42,0.9286,00-0033357,2,0.0476,PLANNED_ROTATION_OR_PACKAGE,1.0,3532.0,0.0,True
2023,2023_04_TB_NO,NO,00-0031280,True,42,0.9286,00-0031503,1,0.0238,BLOWOUT_RELIEF,4.0,144.0,17.0,False
2023,2023_06_NO_HOU,NO,00-0031280,True,53,0.9811,00-0033357,1,0.0189,PLANNED_ROTATION_OR_PACKAGE,4.0,900.0,7.0,True
2023,2023_08_NO_IND,NO,00-0031280,True,30,0.9333,00-0033357,2,0.0667,PLANNED_ROTATION_OR_PACKAGE,3.0,1685.0,1.0,True
2023,2023_09_CHI_NO,NO,00-0031280,True,35,0.9714,00-0033357,1,0.0286,PLANNED_ROTATION_OR_PACKAGE,4.0,671.0,0.0,True
2023,2023_10_NO_MIN,NO,00-0031280,True,46,0.4348,00-0031503,26,0.5652,REPLACEMENT_NO_RETURN,3.0,1337.0,24.0,False
2023,2023_13_DET_NO,NO,00-0031280,True,31,0.7742,00-0033357,2,0.0645,PLANNED_ROTATION_OR_PACKAGE,1.0,2857.0,21.0,True
2023,2023_13_DET_NO,NO,00-0031280,True,31,0.7742,00-0031503,5,0.1613,REPLACEMENT_NO_RETURN,4.0,536.0,12.0,False
2023,2023_15_NYG_NO,NO,00-0031280,True,30,0.9667,00-0033357,1,0.0333,PLANNED_ROTATION_OR_PACKAGE,2.0,2010.0,4.0,True
2023,2023_17_NO_TB,NO,00-0031280,True,35,0.9429,00-0033357,2,0.0571,PLANNED_ROTATION_OR_PACKAGE,1.0,3557.0,0.0,True
2023,2023_18_ATL_NO,NO,00-0031280,True,31,0.9677,00-0033357,1,0.0323,PLANNED_ROTATION_OR_PACKAGE,2.0,2285.0,0.0,True
2024,2024_01_CAR_NO,NO,00-0031280,False,25,0.96,00-0038998,1,0.04,BLOWOUT_RELIEF,4.0,206.0,37.0,False
2024,2024_05_NO_KC,NO,00-0031280,True,36,0.8056,00-0038998,7,0.1944,REPLACEMENT_NO_RETURN,4.0,183.0,13.0,False
2024,2024_07_DEN_NO,NO,00-0039376,True,45,0.9111,00-0038998,4,0.0889,BLOWOUT_RELIEF,4.0,116.0,30.0,False
2024,2024_08_NO_LAC,NO,00-0039376,True,47,0.5745,00-0038998,19,0.4043,REPLACEMENT_NO_RETURN,3.0,1130.0,11.0,False
2024,2024_08_NO_LAC,NO,00-0039376,True,47,0.5745,00-0033357,1,0.0213,REPLACEMENT_NO_RETURN,3.0,1058.0,11.0,False
2024,2024_09_NO_CAR,NO,00-0031280,False,33,0.9697,00-0033357,1,0.0303,PLANNED_ROTATION_OR_PACKAGE,3.0,1165.0,4.0,True
2024,2024_11_CLE_NO,NO,00-0031280,True,30,0.9333,00-0033357,2,0.0667,PLANNED_ROTATION_OR_PACKAGE,1.0,3375.0,0.0,True
2024,2024_14_NO_NYG,NO,00-0031280,True,33,0.9697,00-0038998,1,0.0303,REPLACEMENT_NO_RETURN,4.0,99.0,3.0,False
2024,2024_15_WAS_NO,NO,00-0038998,False,35,0.3714,00-0039376,21,0.6,REPLACEMENT_NO_RETURN,3.0,1387.0,17.0,False
2024,2024_15_WAS_NO,NO,00-0038998,False,35,0.3714,00-0034418,1,0.0286,REPLACEMENT_NO_RETURN,3.0,1253.0,17.0,False
2024,2024_17_LV_NO,NO,00-0039376,True,40,0.975,00-0034418,1,0.025,PLANNED_ROTATION_OR_PACKAGE,4.0,141.0,15.0,True
2021,2021_05_NYG_DAL,NYG,00-0035710,True,39,0.3333,00-0036913,1,0.0256,PLANNED_ROTATION_OR_PACKAGE,2.0,2513.0,10.0,True
2021,2021_05_NYG_DAL,NYG,00-0035710,True,39,0.3333,00-0030520,25,0.641,REPLACEMENT_NO_RETURN,2.0,1836.0,7.0,False
2021,2021_07_CAR_NYG,NYG,00-0035710,True,36,0.9722,00-0034860,1,0.0278,PLANNED_ROTATION_OR_PACKAGE,3.0,1194.0,2.0,True
2021,2021_08_NYG_KC,NYG,00-0035710,True,36,0.9722,00-0036913,1,0.0278,PLANNED_ROTATION_OR_PACKAGE,1.0,2801.0,7.0,True
2021,2021_09_LV_NYG,NYG,00-0035710,True,23,0.9565,00-0036913,1,0.0435,PLANNED_ROTATION_OR_PACKAGE,2.0,2417.0,3.0,True
2021,2021_11_NYG_TB,NYG,00-0035710,True,41,0.9756,00-0036913,1,0.0244,PLANNED_ROTATION_OR_PACKAGE,2.0,2073.0,7.0,True
2021,2021_14_NYG_LAC,NYG,00-0030520,True,39,0.9744,00-0032943,1,0.0256,PLANNED_ROTATION_OR_PACKAGE,3.0,1385.0,20.0,True
2021,2021_15_DAL_NYG,NYG,00-0030520,True,37,0.6486,00-0036197,13,0.3514,REPLACEMENT_NO_RETURN,4.0,221.0,15.0,False
2021,2021_16_NYG_PHI,NYG,00-0036197,False,46,0.413,00-0030520,27,0.587,REPLACEMENT_NO_RETURN,3.0,1368.0,10.0,False
2022,2022_04_CHI_NYG,NYG,00-0035710,True,17,0.8235,00-0028118,3,0.1765,REPLACEMENT_NO_RETURN,4.0,824.0,5.0,False
2022,2022_14_PHI_NYG,NYG,00-0035710,True,39,0.7949,00-0028118,8,0.2051,BLOWOUT_RELIEF,4.0,361.0,27.0,False
2022,2022_18_NYG_PHI,NYG,00-0033550,False,42,0.9524,00-0035042,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,1.0,2706.0,10.0,True
2022,2022_18_NYG_PHI,NYG,00-0033550,False,42,0.9524,00-0036145,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,3.0,1163.0,19.0,True
2023,2023_01_DAL_NYG,NYG,00-0035710,False,37,0.9459,00-0028118,2,0.0541,BLOWOUT_RELIEF,4.0,61.0,40.0,False
2023,2023_03_NYG_SF,NYG,00-0035710,True,35,0.9714,00-0028118,1,0.0286,BLOWOUT_RELIEF,4.0,138.0,18.0,False
2023,2023_04_SEA_NYG,NYG,00-0035710,True,45,0.9778,00-0035639,1,0.0222,PLANNED_ROTATION_OR_PACKAGE,2.0,2114.0,7.0,True
2023,2023_05_NYG_MIA,NYG,00-0035710,True,39,0.6667,00-0028118,13,0.3333,BLOWOUT_RELIEF,4.0,731.0,18.0,False
2023,2023_08_NYJ_NYG,NYG,00-0028118,True,18,0.5,00-0038476,9,0.5,REPLACEMENT_NO_RETURN,2.0,2029.0,4.0,False
2023,2023_09_NYG_LV,NYG,00-0035710,False,37,0.2973,00-0038476,26,0.7027,REPLACEMENT_NO_RETURN,2.0,2671.0,7.0,False
2023,2023_15_NYG_NO,NYG,00-0038476,True,45,0.9111,00-0028118,4,0.0889,PLANNED_ROTATION_OR_PACKAGE,2.0,1839.0,4.0,True
2023,2023_16_NYG_PHI,NYG,00-0038476,True,33,0.5152,00-0028118,16,0.4848,REPLACEMENT_NO_RETURN,3.0,1503.0,10.0,False
2023,2023_18_PHI_NYG,NYG,00-0028118,True,36,0.9167,00-0038476,3,0.0833,PLANNED_ROTATION_OR_PACKAGE,1.0,2917.0,3.0,True
2024,2024_03_NYG_CLE,NYG,00-0035710,True,37,0.973,00-0039337,1,0.027,PLANNED_ROTATION_OR_PACKAGE,2.0,1915.0,0.0,True
2024,2024_07_PHI_NYG,NYG,00-0035710,True,37,0.7568,00-0035704,9,0.2432,BLOWOUT_RELIEF,4.0,686.0,25.0,False
2024,2024_12_TB_NYG,NYG,00-0038476,False,36,0.9722,00-0035704,1,0.0278,BLOWOUT_RELIEF,4.0,300.0,23.0,True
2024,2024_15_BAL_NYG,NYG,00-0038476,False,40,0.375,00-0034177,25,0.625,REPLACEMENT_NO_RETURN,3.0,1800.0,14.0,False
2021,2021_07_NYJ_NE,NYJ,00-0037013,True,44,0.25,00-0034401,33,0.75,REPLACEMENT_NO_RETURN,2.0,2445.0,17.0,False
2021,2021_08_CIN_NYJ,NYJ,00-0034401,False,51,0.9216,00-0026300,4,0.0784,PLANNED_ROTATION_OR_PACKAGE,3.0,1307.0,3.0,True
2021,2021_09_NYJ_IND,NYJ,00-0034401,True,54,0.2037,00-0026300,43,0.7963,REPLACEMENT_NO_RETURN,2.0,2604.0,7.0,False
2021,2021_10_BUF_NYJ,NYJ,00-0034401,True,48,0.9375,00-0026158,3,0.0625,BLOWOUT_RELIEF,4.0,259.0,35.0,False
2021,2021_15_NYJ_MIA,NYJ,00-0037013,True,30,0.9667,00-0033681,1,0.0333,PLANNED_ROTATION_OR_PACKAGE,1.0,2986.0,7.0,True
2021,2021_18_NYJ_BUF,NYJ,00-0037013,True,29,0.9655,00-0031941,1,0.0345,PLANNED_ROTATION_OR_PACKAGE,2.0,2497.0,10.0,True
2022,2022_02_NYJ_CLE,NYJ,00-0026158,True,47,0.9787,00-0036313,1,0.0213,PLANNED_ROTATION_OR_PACKAGE,1.0,2800.0,7.0,True
2022,2022_04_NYJ_PIT,NYJ,00-0037013,False,38,0.9737,00-0034419,1,0.0263,PLANNED_ROTATION_OR_PACKAGE,2.0,2562.0,3.0,True
2022,2022_12_CHI_NYJ,NYJ,00-0034401,False,30,0.9667,00-0036313,1,0.0333,PLANNED_ROTATION_OR_PACKAGE,2.0,2365.0,3.0,True
2022,2022_13_NYJ_MIN,NYJ,00-0034401,True,59,0.9831,00-0037740,1,0.0169,PLANNED_ROTATION_OR_PACKAGE,3.0,1538.0,14.0,True
2022,2022_14_NYJ_BUF,NYJ,00-0034401,True,51,0.9216,00-0026158,4,0.0784,PLANNED_ROTATION_OR_PACKAGE,2.0,2147.0,0.0,True
2022,2022_16_JAX_NYJ,NYJ,00-0037013,True,36,0.5833,00-0035752,15,0.4167,REPLACEMENT_NO_RETURN,3.0,1073.0,13.0,False
2023,2023_01_BUF_NYJ,NYJ,00-0023459,False,25,0.08,00-0037013,23,0.92,REPLACEMENT_NO_RETURN,1.0,3356.0,0.0,False
2023,2023_10_NYJ_LV,NYJ,00-0037013,True,42,0.9762,00-0037740,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,4.0,768.0,7.0,True
2023,2023_11_NYJ_BUF,NYJ,00-0037013,True,36,0.5556,00-0027114,1,0.0278,PLANNED_ROTATION_OR_PACKAGE,2.0,1920.0,16.0,True
2023,2023_11_NYJ_BUF,NYJ,00-0037013,True,36,0.5556,00-0034177,15,0.4167,REPLACEMENT_NO_RETURN,3.0,956.0,23.0,False
2023,2023_13_ATL_NYJ,NYJ,00-0034177,True,42,0.619,00-0032156,16,0.381,REPLACEMENT_NO_RETURN,4.0,786.0,5.0,False
2023,2023_15_NYJ_MIA,NYJ,00-0037013,True,43,0.3488,00-0032156,28,0.6512,REPLACEMENT_NO_RETURN,2.0,1863.0,24.0,False
2024,2024_01_NYJ_SF,NYJ,00-0023459,False,30,0.7333,00-0028118,8,0.2667,BLOWOUT_RELIEF,4.0,186.0,19.0,False
2024,2024_17_NYJ_BUF,NYJ,00-0023459,True,36,0.6111,00-0028118,14,0.3889,BLOWOUT_RELIEF,4.0,727.0,40.0,False
2024,2024_18_MIA_NYJ,NYJ,00-0023459,True,40,0.975,00-0034521,1,0.025,PLANNED_ROTATION_OR_PACKAGE,3.0,1398.0,9.0,True
2021,2021_02_SF_PHI,PHI,00-0036389,True,26,0.9615,00-0033733,1,0.0385,PLANNED_ROTATION_OR_PACKAGE,2.0,2068.0,3.0,True
2021,2021_08_PHI_DET,PHI,00-0036389,True,16,0.875,00-0035289,2,0.125,BLOWOUT_RELIEF,4.0,855.0,38.0,False
2021,2021_18_DAL_PHI,PHI,00-0035289,False,37,0.973,00-0033733,1,0.027,PLANNED_ROTATION_OR_PACKAGE,1.0,3326.0,0.0,True
2022,2022_08_PIT_PHI,PHI,00-0036389,True,33,0.9394,00-0035289,2,0.0606,BLOWOUT_RELIEF,4.0,491.0,22.0,False
2022,2022_13_TEN_PHI,PHI,00-0036389,True,43,0.9535,00-0035289,2,0.0465,BLOWOUT_RELIEF,4.0,491.0,25.0,False
2023,2023_13_SF_PHI,PHI,00-0036389,True,51,0.9412,00-0032268,3,0.0588,BLOWOUT_RELIEF,4.0,638.0,22.0,True
2023,2023_14_PHI_DAL,PHI,00-0036389,True,29,0.9655,00-0036313,1,0.0345,PLANNED_ROTATION_OR_PACKAGE,2.0,2694.0,10.0,True
2023,2023_17_ARI_PHI,PHI,00-0036389,True,24,0.9583,00-0036919,1,0.0417,PLANNED_ROTATION_OR_PACKAGE,2.0,1832.0,8.0,True
2023,2023_18_PHI_NYG,PHI,00-0036389,True,41,0.439,00-0032268,23,0.561,REPLACEMENT_NO_RETURN,2.0,1865.0,24.0,False
2024,2024_07_PHI_NYG,PHI,00-0036389,True,20,0.9,00-0038102,2,0.1,BLOWOUT_RELIEF,4.0,544.0,25.0,False
2024,2024_10_PHI_DAL,PHI,00-0036389,True,27,0.9259,00-0038102,2,0.0741,BLOWOUT_RELIEF,4.0,720.0,25.0,False
2024,2024_16_PHI_WAS,PHI,00-0036389,True,32,0.125,00-0038102,27,0.8438,REPLACEMENT_NO_RETURN,1.0,3255.0,7.0,False
2024,2024_16_PHI_WAS,PHI,00-0036389,True,32,0.125,00-0034844,1,0.0312,REPLACEMENT_NO_RETURN,3.0,1646.0,7.0,False
2024,2024_17_DAL_PHI,PHI,00-0038102,False,19,0.7895,00-0038400,4,0.2105,REPLACEMENT_NO_RETURN,3.0,1171.0,20.0,False
2024,2024_22_KC_PHI,PHI,00-0036389,True,25,0.96,00-0038102,1,0.04,BLOWOUT_RELIEF,4.0,119.0,26.0,False
2021,2021_08_PIT_CLE,PIT,00-0022924,True,37,0.973,00-0031136,1,0.027,PLANNED_ROTATION_OR_PACKAGE,2.0,1905.0,0.0,True
2021,2021_16_PIT_KC,PIT,00-0022924,True,45,0.8222,00-0034771,8,0.1778,BLOWOUT_RELIEF,4.0,136.0,26.0,False
2022,2022_04_NYJ_PIT,PIT,00-0033869,True,29,0.5517,00-0038102,13,0.4483,REPLACEMENT_NO_RETURN,3.0,1567.0,4.0,False
2022,2022_06_TB_PIT,PIT,00-0038102,True,32,0.5938,00-0033869,13,0.4062,REPLACEMENT_NO_RETURN,3.0,1322.0,1.0,False
2022,2022_08_PIT_PHI,PIT,00-0038102,True,46,0.9565,00-0036893,1,0.0217,PLANNED_ROTATION_OR_PACKAGE,1.0,2861.0,7.0,True
2022,2022_08_PIT_PHI,PIT,00-0038102,True,46,0.9565,00-0036326,1,0.0217,PLANNED_ROTATION_OR_PACKAGE,1.0,2821.0,7.0,True
2022,2022_14_BAL_PIT,PIT,00-0038102,True,33,0.0606,00-0033869,31,0.9394,REPLACEMENT_NO_RETURN,1.0,2846.0,10.0,False
2023,2023_04_PIT_HOU,PIT,00-0038102,True,31,0.8387,00-0033869,5,0.1613,BLOWOUT_RELIEF,4.0,644.0,17.0,False
2023,2023_08_JAX_PIT,PIT,00-0038102,True,46,0.3696,00-0033869,29,0.6304,REPLACEMENT_NO_RETURN,2.0,1814.0,6.0,False
2023,2023_13_ARI_PIT,PIT,00-0038102,True,27,0.3704,00-0033869,17,0.6296,REPLACEMENT_NO_RETURN,3.0,1702.0,7.0,False
2023,2023_14_NE_PIT,PIT,00-0033869,False,38,0.9737,00-0037304,1,0.0263,PLANNED_ROTATION_OR_PACKAGE,4.0,711.0,11.0,True
2023,2023_15_PIT_IND,PIT,00-0033869,True,30,0.8667,00-0034771,4,0.1333,REPLACEMENT_NO_RETURN,4.0,128.0,14.0,False
2024,2024_05_DAL_PIT,PIT,00-0036945,True,31,0.9677,00-0034577,1,0.0323,PLANNED_ROTATION_OR_PACKAGE,3.0,1746.0,3.0,True
2024,2024_10_PIT_WAS,PIT,00-0029263,True,32,0.9688,00-0032399,1,0.0312,PLANNED_ROTATION_OR_PACKAGE,1.0,3020.0,7.0,True
2024,2024_12_PIT_CLE,PIT,00-0029263,True,33,0.9697,00-0036945,1,0.0303,PLANNED_ROTATION_OR_PACKAGE,4.0,214.0,1.0,True
2024,2024_19_PIT_BAL,PIT,00-0029263,True,34,0.9706,00-0036945,1,0.0294,PLANNED_ROTATION_OR_PACKAGE,2.0,1986.0,14.0,True
2021,2021_05_LA_SEA,SEA,00-0029263,True,35,0.5143,00-0030565,17,0.4857,REPLACEMENT_NO_RETURN,4.0,848.0,9.0,False
2022,2022_02_SEA_SF,SEA,00-0030565,True,33,0.9697,00-0036425,1,0.0303,PLANNED_ROTATION_OR_PACKAGE,2.0,2059.0,13.0,True
2023,2023_04_SEA_NYG,SEA,00-0030565,True,28,0.7857,00-0035704,6,0.2143,PLANNED_ROTATION_OR_PACKAGE,2.0,1985.0,4.0,True
2023,2023_11_SEA_LA,SEA,00-0030565,True,42,0.8571,00-0035704,6,0.1429,PLANNED_ROTATION_OR_PACKAGE,4.0,900.0,9.0,True
2023,2023_13_SEA_DAL,SEA,00-0030565,True,42,0.9762,00-0036425,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,3.0,922.0,1.0,True
2024,2024_07_SEA_ATL,SEA,00-0030565,True,30,0.9667,00-0038543,1,0.0333,PLANNED_ROTATION_OR_PACKAGE,2.0,2118.0,3.0,True
2024,2024_15_GB_SEA,SEA,00-0030565,True,40,0.55,00-0037077,18,0.45,REPLACEMENT_NO_RETURN,3.0,1329.0,17.0,False
2021,2021_01_SF_DET,SF,00-0031345,False,27,0.963,00-0037012,1,0.037,PLANNED_ROTATION_OR_PACKAGE,1.0,3046.0,0.0,True
2021,2021_04_SEA_SF,SF,00-0031345,True,43,0.5581,00-0037012,19,0.4419,REPLACEMENT_NO_RETURN,3.0,1497.0,0.0,False
2021,2021_15_ATL_SF,SF,00-0031345,True,24,0.9583,00-0035719,1,0.0417,PLANNED_ROTATION_OR_PACKAGE,2.0,2410.0,0.0,True
2021,2021_18_SF_LA,SF,00-0031345,False,36,0.9722,00-0035719,1,0.0278,PLANNED_ROTATION_OR_PACKAGE,3.0,1013.0,7.0,True
2022,2022_02_SEA_SF,SF,00-0037012,True,25,0.12,00-0031345,22,0.88,REPLACEMENT_NO_RETURN,1.0,2832.0,3.0,False
2022,2022_07_KC_SF,SF,00-0031345,True,51,0.8235,00-0037834,9,0.1765,BLOWOUT_RELIEF,4.0,219.0,21.0,False
2022,2022_08_SF_LA,SF,00-0031345,True,29,0.9655,00-0033280,1,0.0345,PLANNED_ROTATION_OR_PACKAGE,2.0,2537.0,7.0,True
2022,2022_13_MIA_SF,SF,00-0031345,True,45,0.1111,00-0037834,40,0.8889,REPLACEMENT_NO_RETURN,1.0,3187.0,4.0,False
2022,2022_14_TB_SF,SF,00-0037834,False,23,0.913,00-0026300,2,0.087,BLOWOUT_RELIEF,4.0,290.0,28.0,False
2022,2022_21_SF_PHI,SF,00-0037834,True,21,0.2381,00-0026300,15,0.7143,UNCLASSIFIED,1.0,2951.0,7.0,True
2022,2022_21_SF_PHI,SF,00-0037834,True,21,0.2381,00-0033280,1,0.0476,BLOWOUT_RELIEF,4.0,307.0,24.0,True
2023,2023_05_DAL_SF,SF,00-0037834,True,26,0.9615,00-0034869,1,0.0385,BLOWOUT_RELIEF,4.0,589.0,32.0,False
2023,2023_10_SF_JAX,SF,00-0037834,True,30,0.9333,00-0034869,2,0.0667,BLOWOUT_RELIEF,4.0,272.0,31.0,False
2023,2023_12_SF_SEA,SF,00-0037834,True,32,0.9688,00-0035719,1,0.0312,PLANNED_ROTATION_OR_PACKAGE,1.0,2845.0,4.0,True
2023,2023_15_SF_ARI,SF,00-0037834,True,28,0.8929,00-0034869,3,0.1071,PLANNED_ROTATION_OR_PACKAGE,2.0,2030.0,1.0,True
2023,2023_16_BAL_SF,SF,00-0037834,True,50,0.68,00-0034869,16,0.32,BLOWOUT_RELIEF,4.0,472.0,21.0,False
2023,2023_17_SF_WAS,SF,00-0037834,True,29,0.9655,00-0034869,1,0.0345,BLOWOUT_RELIEF,4.0,114.0,17.0,False
2023,2023_22_SF_KC,SF,00-0037834,True,40,0.975,00-0036259,1,0.025,PLANNED_ROTATION_OR_PACKAGE,2.0,2072.0,3.0,True
2024,2024_01_NYJ_SF,SF,00-0037834,False,32,0.9688,00-0035719,1,0.0312,PLANNED_ROTATION_OR_PACKAGE,2.0,2700.0,4.0,True
2024,2024_14_CHI_SF,SF,00-0037834,True,27,0.963,00-0032434,1,0.037,BLOWOUT_RELIEF,4.0,124.0,25.0,False
2024,2024_17_DET_SF,SF,00-0037834,True,42,0.881,00-0039916,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,4.0,824.0,3.0,True
2024,2024_17_DET_SF,SF,00-0037834,True,42,0.881,00-0033949,4,0.0952,REPLACEMENT_NO_RETURN,4.0,96.0,12.0,False
2021,2021_05_MIA_TB,TB,00-0019596,True,46,0.9348,00-0027948,3,0.0652,BLOWOUT_RELIEF,4.0,360.0,28.0,False
2021,2021_07_CHI_TB,TB,00-0019596,True,39,0.9231,00-0027948,3,0.0769,BLOWOUT_RELIEF,4.0,437.0,35.0,False
2021,2021_08_TB_NO,TB,00-0019596,True,44,0.9773,00-0033856,1,0.0227,PLANNED_ROTATION_OR_PACKAGE,3.0,916.0,2.0,True
2021,2021_11_NYG_TB,TB,00-0019596,True,49,0.9388,00-0027948,3,0.0612,BLOWOUT_RELIEF,4.0,316.0,20.0,False
2021,2021_16_TB_CAR,TB,00-0019596,True,31,0.9677,00-0027948,1,0.0323,BLOWOUT_RELIEF,4.0,143.0,26.0,False
2021,2021_18_CAR_TB,TB,00-0019596,True,40,0.95,00-0027948,2,0.05,REPLACEMENT_NO_RETURN,4.0,315.0,14.0,False
2022,2022_10_SEA_TB,TB,00-0019596,True,30,0.9667,00-0033856,1,0.0333,PLANNED_ROTATION_OR_PACKAGE,3.0,1299.0,11.0,True
2022,2022_18_TB_ATL,TB,00-0019596,True,34,0.5,00-0027948,8,0.2353,REPLACEMENT_NO_RETURN,2.0,2040.0,0.0,False
2022,2022_18_TB_ATL,TB,00-0019596,True,34,0.5,00-0036928,9,0.2647,REPLACEMENT_NO_RETURN,4.0,447.0,10.0,False
2023,2023_04_TB_NO,TB,00-0034855,True,34,0.9706,00-0033921,1,0.0294,PLANNED_ROTATION_OR_PACKAGE,2.0,2406.0,3.0,True
2023,2023_12_TB_IND,TB,00-0034855,True,37,0.973,00-0036928,1,0.027,PLANNED_ROTATION_OR_PACKAGE,1.0,3156.0,0.0,True
2024,2024_13_TB_CAR,TB,00-0034855,True,38,0.9737,00-0036928,1,0.0263,PLANNED_ROTATION_OR_PACKAGE,3.0,1194.0,3.0,True
2021,2021_01_ARI_TEN,TEN,00-0029701,False,42,0.9762,00-0032496,1,0.0238,PLANNED_ROTATION_OR_PACKAGE,1.0,2890.0,10.0,True
